"condition_id","rep_id","margin_type","true_rho","tau_empirical","tau_expected","status"
29,191,"skewnormal",0.5,0.384353741496599,0.333333333333333,"ok"
29,52,"skewnormal",0.5,0.307823129251701,0.333333333333333,"ok"
29,25,"skewnormal",0.5,0.408163265306122,0.333333333333333,"ok"
30,6,"chisq",0.5,0.409863945578231,0.333333333333333,"ok"
30,113,"chisq",0.5,0.48469387755102,0.333333333333333,"ok"
30,184,"chisq",0.5,0.289115646258503,0.333333333333333,"ok"
30,121,"chisq",0.5,0.302721088435374,0.333333333333333,"ok"
30,58,"chisq",0.5,0.107142857142857,0.333333333333333,"ok"
31,39,"skewnormal",0.5,0.243197278911565,0.333333333333333,"ok"
31,158,"skewnormal",0.5,0.173469387755102,0.333333333333333,"ok"
31,45,"skewnormal",0.5,0.379251700680272,0.333333333333333,"ok"
31,154,"skewnormal",0.5,0.433673469387755,0.333333333333333,"ok"
31,75,"skewnormal",0.5,0.255102040816327,0.333333333333333,"ok"
32,173,"skewnormal",0.5,0.329931972789116,0.333333333333333,"ok"
32,68,"skewnormal",0.5,0.299319727891156,0.333333333333333,"ok"
32,45,"skewnormal",0.5,0.253401360544218,0.333333333333333,"ok"
32,182,"skewnormal",0.5,0.374149659863946,0.333333333333333,"ok"
32,156,"skewnormal",0.5,0.326530612244898,0.333333333333333,"ok"
33,159,"chisq",0.5,0.377551020408163,0.333333333333333,"ok"
33,53,"chisq",0.5,0.232993197278912,0.333333333333333,"ok"
33,50,"chisq",0.5,0.333333333333333,0.333333333333333,"ok"
33,132,"chisq",0.5,0.384353741496599,0.333333333333333,"ok"
33,126,"chisq",0.5,0.301020408163265,0.333333333333333,"ok"
34,191,"skewnormal",0.5,0.462585034013605,0.333333333333333,"ok"
34,182,"skewnormal",0.5,0.306122448979592,0.333333333333333,"ok"
34,5,"skewnormal",0.5,0.362244897959184,0.333333333333333,"ok"
34,187,"skewnormal",0.5,0.224489795918367,0.333333333333333,"ok"
34,60,"skewnormal",0.5,0.391156462585034,0.333333333333333,"ok"
35,141,"skewnormal",0.5,0.27891156462585,0.333333333333333,"ok"
35,28,"skewnormal",0.5,0.447278911564626,0.333333333333333,"ok"
35,41,"skewnormal",0.5,0.452380952380952,0.333333333333333,"ok"
35,131,"skewnormal",0.5,0.29421768707483,0.333333333333333,"ok"
35,163,"skewnormal",0.5,0.353741496598639,0.333333333333333,"ok"
36,56,"chisq",0.5,0.248299319727891,0.333333333333333,"ok"
36,72,"chisq",0.5,0.29421768707483,0.333333333333333,"ok"
36,140,"chisq",0.5,0.318027210884354,0.333333333333333,"ok"
36,152,"chisq",0.5,0.301020408163265,0.333333333333333,"ok"
36,24,"chisq",0.5,0.387755102040816,0.333333333333333,"ok"
37,64,"skewnormal",0.5,0.334157905586477,0.333333333333333,"ok"
37,60,"skewnormal",0.5,0.392290249433107,0.333333333333333,"ok"
37,171,"skewnormal",0.5,0.208410636982066,0.333333333333333,"ok"
37,42,"skewnormal",0.5,0.262420119562977,0.333333333333333,"ok"
37,158,"skewnormal",0.5,0.332096474953618,0.333333333333333,"ok"
38,81,"skewnormal",0.5,0.225314368171511,0.333333333333333,"ok"
38,8,"skewnormal",0.5,0.44011544011544,0.333333333333333,"ok"
38,160,"skewnormal",0.5,0.306947021232736,0.333333333333333,"ok"
38,132,"skewnormal",0.5,0.379921665635951,0.333333333333333,"ok"
38,95,"skewnormal",0.5,0.371263656977943,0.333333333333333,"ok"
39,22,"chisq",0.5,0.303648732220161,0.333333333333333,"ok"
39,172,"chisq",0.5,0.318078746650175,0.333333333333333,"ok"
39,92,"chisq",0.5,0.355596784168213,0.333333333333333,"ok"
39,130,"chisq",0.5,0.373737373737374,0.333333333333333,"ok"
39,104,"chisq",0.5,0.492888064316636,0.333333333333333,"ok"
40,31,"skewnormal",0.5,0.292104720676149,0.333333333333333,"ok"
40,126,"skewnormal",0.5,0.380746237889095,0.333333333333333,"ok"
40,47,"skewnormal",0.5,0.377860235003092,0.333333333333333,"ok"
40,168,"skewnormal",0.5,0.287157287157287,0.333333333333333,"ok"
40,152,"skewnormal",0.5,0.374974232117089,0.333333333333333,"ok"
41,131,"skewnormal",0.5,0.301587301587302,0.333333333333333,"ok"
41,187,"skewnormal",0.5,0.259534116676974,0.333333333333333,"ok"
41,184,"skewnormal",0.5,0.452896310039167,0.333333333333333,"ok"
41,144,"skewnormal",0.5,0.306947021232736,0.333333333333333,"ok"
41,39,"skewnormal",0.5,0.302411873840445,0.333333333333333,"ok"
42,147,"chisq",0.5,0.373325087610802,0.333333333333333,"ok"
42,96,"chisq",0.5,0.341166769738198,0.333333333333333,"ok"
42,167,"chisq",0.5,0.388167388167388,0.333333333333333,"ok"
42,40,"chisq",0.5,0.263656977942692,0.333333333333333,"ok"
42,166,"chisq",0.5,0.292929292929293,0.333333333333333,"ok"
43,67,"skewnormal",0.5,0.410018552875696,0.333333333333333,"ok"
43,145,"skewnormal",0.5,0.269016697588126,0.333333333333333,"ok"
43,58,"skewnormal",0.5,0.237682951968666,0.333333333333333,"ok"
43,60,"skewnormal",0.5,0.233147804576376,0.333333333333333,"ok"
43,137,"skewnormal",0.5,0.337456194599052,0.333333333333333,"ok"
44,110,"skewnormal",0.5,0.292929292929293,0.333333333333333,"ok"
44,29,"skewnormal",0.5,0.353123067408782,0.333333333333333,"ok"
44,51,"skewnormal",0.5,0.387755102040816,0.333333333333333,"ok"
44,23,"skewnormal",0.5,0.297052154195011,0.333333333333333,"ok"
44,160,"skewnormal",0.5,0.388167388167388,0.333333333333333,"ok"
45,63,"chisq",0.5,0.438466295609153,0.333333333333333,"ok"
45,106,"chisq",0.5,0.291280148423006,0.333333333333333,"ok"
45,186,"chisq",0.5,0.372088229231086,0.333333333333333,"ok"
45,21,"chisq",0.5,0.329622758194187,0.333333333333333,"ok"
45,12,"chisq",0.5,0.203050917336632,0.333333333333333,"ok"
46,188,"skewnormal",0.5,0.303893203390691,0.333333333333333,"ok"
46,100,"skewnormal",0.5,0.278412263336886,0.333333333333333,"ok"
46,151,"skewnormal",0.5,0.369676666159078,0.333333333333333,"ok"
46,169,"skewnormal",0.5,0.336074310948683,0.333333333333333,"ok"
46,64,"skewnormal",0.5,0.321354245977362,0.333333333333333,"ok"
47,107,"skewnormal",0.5,0.277600121821227,0.333333333333333,"ok"
47,200,"skewnormal",0.5,0.32257245825085,0.333333333333333,"ok"
47,40,"skewnormal",0.5,0.368864524643419,0.333333333333333,"ok"
47,98,"skewnormal",0.5,0.360641591797371,0.333333333333333,"ok"
47,196,"skewnormal",0.5,0.320542104461702,0.333333333333333,"ok"
48,199,"chisq",0.5,0.423887112329323,0.333333333333333,"ok"
48,127,"chisq",0.5,0.362671945586518,0.333333333333333,"ok"
48,195,"chisq",0.5,0.372823714532257,0.333333333333333,"ok"
48,16,"chisq",0.5,0.312623724684026,0.333333333333333,"ok"
48,188,"chisq",0.5,0.333130297954419,0.333333333333333,"ok"
49,13,"skewnormal",0.5,0.38206182427288,0.333333333333333,"ok"
49,77,"skewnormal",0.5,0.278716816405259,0.333333333333333,"ok"
49,68,"skewnormal",0.5,0.312826760062941,0.333333333333333,"ok"
49,159,"skewnormal",0.5,0.359829450281712,0.333333333333333,"ok"
49,114,"skewnormal",0.5,0.271102989695955,0.333333333333333,"ok"
50,65,"skewnormal",0.5,0.344906349931476,0.333333333333333,"ok"
50,171,"skewnormal",0.5,0.34125171311101,0.333333333333333,"ok"
50,81,"skewnormal",0.5,0.315872290746663,0.333333333333333,"ok"
50,117,"skewnormal",0.5,0.273843967311304,0.333333333333333,"ok"
50,16,"skewnormal",0.5,0.359220344144967,0.333333333333333,"ok"
51,90,"chisq",0.5,0.255976853966804,0.333333333333333,"ok"
51,155,"chisq",0.5,0.319526927567129,0.333333333333333,"ok"
51,53,"chisq",0.5,0.249378204152074,0.333333333333333,"ok"
51,127,"chisq",0.5,0.360438556418456,0.333333333333333,"ok"
51,4,"chisq",0.5,0.322064869803563,0.333333333333333,"ok"
52,89,"skewnormal",0.5,0.369067560022334,0.333333333333333,"ok"
52,52,"skewnormal",0.5,0.357900614182021,0.333333333333333,"ok"
52,13,"skewnormal",0.5,0.358611238008223,0.333333333333333,"ok"
52,71,"skewnormal",0.5,0.262372468402619,0.333333333333333,"ok"
52,60,"skewnormal",0.5,0.316075326125577,0.333333333333333,"ok"
53,2,"skewnormal",0.5,0.350692858230547,0.333333333333333,"ok"
53,73,"skewnormal",0.5,0.332318156438759,0.333333333333333,"ok"
53,170,"skewnormal",0.5,0.307547840211157,0.333333333333333,"ok"
53,194,"skewnormal",0.5,0.376681386731638,0.333333333333333,"ok"
53,121,"skewnormal",0.5,0.386021014161718,0.333333333333333,"ok"
54,70,"chisq",0.5,0.365920511649155,0.333333333333333,"ok"
54,164,"chisq",0.5,0.380132988173189,0.333333333333333,"ok"
54,143,"chisq",0.5,0.372620679153342,0.333333333333333,"ok"
54,155,"chisq",0.5,0.306431145627126,0.333333333333333,"ok"
54,194,"chisq",0.5,0.356479366529618,0.333333333333333,"ok"
55,61,"skewnormal",0.3,0.137755102040816,0.193973368041357,"ok"
55,116,"skewnormal",0.3,0.238095238095238,0.193973368041357,"ok"
55,5,"skewnormal",0.3,0.227891156462585,0.193973368041357,"ok"
55,42,"skewnormal",0.3,0.423469387755102,0.193973368041357,"ok"
55,148,"skewnormal",0.3,0.270408163265306,0.193973368041357,"ok"
56,116,"skewnormal",0.3,0.256802721088435,0.193973368041357,"ok"
56,18,"skewnormal",0.3,0.122448979591837,0.193973368041357,"ok"
56,142,"skewnormal",0.3,0.236394557823129,0.193973368041357,"ok"
56,90,"skewnormal",0.3,0.260204081632653,0.193973368041357,"ok"
56,78,"skewnormal",0.3,0.154761904761905,0.193973368041357,"ok"
57,156,"chisq",0.3,0.26530612244898,0.193973368041357,"ok"
57,50,"chisq",0.3,0.297619047619048,0.193973368041357,"ok"
57,110,"chisq",0.3,0.0850340136054422,0.193973368041357,"ok"
57,91,"chisq",0.3,0.217687074829932,0.193973368041357,"ok"
57,25,"chisq",0.3,0.229591836734694,0.193973368041357,"ok"
58,135,"skewnormal",0.3,0.243197278911565,0.193973368041357,"ok"
58,187,"skewnormal",0.3,0.086734693877551,0.193973368041357,"ok"
58,104,"skewnormal",0.3,0.0442176870748299,0.193973368041357,"ok"
58,198,"skewnormal",0.3,0.263605442176871,0.193973368041357,"ok"
58,134,"skewnormal",0.3,0.153061224489796,0.193973368041357,"ok"
59,12,"skewnormal",0.3,0.175170068027211,0.193973368041357,"ok"
59,184,"skewnormal",0.3,0.0442176870748299,0.193973368041357,"ok"
59,158,"skewnormal",0.3,0.285714285714286,0.193973368041357,"ok"
59,10,"skewnormal",0.3,0.210884353741497,0.193973368041357,"ok"
59,177,"skewnormal",0.3,0.20578231292517,0.193973368041357,"ok"
60,187,"chisq",0.3,0.022108843537415,0.193973368041357,"ok"
60,119,"chisq",0.3,0.241496598639456,0.193973368041357,"ok"
60,59,"chisq",0.3,0.231292517006803,0.193973368041357,"ok"
60,44,"chisq",0.3,0.136054421768707,0.193973368041357,"ok"
60,41,"chisq",0.3,0.207482993197279,0.193973368041357,"ok"
61,195,"skewnormal",0.3,0.0850340136054422,0.193973368041357,"ok"
61,179,"skewnormal",0.3,0.301020408163265,0.193973368041357,"ok"
61,94,"skewnormal",0.3,0.192176870748299,0.193973368041357,"ok"
61,145,"skewnormal",0.3,0.214285714285714,0.193973368041357,"ok"
61,109,"skewnormal",0.3,0.197278911564626,0.193973368041357,"ok"
62,126,"skewnormal",0.3,0.164965986394558,0.193973368041357,"ok"
62,73,"skewnormal",0.3,0.0357142857142857,0.193973368041357,"ok"
62,122,"skewnormal",0.3,0.13265306122449,0.193973368041357,"ok"
62,56,"skewnormal",0.3,0.290816326530612,0.193973368041357,"ok"
62,57,"skewnormal",0.3,0.146258503401361,0.193973368041357,"ok"
63,49,"chisq",0.3,-0.00680272108843537,0.193973368041357,"sign_error"
63,26,"chisq",0.3,0.086734693877551,0.193973368041357,"ok"
63,161,"chisq",0.3,0.102040816326531,0.193973368041357,"ok"
63,144,"chisq",0.3,0.215986394557823,0.193973368041357,"ok"
63,140,"chisq",0.3,0.136054421768707,0.193973368041357,"ok"
64,32,"skewnormal",0.3,0.238095238095238,0.193973368041357,"ok"
64,120,"skewnormal",0.3,0.177901463615749,0.193973368041357,"ok"
64,82,"skewnormal",0.3,0.140383426097712,0.193973368041357,"ok"
64,156,"skewnormal",0.3,0.133374561945991,0.193973368041357,"ok"
64,172,"skewnormal",0.3,0.246753246753247,0.193973368041357,"ok"
65,163,"skewnormal",0.3,0.247990105132962,0.193973368041357,"ok"
65,61,"skewnormal",0.3,0.383219954648526,0.193973368041357,"ok"
65,197,"skewnormal",0.3,0.196454339311482,0.193973368041357,"ok"
65,66,"skewnormal",0.3,0.181612038754896,0.193973368041357,"ok"
65,99,"skewnormal",0.3,0.24963924963925,0.193973368041357,"ok"
66,171,"chisq",0.3,0.291692434549577,0.193973368041357,"ok"
66,142,"chisq",0.3,0.232735518449804,0.193973368041357,"ok"
66,149,"chisq",0.3,0.250876108018965,0.193973368041357,"ok"
66,124,"chisq",0.3,0.280560709132138,0.193973368041357,"ok"
66,159,"chisq",0.3,0.264069264069264,0.193973368041357,"ok"
67,106,"skewnormal",0.3,0.341991341991342,0.193973368041357,"ok"
67,110,"skewnormal",0.3,0.101216244073387,0.193973368041357,"ok"
67,21,"skewnormal",0.3,0.262420119562977,0.193973368041357,"ok"
67,45,"skewnormal",0.3,0.1713048855906,0.193973368041357,"ok"
67,22,"skewnormal",0.3,0.240568954854669,0.193973368041357,"ok"
68,195,"skewnormal",0.3,0.236033807462379,0.193973368041357,"ok"
68,200,"skewnormal",0.3,0.0954442383013812,0.193973368041357,"ok"
68,167,"skewnormal",0.3,0.159348587920016,0.193973368041357,"ok"
68,177,"skewnormal",0.3,0.217480931766646,0.193973368041357,"ok"
68,16,"skewnormal",0.3,0.240981240981241,0.193973368041357,"ok"
69,96,"chisq",0.3,0.246753246753247,0.193973368041357,"ok"
69,113,"chisq",0.3,0.253349824778396,0.193973368041357,"ok"
69,43,"chisq",0.3,0.225314368171511,0.193973368041357,"ok"
69,65,"chisq",0.3,0.211296639868068,0.193973368041357,"ok"
69,189,"chisq",0.3,0.0859616573902288,0.193973368041357,"ok"
70,108,"skewnormal",0.3,0.184085755514327,0.193973368041357,"ok"
70,176,"skewnormal",0.3,0.353123067408782,0.193973368041357,"ok"
70,47,"skewnormal",0.3,0.262832405689549,0.193973368041357,"ok"
70,5,"skewnormal",0.3,0.180787466501752,0.193973368041357,"ok"
70,178,"skewnormal",0.3,0.158111729540301,0.193973368041357,"ok"
71,191,"skewnormal",0.3,0.187796330653474,0.193973368041357,"ok"
71,11,"skewnormal",0.3,0.18697175840033,0.193973368041357,"ok"
71,153,"skewnormal",0.3,0.18037518037518,0.193973368041357,"ok"
71,127,"skewnormal",0.3,0.234796949082663,0.193973368041357,"ok"
71,14,"skewnormal",0.3,0.172541743970315,0.193973368041357,"ok"
72,8,"chisq",0.3,0.23191094619666,0.193973368041357,"ok"
72,147,"chisq",0.3,0.175015460729746,0.193973368041357,"ok"
72,99,"chisq",0.3,0.171717171717172,0.193973368041357,"ok"
72,171,"chisq",0.3,0.141207998350855,0.193973368041357,"ok"
72,190,"chisq",0.3,0.301587301587302,0.193973368041357,"ok"
73,66,"skewnormal",0.3,0.189381249682757,0.193973368041357,"ok"
73,7,"skewnormal",0.3,0.13253134358662,0.193973368041357,"ok"
73,160,"skewnormal",0.3,0.200852748591442,0.193973368041357,"ok"
73,164,"skewnormal",0.3,0.241053753616568,0.193973368041357,"ok"
73,21,"skewnormal",0.3,0.150093903862748,0.193973368041357,"ok"
74,13,"skewnormal",0.3,0.21648647276788,0.193973368041357,"ok"
74,171,"skewnormal",0.3,0.258920866961068,0.193973368041357,"ok"
74,148,"skewnormal",0.3,0.174559667021979,0.193973368041357,"ok"
74,147,"skewnormal",0.3,0.203187655448962,0.193973368041357,"ok"
74,41,"skewnormal",0.3,0.150906045378407,0.193973368041357,"ok"
75,119,"chisq",0.3,0.213643977463073,0.193973368041357,"ok"
75,25,"chisq",0.3,0.16440789807624,0.193973368041357,"ok"
75,48,"chisq",0.3,0.202984620070047,0.193973368041357,"ok"
75,89,"chisq",0.3,0.267549870564946,0.193973368041357,"ok"
75,4,"chisq",0.3,0.126034211461347,0.193973368041357,"ok"
76,165,"skewnormal",0.3,0.223592711029897,0.193973368041357,"ok"
76,33,"skewnormal",0.3,0.21141058829501,0.193973368041357,"ok"
76,108,"skewnormal",0.3,0.188163037409269,0.193973368041357,"ok"
76,104,"skewnormal",0.3,0.094868280797929,0.193973368041357,"ok"
76,162,"skewnormal",0.3,0.272422719658901,0.193973368041357,"ok"
77,101,"skewnormal",0.3,0.226739759403076,0.193973368041357,"ok"
77,8,"skewnormal",0.3,0.186234201309578,0.193973368041357,"ok"
77,86,"skewnormal",0.3,0.163088168113294,0.193973368041357,"ok"
77,87,"skewnormal",0.3,0.251205522562306,0.193973368041357,"ok"
77,139,"skewnormal",0.3,0.210496929089894,0.193973368041357,"ok"
78,148,"chisq",0.3,0.226739759403076,0.193973368041357,"ok"
78,128,"chisq",0.3,0.179737069184305,0.193973368041357,"ok"
78,79,"chisq",0.3,0.10765950966956,0.193973368041357,"ok"
78,107,"chisq",0.3,0.104715496675296,0.193973368041357,"ok"
78,196,"chisq",0.3,0.206537739201056,0.193973368041357,"ok"
79,76,"skewnormal",0.3,0.199634536317953,0.193973368041357,"ok"
79,105,"skewnormal",0.3,0.236790010659357,0.193973368041357,"ok"
