condition_id,Model,param,dgp_level,direction,T,rho,VARset,N_valid,N_truth_avail,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias,mean_n_div,prop_div,mean_rhat
9,Normal (NG),phi22,Exponential,+-,200,0.3,A,200,200,-0.05851459803745611,0.95,0.07428125935472514,0.06686185428877875,0.07049732038855329,-0.00363546609977453,0,0,1.0007786163891417
9,Normal (NG),rho,Exponential,+-,200,0.3,A,200,200,-1.8596373204871417,0,0.5637082021306097,0.06557139338349917,0.08077345115785735,-0.01520205777435818,0,0,1.0007786163891417
9,Normal (NG),sigma[1],Exponential,+-,200,0.3,A,200,200,-0.00365436997420349,0.695,0.10250016395560455,0.05044805001601911,0.1024349998341263,-0.05198694981810718,0,0,1.0007786163891417
9,Normal (NG),sigma[2],Exponential,+-,200,0.3,A,200,200,-0.00880320823015961,0.655,0.09435708799454301,0.05021938596050047,0.09394553517685864,-0.04372614921635818,0,0,1.0007786163891417
10,Exponential (EG),mu[1],Exponential,++,50,0.5,A,200,200,0.00613344289834269,0.965,0.12684799681352218,0.1368558396843147,0.12669962578404131,0.01015621390027338,0.005,0.005,1.0020286461471737
10,Exponential (EG),mu[2],Exponential,++,50,0.5,A,200,200,0.00847428438933875,0.95,0.13502730904309107,0.13845473340122746,0.13476112455566344,0.00369360884556402,0.005,0.005,1.0020286461471737
10,Exponential (EG),phi11,Exponential,++,50,0.5,A,200,200,-0.02470243255833135,0.925,0.056462078985161104,0.04934468633912141,0.05559076124176342,-0.006246074902642,0.005,0.005,1.0020286461471737
10,Exponential (EG),phi12,Exponential,++,50,0.5,A,200,200,0.02188995337559381,0.945,0.05016598056960099,0.04721614460115184,0.05011819934835775,-0.0029020547472059,0.005,0.005,1.0020286461471737
10,Exponential (EG),phi21,Exponential,++,50,0.5,A,200,200,0.04520898805567368,0.935,0.055220943270891075,0.04925361999814557,0.05503557076761165,-0.00578195076946607,0.005,0.005,1.0020286461471737
10,Exponential (EG),phi22,Exponential,++,50,0.5,A,200,200,-0.03377332120812828,0.935,0.055859346301788036,0.0494791237059817,0.05420114955602598,-0.00472202585004427,0.005,0.005,1.0020286461471737
10,Exponential (EG),rho,Exponential,++,50,0.5,A,200,200,-0.11266311686717537,0.935,0.12675271392508702,0.11177071726438775,0.1135473734254485,-0.00177665616106074,0.005,0.005,1.0020286461471737
10,Normal (NG),mu[1],Exponential,++,50,0.5,A,200,200,-0.00834966906270737,0.925,0.1583644406518685,0.14592805216473856,0.15814417184810337,-0.0122161196833648,0,0,1.0012245914864484
10,Normal (NG),mu[2],Exponential,++,50,0.5,A,200,200,-0.0100942999957869,0.915,0.16778064815441762,0.14479569180069793,0.1674767177929862,-0.02268102599228827,0,0,1.0012245914864484
10,Normal (NG),phi11,Exponential,++,50,0.5,A,200,200,-0.20321650006233613,0.945,0.15877792577498373,0.14717028970673193,0.13639251581297476,0.01077777389375717,0,0,1.0012245914864484
10,Normal (NG),phi12,Exponential,++,50,0.5,A,200,200,-0.09207529804901984,0.96,0.15453070849911046,0.15164468363504768,0.15425615470420911,-0.00261147106916143,0,0,1.0012245914864484
10,Normal (NG),phi21,Exponential,++,50,0.5,A,200,200,0.00875452933189725,0.975,0.14164983675900578,0.14862039630930263,0.14164713140764534,0.00697326490165731,0,0,1.0012245914864484
10,Normal (NG),phi22,Exponential,++,50,0.5,A,200,200,-0.21587819592084076,0.945,0.16561247334847481,0.1478751951014245,0.14131860476509586,0.00655659033632863,0,0,1.0012245914864484
10,Normal (NG),rho,Exponential,++,50,0.5,A,200,200,-0.19525206972477305,0.81,0.1684707969381093,0.11581765927558074,0.1373010077822073,-0.02148334850662656,0,0,1.0012245914864484
10,Normal (NG),sigma[1],Exponential,++,50,0.5,A,200,200,-0.0193832748863157,0.69,0.18945577595647137,0.10190890729047322,0.18846161332735692,-0.0865527060368837,0,0,1.0012245914864484
10,Normal (NG),sigma[2],Exponential,++,50,0.5,A,200,200,-0.0280955323927246,0.71,0.188602033860914,0.10096407201028822,0.18649763600657976,-0.08553356399629154,0,0,1.0012245914864484
11,Exponential (EG),mu[1],Exponential,--,50,0.5,A,200,200,-0.02247967855447391,0.975,0.1193899213909058,0.13974644447698334,0.11725449834362088,0.02249194613336247,0,0,1.0020205145691403
11,Exponential (EG),mu[2],Exponential,--,50,0.5,A,200,200,-0.01641502619742377,0.935,0.13955777561791974,0.13894281793979865,0.1385890314936919,3.5378644610675747e-4,0,0,1.0020205145691403
11,Exponential (EG),phi11,Exponential,--,50,0.5,A,200,200,-0.03987872575554153,0.96,0.048914027962586065,0.05138510270954208,0.04623994040505395,0.00514516230448812,0,0,1.0020205145691403
11,Exponential (EG),phi12,Exponential,--,50,0.5,A,200,200,0.09854653163135944,0.96,0.05437931206053918,0.05225157501543119,0.0534789247387398,-0.00122734972330861,0,0,1.0020205145691403
11,Exponential (EG),phi21,Exponential,--,50,0.5,A,200,200,-0.02528159218338613,0.975,0.049596773159289315,0.05080356968081827,0.04953229571482358,0.00127127396599468,0,0,1.0020205145691403
11,Exponential (EG),phi22,Exponential,--,50,0.5,A,200,200,-0.02886875565624117,0.95,0.053945230624850696,0.05078325638203377,0.05269481092731967,-0.0019115545452859,0,0,1.0020205145691403
11,Exponential (EG),rho,Exponential,--,50,0.5,A,200,200,-0.08551917835192324,0.97,0.11060949867347822,0.10995195968105956,0.10201018934548237,0.00794177033557722,0,0,1.0020205145691403
11,Normal (NG),mu[1],Exponential,--,50,0.5,A,200,200,-0.00974145409706996,0.965,0.14657022210010265,0.14717323944674368,0.14624614209799894,9.270973487447433e-4,0,0,1.001170873634582
11,Normal (NG),mu[2],Exponential,--,50,0.5,A,200,200,-0.0018413106267819,0.895,0.17782171385275833,0.14761596060300197,0.17781218038342583,-0.03019621978042386,0,0,1.001170873634582
11,Normal (NG),phi11,Exponential,--,50,0.5,A,200,200,-0.21262134432527985,0.94,0.15732852799625704,0.1476213559647011,0.13235940446919048,0.01526195149551065,0,0,1.001170873634582
11,Normal (NG),phi12,Exponential,--,50,0.5,A,200,200,0.3755094084450995,0.925,0.1603488859813745,0.15197899747387575,0.15588999992674307,-0.00391100245286732,0,0,1.001170873634582
11,Normal (NG),phi21,Exponential,--,50,0.5,A,200,200,-0.04306687570861558,0.925,0.14842089447818324,0.149984543682399,0.14835839834627157,0.00162614533612742,0,0,1.001170873634582
11,Normal (NG),phi22,Exponential,--,50,0.5,A,200,200,-0.17905476016057767,0.94,0.1552340524444518,0.14886319650308383,0.13772404981171912,0.0111391466913647,0,0,1.001170873634582
11,Normal (NG),rho,Exponential,--,50,0.5,A,200,200,-0.16438099809963358,0.87,0.1548809141119914,0.1144581082321092,0.1312738337297579,-0.01681572549764869,0,0,1.001170873634582
11,Normal (NG),sigma[1],Exponential,--,50,0.5,A,200,200,-0.0078870611139218,0.77,0.170456304703027,0.10291330478183232,0.17027373866805312,-0.0673604338862208,0,0,1.001170873634582
11,Normal (NG),sigma[2],Exponential,--,50,0.5,A,200,200,-0.00578663406897736,0.715,0.19829613625694645,0.10319901385405372,0.19821168613526605,-0.09501267228121234,0,0,1.001170873634582
12,Exponential (EG),mu[1],Exponential,+-,50,0.5,A,200,200,0.0104725143969958,0.955,0.12780801029596414,0.1384911147706102,0.12737823180598007,0.01111288296463011,0,0,1.0020355655713151
12,Exponential (EG),mu[2],Exponential,+-,50,0.5,A,200,200,-0.01073969368854323,0.96,0.13093075778999377,0.13796967173048486,0.13048954868087437,0.00748012304961048,0,0,1.0020355655713151
12,Exponential (EG),phi11,Exponential,+-,50,0.5,A,200,200,-0.02660295359033381,0.945,0.05383705233144094,0.04786136910368439,0.05277493213052573,-0.00491356302684133,0,0,1.0020355655713151
12,Exponential (EG),phi12,Exponential,+-,50,0.5,A,200,200,0.01429129955936858,0.94,0.04972431823301359,0.04648571358786245,0.0497037766302225,-0.00321806304236004,0,0,1.0020355655713151
12,Exponential (EG),phi21,Exponential,+-,50,0.5,A,200,200,0.01806716543315633,0.945,0.04937373574288799,0.04601044739599937,0.04934066838360263,-0.00333022098760326,0,0,1.0020355655713151
12,Exponential (EG),phi22,Exponential,+-,50,0.5,A,200,200,-0.01371352415665967,0.91,0.05308413934899912,0.04679469416603151,0.05279996336416068,-0.00600526919812916,0,0,1.0020355655713151
12,Exponential (EG),rho,Exponential,+-,50,0.5,A,200,200,-1.908015568845977,0,0.9599349209344361,0.11070258746998904,0.10650915307964376,0.00419343439034529,0,0,1.0020355655713151
12,Normal (NG),mu[1],Exponential,+-,50,0.5,A,200,200,-0.00648180497442663,0.935,0.15490227397270587,0.14597356723273813,0.15476660068047216,-0.00879303344773402,0,0,1.0010829043876748
12,Normal (NG),mu[2],Exponential,+-,50,0.5,A,200,200,0.00320703425547498,0.925,0.15880119222158304,0.14568968798591236,0.15876880544452168,-0.01307911745860931,0,0,1.0010829043876748
12,Normal (NG),phi11,Exponential,+-,50,0.5,A,200,200,-0.19757584077846155,0.95,0.15748516843432417,0.14455410156342705,0.13621961760075857,0.00833448396266847,0,0,1.0010829043876748
12,Normal (NG),phi12,Exponential,+-,50,0.5,A,200,200,-0.13183707609722004,0.925,0.15228165665838636,0.14764828119600829,0.15170989686992745,-0.00406161567391916,0,0,1.0010829043876748
12,Normal (NG),phi21,Exponential,+-,50,0.5,A,200,200,-0.1184508718218508,0.96,0.13954717570290998,0.14716613358054365,0.1390435476974939,0.00812258588304973,0,0,1.0010829043876748
12,Normal (NG),phi22,Exponential,+-,50,0.5,A,200,200,-0.19235594998559516,0.97,0.15688367617797952,0.14459356793745864,0.13671999858081996,0.00787356935663868,0,0,1.0010829043876748
12,Normal (NG),rho,Exponential,+-,50,0.5,A,200,200,-1.8331647954767785,0,0.9272470656249465,0.11426261719313335,0.1402277749456905,-0.02596515775255714,0,0,1.0010829043876748
12,Normal (NG),sigma[1],Exponential,+-,50,0.5,A,200,200,-0.01593518893133783,0.69,0.18734726193423065,0.1022047274826861,0.1866683323651224,-0.0844636048824363,0,0,1.0010829043876748
12,Normal (NG),sigma[2],Exponential,+-,50,0.5,A,200,200,-0.01765735090833477,0.735,0.17835501672855014,0.1020421235083537,0.17747881549960076,-0.07543669199124706,0,0,1.0010829043876748
13,Exponential (EG),mu[1],Exponential,++,100,0.5,A,200,200,0.00392248310691125,0.955,0.0892738072199982,0.09843488205338792,0.08918759320572228,0.00924728884766565,0,0,1.0019445168271517
13,Exponential (EG),mu[2],Exponential,++,100,0.5,A,200,200,0.01046177318479215,0.95,0.09861250174050423,0.09900888919182436,0.09805598809532702,9.5290109649733e-4,0,0,1.0019445168271517
13,Exponential (EG),phi11,Exponential,++,100,0.5,A,200,200,-0.00598427012574406,0.925,0.021458030652056873,0.0218866670912485,0.02132410000995476,5.62567081293739e-4,0,0,1.0019445168271517
13,Exponential (EG),phi12,Exponential,++,100,0.5,A,200,200,0.01140476363543069,0.94,0.021564469749895364,0.02190599124586936,0.02153429054457917,3.7170070129018823e-4,0,0,1.0019445168271517
13,Exponential (EG),phi21,Exponential,++,100,0.5,A,200,200,0.02947227634022863,0.93,0.023082853600879565,0.02202970237872446,0.02289392888153737,-8.642265028129086e-4,0,0,1.0019445168271517
13,Exponential (EG),phi22,Exponential,++,100,0.5,A,200,200,-0.00784988005052927,0.945,0.024273085971181274,0.02249356944411405,0.02406913799609628,-0.00157556855198222,0,0,1.0019445168271517
13,Exponential (EG),rho,Exponential,++,100,0.5,A,200,200,-0.05094913487966696,0.96,0.0767041464080624,0.07451308579764294,0.07235034547217345,0.00216274032546949,0,0,1.0019445168271517
13,Normal (NG),mu[1],Exponential,++,100,0.5,A,200,200,-0.00360532769724438,0.95,0.10160268239547664,0.10288407445184632,0.10153869549167736,0.00134537896016896,0,0,1.0010418499817528
13,Normal (NG),mu[2],Exponential,++,100,0.5,A,200,200,0.00249455350584479,0.91,0.10903033964600102,0.10286324335101768,0.10900179891235198,-0.00613855556133431,0,0,1.0010418499817528
13,Normal (NG),phi11,Exponential,++,100,0.5,A,200,200,-0.10176598080787216,0.91,0.11406330613798611,0.10477057294810932,0.10655246328059162,-0.00178189033248229,0,0,1.0010418499817528
13,Normal (NG),phi12,Exponential,++,100,0.5,A,200,200,0.08896238173732919,0.94,0.12206293422533623,0.10628688254038526,0.12173831302451574,-0.01545143048413047,0,0,1.0010418499817528
13,Normal (NG),phi21,Exponential,++,100,0.5,A,200,200,-0.10063787950463315,0.985,0.09693806916732635,0.10616978750207157,0.0964142594535552,0.00975552804851635,0,0,1.0010418499817528
13,Normal (NG),phi22,Exponential,++,100,0.5,A,200,200,-0.07194157720662195,0.975,0.09697589968953428,0.10501633282913768,0.0926079404567362,0.01240839237240146,0,0,1.0010418499817528
13,Normal (NG),rho,Exponential,++,100,0.5,A,200,200,-0.12656596521669788,0.805,0.1195739231775681,0.08006173843931626,0.10145534592256024,-0.02139360748324398,0,0,1.0010418499817528
13,Normal (NG),sigma[1],Exponential,++,100,0.5,A,200,200,0.00472589006119257,0.675,0.141636455559198,0.07250655584339635,0.1415575907766948,-0.06905103493329845,0,0,1.0010418499817528
13,Normal (NG),sigma[2],Exponential,++,100,0.5,A,200,200,0.0046280691693854,0.725,0.139310183870154,0.07248416519712118,0.13923328734788784,-0.06674912215076666,0,0,1.0010418499817528
14,Exponential (EG),mu[1],Exponential,--,100,0.5,A,200,200,-0.01592191082866679,0.955,0.09445727464971408,0.09932276312820706,0.09310568988958463,0.00621707323862241,0.005,0.005,1.0018790375845532
14,Exponential (EG),mu[2],Exponential,--,100,0.5,A,200,200,-0.00978036328927823,0.965,0.08861818111649636,0.0986376480076156,0.08807682168610474,0.01056082632151085,0.005,0.005,1.0018790375845532
14,Exponential (EG),phi11,Exponential,--,100,0.5,A,200,200,-0.00715628644717728,0.94,0.024782878561192573,0.02355333945429436,0.02461700794297654,-0.00106366848868218,0.005,0.005,1.0018790375845532
14,Exponential (EG),phi12,Exponential,--,100,0.5,A,200,200,-0.00115968664508915,0.945,0.02612817546453373,0.02327356671379091,0.02612791810256444,-0.00285435138877352,0.005,0.005,1.0018790375845532
14,Exponential (EG),phi21,Exponential,--,100,0.5,A,200,200,0.00481242723143421,0.96,0.02385407159683109,0.02350314983464092,0.02384921669967727,-3.460668650363541e-4,0.005,0.005,1.0018790375845532
14,Exponential (EG),phi22,Exponential,--,100,0.5,A,200,200,-0.0069809028038025,0.945,0.023774583052558453,0.02356980196126113,0.02361003004424216,-4.022808298102809e-5,0.005,0.005,1.0018790375845532
14,Exponential (EG),rho,Exponential,--,100,0.5,A,200,200,-0.06480442453070685,0.95,0.08232217641806723,0.07571179309702059,0.07567719187785951,3.460121916107339e-5,0.005,0.005,1.0018790375845532
14,Normal (NG),mu[1],Exponential,--,100,0.5,A,200,200,-0.00844279123518606,0.94,0.10718212122526075,0.10171191725642371,0.10684908229135875,-0.00513716503493504,0,0,1.0010303361539188
14,Normal (NG),mu[2],Exponential,--,100,0.5,A,200,200,-0.00373140546662137,0.96,0.09725234133637582,0.1021553461061806,0.0971807311592716,0.00497461494690901,0,0,1.0010303361539188
14,Normal (NG),phi11,Exponential,--,100,0.5,A,200,200,-0.1078744505122913,0.95,0.10624880725035551,0.10486534371065984,0.09709225257656036,0.00777309113409947,0,0,1.0010303361539188
14,Normal (NG),phi12,Exponential,--,100,0.5,A,200,200,0.06623768855242924,0.95,0.10304955886767554,0.10531622060017526,0.10283645885081244,0.00247976174936281,0,0,1.0010303361539188
14,Normal (NG),phi21,Exponential,--,100,0.5,A,200,200,0.01576306007125689,0.96,0.10801828547435888,0.10635797998867956,0.10800678338045248,-0.00164880339177291,0,0,1.0010303361539188
14,Normal (NG),phi22,Exponential,--,100,0.5,A,200,200,-0.09433169114839328,0.935,0.10588506829591655,0.10482875139938884,0.09893377995024942,0.00589497144913943,0,0,1.0010303361539188
14,Normal (NG),rho,Exponential,--,100,0.5,A,200,200,-0.14231971560052445,0.76,0.13004318768766904,0.08060645211331581,0.10884624615399824,-0.02823979404068244,0,0,1.0010303361539188
14,Normal (NG),sigma[1],Exponential,--,100,0.5,A,200,200,-0.00500916221937105,0.71,0.12971880410907416,0.07167284977940398,0.12962205226483794,-0.05794920248543396,0,0,1.0010303361539188
14,Normal (NG),sigma[2],Exponential,--,100,0.5,A,200,200,-0.00176421427251922,0.74,0.11901725626635805,0.07206259527241692,0.11900417991470964,-0.04694158464229271,0,0,1.0010303361539188
15,Exponential (EG),mu[1],Exponential,+-,100,0.5,A,200,200,0.00755671785249454,0.96,0.09420184947898534,0.09870024392002535,0.09389826654714772,0.00480197737287763,0,0,1.0019137728755472
15,Exponential (EG),mu[2],Exponential,+-,100,0.5,A,200,200,-0.00385915931876323,0.97,0.08732935161725279,0.098383140721728,0.08724404015886801,0.01113910056285999,0,0,1.0019137728755472
15,Exponential (EG),phi11,Exponential,+-,100,0.5,A,200,200,0.00705110362500648,0.94,0.02225819150763031,0.02111492143013635,0.02207877259309161,-9.63851162955262e-4,0,0,1.0019137728755472
15,Exponential (EG),phi12,Exponential,+-,100,0.5,A,200,200,0.02971201307023292,0.955,0.023321017872602247,0.02149674848790916,0.02313097138918676,-0.00163422290127759,0,0,1.0019137728755472
15,Exponential (EG),phi21,Exponential,+-,100,0.5,A,200,200,-0.03167828051895865,0.935,0.020864252188361257,0.02087518284796227,0.02062236370577241,2.52819142189855e-4,0,0,1.0019137728755472
15,Exponential (EG),phi22,Exponential,+-,100,0.5,A,200,200,-0.01356549072210846,0.965,0.021788239999107385,0.02249793123544567,0.02110174865013905,0.00139618258530661,0,0,1.0019137728755472
15,Exponential (EG),rho,Exponential,+-,100,0.5,A,200,200,-1.948405946619305,0,0.9774375522343467,0.07453191282151289,0.07945272375761059,-0.00492081093609769,0,0,1.0019137728755472
15,Normal (NG),mu[1],Exponential,+-,100,0.5,A,200,200,2.672386296122116e-4,0.95,0.10443344192863385,0.10281426220221214,0.10443310000462584,-0.00161883780241368,0,0,1.0009810979359153
15,Normal (NG),mu[2],Exponential,+-,100,0.5,A,200,200,0.00376618249261598,0.96,0.09873006241994861,0.1003724752466869,0.09865820338359736,0.00171427186308954,0,0,1.0009810979359153
15,Normal (NG),phi11,Exponential,+-,100,0.5,A,200,200,-0.06540396369716939,0.975,0.09683240687694214,0.10047880962497692,0.0932313598893289,0.00724744973564801,0,0,1.0009810979359153
15,Normal (NG),phi12,Exponential,+-,100,0.5,A,200,200,-0.06949192412765652,0.955,0.10948920955788993,0.10387314947728052,0.10926845717965408,-0.00539530770237355,0,0,1.0009810979359153
15,Normal (NG),phi21,Exponential,+-,100,0.5,A,200,200,0.02926991248987663,0.945,0.10072480108563857,0.09904132618881031,0.10068226395929825,-0.0016409377704879,0,0,1.0009810979359153
15,Normal (NG),phi22,Exponential,+-,100,0.5,A,200,200,-0.07739147556395318,0.925,0.10801661425293085,0.10059949932073584,0.10348564381725568,-0.00288614449651983,0,0,1.0009810979359153
15,Normal (NG),rho,Exponential,+-,100,0.5,A,200,200,-1.860251424518259,0,0.9353752447445879,0.0805371104336783,0.0989596275025562,-0.01842251706887791,0,0,1.0009810979359153
15,Normal (NG),sigma[1],Exponential,+-,100,0.5,A,200,200,0.00624761653643164,0.68,0.13708697289214503,0.07263557324408397,0.13694453411635463,-0.06430896087227066,0,0,1.0009810979359153
15,Normal (NG),sigma[2],Exponential,+-,100,0.5,A,200,200,-0.01878180992578943,0.715,0.12640664420887132,0.070805467393603,0.12500353321430438,-0.05419806582070138,0,0,1.0009810979359153
16,Exponential (EG),mu[1],Exponential,++,200,0.5,A,200,200,0.00348546783200279,0.94,0.06871447626170664,0.07000645809850532,0.06862602102637685,0.00138043707212846,0,0,1.0019287935926644
16,Exponential (EG),mu[2],Exponential,++,200,0.5,A,200,200,-0.00255021847870501,0.96,0.06860046847636773,0.06960531707370589,0.06855304997509588,0.00105226709861,0,0,1.0019287935926644
16,Exponential (EG),phi11,Exponential,++,200,0.5,A,200,200,4.598453273322693e-4,0.955,0.01054288516685495,0.01073229878540168,0.01054128049173719,1.9101829366449663e-4,0,0,1.0019287935926644
16,Exponential (EG),phi12,Exponential,++,200,0.5,A,200,200,-0.01193019475115823,0.97,0.009973298433800655,0.01075082658430612,0.00990168602722006,8.491405570860595e-4,0,0,1.0019287935926644
16,Exponential (EG),phi21,Exponential,++,200,0.5,A,200,200,0.01817454198270409,0.945,0.013644294041163425,0.01119072564017678,0.01352270757351933,-0.00233198193334254,0,0,1.0019287935926644
16,Exponential (EG),phi22,Exponential,++,200,0.5,A,200,200,-0.00424968859103263,0.965,0.012165889507633271,0.01163530499181636,0.01204654685014012,-4.112418583237538e-4,0,0,1.0019287935926644
16,Exponential (EG),rho,Exponential,++,200,0.5,A,200,200,-0.02499139533063062,0.945,0.05326175793822927,0.05113003772371116,0.05177521027023997,-6.451725465288147e-4,0,0,1.0019287935926644
16,Normal (NG),mu[1],Exponential,++,200,0.5,A,200,200,-5.952087895911422e-4,0.93,0.07447646815105394,0.07143664660160007,0.07447408968729827,-0.00303744308569819,0,0,1.0009794864437145
16,Normal (NG),mu[2],Exponential,++,200,0.5,A,200,200,-0.00594763247665695,0.925,0.07253695655308552,0.07108783668010492,0.07229270871883853,-0.0012048720387336,0,0,1.0009794864437145
16,Normal (NG),phi11,Exponential,++,200,0.5,A,200,200,-0.03643872376996352,0.95,0.07642348560947924,0.07388096385640566,0.07502069220091806,-0.00113972834451239,0,0,1.0009794864437145
16,Normal (NG),phi12,Exponential,++,200,0.5,A,200,200,-0.07530126944827858,0.94,0.07427887604468059,0.07475988391239821,0.07389620162535962,8.636822870385918e-4,0,0,1.0009794864437145
16,Normal (NG),phi21,Exponential,++,200,0.5,A,200,200,0.01899335094396906,0.925,0.07259788906929916,0.07412677621521649,0.07257303923302,0.00155373698219649,0,0,1.0009794864437145
16,Normal (NG),phi22,Exponential,++,200,0.5,A,200,200,-0.04771349475979206,0.935,0.079992946526375,0.07399478280652913,0.07768281071653275,-0.00368802791000362,0,0,1.0009794864437145
16,Normal (NG),rho,Exponential,++,200,0.5,A,200,200,-0.10884054670637508,0.785,0.08718873916178745,0.05648126601764514,0.06811982152638506,-0.01163855550873992,0,0,1.0009794864437145
16,Normal (NG),sigma[1],Exponential,++,200,0.5,A,200,200,-0.0033999344077543,0.685,0.0938139532756342,0.05035087306141659,0.09375232410573002,-0.04340145104431343,0,0,1.0009794864437145
16,Normal (NG),sigma[2],Exponential,++,200,0.5,A,200,200,-0.00770537918087336,0.71,0.09802079542002588,0.05015956048076497,0.09771746756058268,-0.0475579070798177,0,0,1.0009794864437145
17,Exponential (EG),mu[1],Exponential,--,200,0.5,A,200,200,0.00238107418964963,0.95,0.06813989274777317,0.06958736290777197,0.06809827802067696,0.00148908488709501,0,0,1.00201597256153
17,Exponential (EG),mu[2],Exponential,--,200,0.5,A,200,200,0.00431568058145782,0.95,0.07343357832696887,0.0693781718071636,0.07330665267915253,-0.00392848087198892,0,0,1.00201597256153
17,Exponential (EG),phi11,Exponential,--,200,0.5,A,200,200,-0.00608330439589407,0.97,0.01103568867032442,0.01171542821239215,0.01076407774259505,9.513504697971058e-4,0,0,1.00201597256153
17,Exponential (EG),phi12,Exponential,--,200,0.5,A,200,200,0.00213152277268476,0.955,0.012090896330662715,0.01156965321493429,0.01208901733746496,-5.193641225306658e-4,0,0,1.00201597256153
17,Exponential (EG),phi21,Exponential,--,200,0.5,A,200,200,-0.01748535313315006,0.97,0.010360980339483199,0.01151247650965563,0.01021237180351596,0.00130010470613967,0,0,1.00201597256153
17,Exponential (EG),phi22,Exponential,--,200,0.5,A,200,200,4.997097601421363e-4,0.96,0.011085381377652435,0.01118742981060466,0.01108357914722958,1.0385066337508658e-4,0,0,1.00201597256153
17,Exponential (EG),rho,Exponential,--,200,0.5,A,200,200,-0.01666956643022124,0.925,0.054896180426390384,0.05093061912255073,0.05425976422879036,-0.00332914510623963,0,0,1.00201597256153
17,Normal (NG),mu[1],Exponential,--,200,0.5,A,200,200,0.00708896874750776,0.94,0.07279350466077147,0.07084658111768338,0.07244750404875669,-0.0016009229310733,0,0,1.0009970314046976
17,Normal (NG),mu[2],Exponential,--,200,0.5,A,200,200,0.00888549914044107,0.935,0.07697199070451581,0.07147946889900646,0.07645740813054866,-0.0049779392315422,0,0,1.0009970314046976
17,Normal (NG),phi11,Exponential,--,200,0.5,A,200,200,-0.05757554913833461,0.94,0.07694971158349248,0.07395382471809975,0.07342252444182065,5.313002762790953e-4,0,0,1.0009970314046976
17,Normal (NG),phi12,Exponential,--,200,0.5,A,200,200,0.06492049524003118,0.95,0.07560411017784342,0.07407735378720236,0.0753248615581959,-0.00124750777099354,0,0,1.0009970314046976
17,Normal (NG),phi21,Exponential,--,200,0.5,A,200,200,-0.02131606862769394,0.945,0.07676310630144792,0.07498913921871812,0.07673350468491576,-0.00174436546619763,0,0,1.0009970314046976
17,Normal (NG),phi22,Exponential,--,200,0.5,A,200,200,-0.04694833294561351,0.95,0.07494941741642439,0.07419866740677887,0.07255860952665694,0.00164005788012193,0,0,1.0009970314046976
17,Normal (NG),rho,Exponential,--,200,0.5,A,200,200,-0.11083175743573728,0.75,0.09552339899488488,0.05634798090566109,0.07780617033026653,-0.02145818942460543,0,0,1.0009970314046976
17,Normal (NG),sigma[1],Exponential,--,200,0.5,A,200,200,-0.01196992593451492,0.71,0.09762583288984562,0.04998402672715639,0.09688923635037222,-0.04690520962321583,0,0,1.0009970314046976
17,Normal (NG),sigma[2],Exponential,--,200,0.5,A,200,200,-0.00413409605779564,0.66,0.09875948861140448,0.05021827942694678,0.09867292354324488,-0.04845464411629809,0,0,1.0009970314046976
18,Exponential (EG),mu[1],Exponential,+-,200,0.5,A,200,200,0.00855495666039795,0.95,0.06826483444558214,0.0702930569215154,0.06772665899349717,0.00256639792801822,0.01,0.01,1.0019145676893104
18,Exponential (EG),mu[2],Exponential,+-,200,0.5,A,200,200,8.590166833942804e-4,0.945,0.07304269516993532,0.06974549778702266,0.07303764377378108,-0.00329214598675842,0.01,0.01,1.0019145676893104
18,Exponential (EG),phi11,Exponential,+-,200,0.5,A,200,200,-0.00668970124500474,0.94,0.011916053929672698,0.01067007396733636,0.01161171842645529,-9.416444591189376e-4,0.01,0.01,1.0019145676893104
18,Exponential (EG),phi12,Exponential,+-,200,0.5,A,200,200,-0.01339909917857353,0.935,0.012770022287472548,0.01066963846247601,0.01269953190612052,-0.0020298934436445,0.01,0.01,1.0019145676893104
18,Exponential (EG),phi21,Exponential,+-,200,0.5,A,200,200,-0.00417301280191694,0.95,0.009604773857802463,0.01044893617243209,0.00959570427332335,8.532318991087452e-4,0.01,0.01,1.0019145676893104
18,Exponential (EG),phi22,Exponential,+-,200,0.5,A,200,200,4.3206139384113426e-4,0.955,0.011410759389605243,0.01059941609819497,0.01140945053540163,-8.100344372066626e-4,0.01,0.01,1.0019145676893104
18,Exponential (EG),rho,Exponential,+-,200,0.5,A,200,200,-1.9764285741238783,0,0.9894489224262412,0.05112153017375463,0.04941348942457931,0.00170804074917532,0.01,0.01,1.0019145676893104
18,Normal (NG),mu[1],Exponential,+-,200,0.5,A,200,200,0.00496748315703204,0.94,0.07114132884811139,0.07176319672433545,0.07096768829093793,7.955084333975265e-4,0,0,1.0009532512300678
18,Normal (NG),mu[2],Exponential,+-,200,0.5,A,200,200,0.00529976498248326,0.93,0.07777832029098765,0.07147701097641943,0.07759754892016825,-0.00612053794374882,0,0,1.0009532512300678
18,Normal (NG),phi11,Exponential,+-,200,0.5,A,200,200,-0.04189778780894773,0.94,0.07314474635125177,0.07137435214558376,0.0711989183840849,1.754337614988527e-4,0,0,1.0009532512300678
18,Normal (NG),phi12,Exponential,+-,200,0.5,A,200,200,0.0065817277226264,0.935,0.07699031064689622,0.07212445181420465,0.07698749731032588,-0.00486304549612122,0,0,1.0009532512300678
