condition_id,model,param,T,tvp_pattern,margin_type,direction,VARset,N_valid,mean_bias,mean_rel_bias,coverage_95,mean_post_sd,emp_sd,sd_bias,RMSE,mean_n_div,prop_div,mean_rhat
6,Const_NG,sigma[2],200,step,normal,++,A,200,-0.0030767534184648402,-0.0030767534184648402,0.98,0.05023795301417221,0.0485999740498637,0.0016379789643085063,0.04857585924980867,NA,NA,1.0012556223483229
6,TVP_NG,mu[1],200,step,normal,++,A,200,0.0044702932985561245,0.0044702932985561245,0.955,0.07034393073476759,0.0728634758310539,-0.0025195450962863103,0.07281843311831682,NA,NA,1.0033236775910659
6,TVP_NG,mu[2],200,step,normal,++,A,200,0.002589780254842239,0.002589780254842239,0.94,0.07018757824780848,0.07223955857328845,-0.0020519803254799712,0.07210525650406928,NA,NA,1.0033236775910659
6,TVP_NG,phi11,200,step,normal,++,A,200,-0.018841714969167058,-0.04710428742291764,0.945,0.07691628595547559,0.0772896234871999,-3.7333753172430484e-4,0.07936515414385893,NA,NA,1.0033236775910659
6,TVP_NG,phi12,200,step,normal,++,A,200,-0.0019464483534600283,-0.019464483534600275,0.965,0.07728795538928937,0.07428517462598101,0.0030027807633083575,0.07412478933905389,NA,NA,1.0033236775910659
6,TVP_NG,phi21,200,step,normal,++,A,200,-0.007337191917386127,-0.07337191917386127,0.945,0.07697656943416328,0.0769780022430254,-1.432808862111834e-6,0.0771350708200436,NA,NA,1.0033236775910659
6,TVP_NG,phi22,200,step,normal,++,A,200,-0.017706436446586503,-0.04426609111646626,0.945,0.07704098508928749,0.07443231836800906,0.0026086667212784215,0.07632815377817993,NA,NA,1.0033236775910659
6,TVP_NG,rho_change,200,step,normal,++,A,200,NA,NA,NA,0.23614275858606418,0.17003039529788583,0.06611236328817835,NA,NA,NA,1.0033236775910659
6,TVP_NG,rho_end,200,step,normal,++,A,200,-0.02014829499965043,-0.028783278570929185,1,0.12107886563007865,0.08096391508440237,0.04011495054567628,0.08323661189319449,NA,NA,1.0033236775910659
6,TVP_NG,rho_mean,200,step,normal,++,A,200,-0.0074826467984020805,-0.013604812360731057,0.95,0.04952400205118008,0.04853378812350543,0.00099021392767464911,0.04898715086406707,NA,NA,1.0033236775910659
6,TVP_NG,rho_range,200,step,normal,++,A,200,0.3632364818123635,0.9080912045309089,0.535,0.22099461441065926,0.18439551786630923,0.036599096544350035,0.4071516181885588,NA,NA,1.0033236775910659
6,TVP_NG,rho_sd,200,step,normal,++,A,200,0.005048737983890424,0.026006310236211548,0.965,0.054979622695493634,0.05262200377581655,0.0023576189196770833,0.0527325294311312,NA,NA,1.0033236775910659
6,TVP_NG,rho_start,200,step,normal,++,A,200,-0.032836485163437915,-0.10945495054479305,0.995,0.2026628686822525,0.15204844170338438,0.050614426978868116,0.15518173133199029,NA,NA,1.0033236775910659
6,TVP_NG,sigma[1],200,step,normal,++,A,200,0.003512452056571063,0.003512452056571063,0.965,0.05016282243730755,0.04881610476086947,0.0013467176764380764,0.048820429566460925,NA,NA,1.0033236775910659
6,TVP_NG,sigma[2],200,step,normal,++,A,200,8.877596854136599e-4,8.877596854136599e-4,0.98,0.04996630865167904,0.049069437461919455,8.968711897595835e-4,0.04895466026461755,NA,NA,1.0033236775910659
6,TVP_NG,sigma_z,200,step,normal,++,A,200,NA,NA,NA,0.024784818946936973,0.014881206393289942,0.009903612553647032,NA,NA,NA,1.0033236775910659
6,TVP_NG,z0,200,step,normal,++,A,200,NA,NA,NA,0.23203129923911067,0.17418251222070408,0.057848787018406594,NA,NA,NA,1.0033236775910659
7,Const_NG,mu[1],100,random_walk,normal,++,A,200,-0.005026515472111961,-0.005026515472111961,0.95,0.10293243960244865,0.10405708832251134,-0.001124648720062696,0.10391825681659365,NA,NA,1.0014312597011326
7,Const_NG,mu[2],100,random_walk,normal,++,A,200,0.011240957085377111,0.011240957085377111,0.945,0.10273909894522193,0.10704880605321816,-0.004309707107996233,0.10737089344523361,NA,NA,1.0014312597011326
7,Const_NG,phi11,100,random_walk,normal,++,A,200,-0.04216469487889136,-0.10541173719722839,0.99,0.11402531327839223,0.09954974090969781,0.014475572368694414,0.10788170213174257,NA,NA,1.0014312597011326
7,Const_NG,phi12,100,random_walk,normal,++,A,200,-5.418665839377545e-4,-0.005418665839377544,0.955,0.11443081086961815,0.10671291812474279,0.00771789274487536,0.10644718070301043,NA,NA,1.0014312597011326
7,Const_NG,phi21,100,random_walk,normal,++,A,200,-0.01050316767075369,-0.1050316767075369,0.975,0.11411885292433294,0.1034574195295982,0.010661433394734743,0.10373156221018091,NA,NA,1.0014312597011326
7,Const_NG,phi22,100,random_walk,normal,++,A,200,-0.03228078837385414,-0.08070197093463535,0.92,0.11393100849315681,0.1153633654807344,-0.0014323569875775988,0.11951657568138342,NA,NA,1.0014312597011326
7,Const_NG,rho,100,random_walk,normal,++,A,200,-0.011787586512392503,0.46049956711759543,0.945,0.07185398341786213,0.3213559873096786,-0.24950200389181648,0.07478759267984762,NA,NA,1.0014312597011326
7,Const_NG,sigma[1],100,random_walk,normal,++,A,200,0.007467708677802536,0.007467708677802536,0.965,0.07261007421330871,0.07020394743680494,0.0024061267765037725,0.07042526490846628,NA,NA,1.0014312597011326
7,Const_NG,sigma[2],100,random_walk,normal,++,A,200,0.006685523351576722,0.006685523351576722,0.955,0.07252130962757,0.07496035291933455,-0.002439043291764545,0.0750710027888712,NA,NA,1.0014312597011326
7,TVP_NG,mu[1],100,random_walk,normal,++,A,200,-0.004577654757101961,-0.004577654757101961,0.955,0.10274295217619678,0.10439744046213736,-0.0016544882859405863,0.10423668437860784,NA,NA,1.0029139375937572
7,TVP_NG,mu[2],100,random_walk,normal,++,A,200,0.010545486959558948,0.010545486959558948,0.955,0.10283420574502916,0.10770505526555156,-0.0048708495205223995,0.10795176853725448,NA,NA,1.0029139375937572
7,TVP_NG,phi11,100,random_walk,normal,++,A,200,-0.043682953457584085,-0.10920738364396021,0.99,0.11409930382958151,0.09975027879461604,0.014349025034965476,0.10866723495048111,NA,NA,1.0029139375937572
7,TVP_NG,phi12,100,random_walk,normal,++,A,200,1.0526517510477809e-4,0.0010526517510477818,0.95,0.11443248932319339,0.10719925124861308,0.007233238074580303,0.10693096909538906,NA,NA,1.0029139375937572
7,TVP_NG,phi21,100,random_walk,normal,++,A,200,-0.009524193107373147,-0.09524193107373147,0.975,0.1140224479971497,0.10264249579148799,0.011379952205661709,0.10282759739943667,NA,NA,1.0029139375937572
7,TVP_NG,phi22,100,random_walk,normal,++,A,200,-0.03335303566871597,-0.08338258917178991,0.925,0.11370925643474593,0.1145566162972688,-8.473598625228784e-4,0.11903792351226106,NA,NA,1.0029139375937572
7,TVP_NG,rho_change,100,random_walk,normal,++,A,200,NA,NA,NA,0.23317561146365676,0.2649571108964444,-0.03178149943278766,NA,NA,NA,1.0029139375937572
7,TVP_NG,rho_end,100,random_walk,normal,++,A,200,0.011443109249581048,0.4623624668607131,0.95,0.16079258590573953,0.3731380046109612,-0.21234541870522167,0.1529953205468383,NA,NA,1.0029139375937572
7,TVP_NG,rho_mean,100,random_walk,normal,++,A,200,-0.005801528089264689,0.5815312689061739,0.965,0.07219994164396426,0.322103718515354,-0.24990377687138976,0.07286993031576161,NA,NA,1.0029139375937572
7,TVP_NG,rho_range,100,random_walk,normal,++,A,200,0.015122320723980686,0.07126188047700843,0.99,0.2611707133525554,0.26521332976828355,-0.004042616415728173,0.19264994819678338,NA,NA,1.0029139375937572
7,TVP_NG,rho_sd,100,random_walk,normal,++,A,200,0.004421922842697393,0.07648432664822448,0.99,0.06621102039007257,0.07522514244355848,-0.00901412205348591,0.0521156208711155,NA,NA,1.0029139375937572
7,TVP_NG,rho_start,100,random_walk,normal,++,A,200,-0.04561649921389055,-0.5945129314362894,0.97,0.17222438763531595,0.3006133327695616,-0.12838894513424565,0.15806961769398176,NA,NA,1.0029139375937572
7,TVP_NG,sigma[1],100,random_walk,normal,++,A,200,0.012434281890031538,0.012434281890031538,0.975,0.0730607238021349,0.07018923081003708,0.00287149299209781,0.07110911929715416,NA,NA,1.0029139375937572
7,TVP_NG,sigma[2],100,random_walk,normal,++,A,200,0.011769889441110851,0.011769889441110851,0.95,0.0729200448024316,0.07506714597234444,-0.002147101169912846,0.07579862346947387,NA,NA,1.0029139375937572
7,TVP_NG,sigma_z,100,random_walk,normal,++,A,200,NA,NA,NA,0.03674542018939725,0.023617148095165377,0.013128272094231872,NA,NA,NA,1.0029139375937572
7,TVP_NG,z0,100,random_walk,normal,++,A,200,NA,NA,NA,0.23914413185953312,0.4189144108516475,-0.17977027899211437,NA,NA,NA,1.0029139375937572
8,Const_NG,mu[1],200,random_walk,normal,++,A,200,-0.009376446885760115,-0.009376446885760115,0.95,0.07157551530468609,0.07254218246350588,-9.66667158819795e-4,0.07296556826056533,NA,NA,1.0013227545222279
8,Const_NG,mu[2],200,random_walk,normal,++,A,200,-0.007555040765509859,-0.007555040765509859,0.95,0.07203316712884499,0.071946635217311,8.653191153398798e-5,0.07216311639934812,NA,NA,1.0013227545222279
8,Const_NG,phi11,200,random_walk,normal,++,A,200,-0.00943242834664096,-0.0235810708666024,0.96,0.08384998939469744,0.08295102989107535,8.989595036220932e-4,0.08327928732706977,NA,NA,1.0013227545222279
8,Const_NG,phi12,200,random_walk,normal,++,A,200,-0.00916085675333284,-0.0916085675333284,0.96,0.0839096748359841,0.08587130012468076,-0.0019616252886966584,0.08614483200188254,NA,NA,1.0013227545222279
8,Const_NG,phi21,200,random_walk,normal,++,A,200,0.0059737244051819485,0.05973724405181948,0.965,0.0841660114150811,0.08562127266259432,-0.0014552612475132315,0.08561561016525886,NA,NA,1.0013227545222279
8,Const_NG,phi22,200,random_walk,normal,++,A,200,-0.028339038360436886,-0.07084759590109221,0.95,0.0839998423388592,0.08514145325014995,-0.0011416109112907524,0.08953168613085562,NA,NA,1.0013227545222279
8,Const_NG,rho,200,random_walk,normal,++,A,200,-0.0041017668361932645,-0.04385369662619033,0.945,0.049527425616750026,0.3525738964964813,-0.30304647087973124,0.056645376768019694,NA,NA,1.0013227545222279
8,Const_NG,sigma[1],200,random_walk,normal,++,A,200,0.0018395080815591714,0.0018395080815591714,0.97,0.050502811447283524,0.048363151833487564,0.0021396596137959606,0.04827715063023861,NA,NA,1.0013227545222279
8,Const_NG,sigma[2],200,random_walk,normal,++,A,200,0.007134453784493459,0.007134453784493459,0.945,0.050831125066402506,0.0488282819426299,0.0020028431237726074,0.04922581175241994,NA,NA,1.0013227545222279
8,TVP_NG,mu[1],200,random_walk,normal,++,A,200,-0.01126133686763606,-0.01126133686763606,0.945,0.07021386674572952,0.06943120220613459,7.826645395949267e-4,0.07016698717086678,NA,NA,1.0033498990384198
8,TVP_NG,mu[2],200,random_walk,normal,++,A,200,-0.007096592512038156,-0.007096592512038156,0.96,0.07048712687313947,0.07062177278116424,-1.3464590802476917e-4,0.07080154830286224,NA,NA,1.0033498990384198
8,TVP_NG,phi11,200,random_walk,normal,++,A,200,-0.011038345391402455,-0.027595863478506136,0.965,0.08283267866882477,0.08235838597066979,4.7429269815497943e-4,0.08289049577590452,NA,NA,1.0033498990384198
8,TVP_NG,phi12,200,random_walk,normal,++,A,200,-0.009142082336726236,-0.09142082336726236,0.965,0.08266851100399626,0.08474840646332069,-0.002079895459324424,0.08502916326492538,NA,NA,1.0033498990384198
8,TVP_NG,phi21,200,random_walk,normal,++,A,200,0.007070420270387022,0.0707042027038702,0.945,0.08313748283532822,0.08416066731630692,-0.0010231844809786977,0.08424721761761844,NA,NA,1.0033498990384198
8,TVP_NG,phi22,200,random_walk,normal,++,A,200,-0.027825040302342573,-0.06956260075585642,0.955,0.08281690493653898,0.0843326652185839,-0.00151576028204492,0.08860401400942504,NA,NA,1.0033498990384198
8,TVP_NG,rho_change,200,random_walk,normal,++,A,200,NA,NA,NA,0.2209738253091719,0.46151774848066573,-0.24054392317149384,NA,NA,NA,1.0033498990384198
8,TVP_NG,rho_end,200,random_walk,normal,++,A,200,0.02655789481144573,1.1883664609712856,0.92,0.1361199509132222,0.4817503330492063,-0.34563038213598407,0.1582069808435103,NA,NA,1.0033498990384198
8,TVP_NG,rho_mean,200,random_walk,normal,++,A,200,4.955560031815072e-4,-0.0544653983065204,0.945,0.04831844629785226,0.35215187249854535,-0.3038334262006931,0.053675395114403036,NA,NA,1.0033498990384198
8,TVP_NG,rho_range,200,random_walk,normal,++,A,200,-0.026556758072630502,-0.019188869590350138,0.975,0.21398688599106525,0.35498363548126854,-0.1409967494902033,0.20603371850317245,NA,NA,1.0033498990384198
8,TVP_NG,rho_sd,200,random_walk,normal,++,A,200,-0.00928279283068132,-0.0354644972396039,0.965,0.05166776462200826,0.11057102064268698,-0.05890325602067872,0.050848648734982946,NA,NA,1.0033498990384198
8,TVP_NG,rho_start,200,random_walk,normal,++,A,200,-0.06365083272261993,-0.1396824672474676,0.95,0.16464374350987462,0.28740984881492176,-0.12276610530504714,0.1786824075566029,NA,NA,1.0033498990384198
8,TVP_NG,sigma[1],200,random_walk,normal,++,A,200,0.0050413500686763875,0.0050413500686763875,0.96,0.05026366865102915,0.048061399527286656,0.002202269123742495,0.048205433764398446,NA,NA,1.0033498990384198
8,TVP_NG,sigma[2],200,random_walk,normal,++,A,200,0.009128284923014781,0.009128284923014781,0.94,0.05040886369035423,0.04802425714895569,0.0023846065413985415,0.04876600469559932,NA,NA,1.0033498990384198
8,TVP_NG,sigma_z,200,random_walk,normal,++,A,200,NA,NA,NA,0.02494778197553726,0.019472032626083578,0.005475749349453683,NA,NA,NA,1.0033498990384198
8,TVP_NG,z0,200,random_walk,normal,++,A,200,NA,NA,NA,0.22515416906129276,0.39738076313455434,-0.17222659407326157,NA,NA,NA,1.0033498990384198
9,Const_EG,mu[1],100,constant,exponential,++,A,200,-0.009468526875110793,-0.009468526875110793,0.965,0.10027681559508758,0.09240934844241785,0.007867467152669727,0.09266306298811372,NA,NA,1.0017893565102451
9,Const_EG,mu[2],100,constant,exponential,++,A,200,-0.010160393647279319,-0.010160393647279319,0.96,0.10012137251458436,0.09651851768111243,0.003602854833471933,0.09681156301367151,NA,NA,1.0017893565102451
9,Const_EG,phi11,100,constant,exponential,++,A,200,-0.0047669804883718825,-0.011917451220929708,0.965,0.02469419150674121,0.024065773437621583,6.284180691196253e-4,0.024474267034411797,NA,NA,1.0017893565102451
9,Const_EG,phi12,100,constant,exponential,++,A,200,0.003997899959639751,0.039978999596397516,0.96,0.024353273869509726,0.024137402266078137,2.1587160343158884e-4,0.024406645023455992,NA,NA,1.0017893565102451
9,Const_EG,phi21,100,constant,exponential,++,A,200,4.4849766100056625e-4,0.004484976610005663,0.97,0.024393330366371653,0.027146412157841943,-0.0027530817914702896,0.027082175036915606,NA,NA,1.0017893565102451
9,Const_EG,phi22,100,constant,exponential,++,A,200,-0.00279322901921554,-0.00698307254803885,0.95,0.02485680725312833,0.028299500829411083,-0.0034426935762827543,0.028366521937164896,NA,NA,1.0017893565102451
9,Const_EG,rho,100,constant,exponential,++,A,200,0.020384304708406076,0.04076860941681215,0.935,0.07674717095289196,0.07338152798921677,0.0033656429636751972,0.0759831842266905,NA,NA,1.0017893565102451
9,Const_EG,sigma_exp[1],100,constant,exponential,++,A,200,0.025657066989030496,0.025657066989030496,0.975,0.10329301443917045,0.09540131956534675,0.007891694873823699,0.09856058949912468,NA,NA,1.0017893565102451
9,Const_EG,sigma_exp[2],100,constant,exponential,++,A,200,0.025536065697088446,0.025536065697088446,0.945,0.10312311661896685,0.0998919215276276,0.003231195091339248,0.102862017566424,NA,NA,1.0017893565102451
9,Const_NG,mu[1],100,constant,exponential,++,A,200,-0.012989240562175859,-0.012989240562175859,0.92,0.10112639200760527,0.10765295521401322,-0.006526563206407945,0.10816623014074614,NA,NA,1.001195169360515
9,Const_NG,mu[2],100,constant,exponential,++,A,200,-0.010845289756773365,-0.010845289756773365,0.915,0.10149264279404148,0.11275546080177205,-0.011262818007730574,0.11299489050760317,NA,NA,1.001195169360515
9,Const_NG,phi11,100,constant,exponential,++,A,200,-0.04405250448759638,-0.11013126121899094,0.945,0.10498724986498198,0.0982214324743973,0.006765817390584683,0.10742362728918473,NA,NA,1.001195169360515
9,Const_NG,phi12,100,constant,exponential,++,A,200,-0.0040842656972638804,-0.040842656972638794,0.975,0.10538616780654614,0.09588386112051665,0.009502306686029485,0.09573101626718207,NA,NA,1.001195169360515
9,Const_NG,phi21,100,constant,exponential,++,A,200,-0.0026090785706696417,-0.026090785706696408,0.97,0.10661292189052501,0.09915032723101544,0.007462594659509575,0.0989365490809907,NA,NA,1.001195169360515
9,Const_NG,phi22,100,constant,exponential,++,A,200,-0.040073565219127825,-0.10018391304781955,0.955,0.1045826792880812,0.09070329582294313,0.013879383465138062,0.09895374203712713,NA,NA,1.001195169360515
9,Const_NG,rho,100,constant,exponential,++,A,200,-0.07469684588512955,-0.1493936917702591,0.785,0.08085591574442251,0.10479464237262776,-0.023938726628205245,0.12847811591801817,NA,NA,1.001195169360515
9,Const_NG,sigma[1],100,constant,exponential,++,A,200,-0.015763960004738748,-0.015763960004738748,0.66,0.07107582603867256,0.1373385721664971,-0.06626274612782455,0.1378987905049913,NA,NA,1.001195169360515
9,Const_NG,sigma[2],100,constant,exponential,++,A,200,-0.012220526359711374,-0.012220526359711374,0.7,0.07124774127747405,0.1371870011174912,-0.06593925984001714,0.13738818425811178,NA,NA,1.001195169360515
9,TVP_EG,mu[1],100,constant,exponential,++,A,200,-0.0049499601279265875,-0.0049499601279265875,0.965,0.1006453445535434,0.09344097909402903,0.007204365459514375,0.09333843043703156,NA,NA,1.0025098333730986
9,TVP_EG,mu[2],100,constant,exponential,++,A,200,-0.005415914755637436,-0.005415914755637436,0.97,0.10055169684640994,0.09699519699125134,0.0035564998551586013,0.0969038700507628,NA,NA,1.0025098333730986
9,TVP_EG,phi11,100,constant,exponential,++,A,200,-0.0047682095054246846,-0.011920523763561711,0.96,0.024960060371321684,0.023964203144002487,9.958572273191975e-4,0.024375139775045514,NA,NA,1.0025098333730986
9,TVP_EG,phi12,100,constant,exponential,++,A,200,0.004026795713913364,0.040267957139133635,0.96,0.02454307197730767,0.023837277448995737,7.057945283119316e-4,0.024116173015656727,NA,NA,1.0025098333730986
9,TVP_EG,phi21,100,constant,exponential,++,A,200,2.104472712967197e-4,0.0021044727129671983,0.975,0.024701953327169547,0.0271192062379793,-0.002417252910809752,0.027052141843062285,NA,NA,1.0025098333730986
9,TVP_EG,phi22,100,constant,exponential,++,A,200,-0.002735677712236074,-0.006839194280590185,0.94,0.0251520072179597,0.027965951024175595,-0.0028139438062158954,0.028029767697010623,NA,NA,1.0025098333730986
9,TVP_EG,rho_change,100,constant,exponential,++,A,200,NA,NA,NA,0.22658116222305433,0.13743584887293425,0.08914531335012008,NA,NA,NA,1.0025098333730986
9,TVP_EG,rho_end,100,constant,exponential,++,A,200,0.019320383087851355,0.03864076617570271,0.985,0.1626343381720477,0.11050230724002136,0.05213203093202634,0.11190613615214569,NA,NA,1.0025098333730986
9,TVP_EG,rho_mean,100,constant,exponential,++,A,200,0.02552330178820727,0.05104660357641454,0.93,0.07708210633831424,0.07326109627551534,0.0038210100627988908,0.07740666134464644,NA,NA,1.0025098333730986
9,TVP_EG,rho_range,100,constant,exponential,++,A,200,0.39805997649742886,0.39805997649742886,0,0.2747604321845526,0.11745285536436859,0.157307576820184,0.41494330004979074,NA,NA,1.0025098333730986
9,TVP_EG,rho_sd,100,constant,exponential,++,A,200,0.09805164219049937,0.09805164219049937,0,0.0677074188815043,0.03088117907716387,0.03682623980434044,0.10277647357904242,NA,NA,1.0025098333730986
9,TVP_EG,rho_start,100,constant,exponential,++,A,200,-0.0041187729567862714,-0.008237545913572543,1,0.1707124460392011,0.11176200020487344,0.05895044583432767,0.11155830429427795,NA,NA,1.0025098333730986
9,TVP_EG,sigma_exp[1],100,constant,exponential,++,A,200,0.03139122745250145,0.03139122745250145,0.965,0.10371892565524858,0.09650008766041109,0.007218837994837496,0.10124778883930932,NA,NA,1.0025098333730986
9,TVP_EG,sigma_exp[2],100,constant,exponential,++,A,200,0.03182507814400827,0.03182507814400827,0.95,0.10369289510534924,0.10056162841100545,0.0031312666943437845,0.10523741493405284,NA,NA,1.0025098333730986
9,TVP_EG,sigma_z,100,constant,exponential,++,A,200,NA,NA,NA,0.036828095540096036,0.012841517235257638,0.0239865783048384,NA,NA,NA,1.0025098333730986
9,TVP_EG,z0,100,constant,exponential,++,A,200,NA,NA,NA,0.23135890516065877,0.15437283003605365,0.07698607512460512,NA,NA,NA,1.0025098333730986
9,TVP_NG,mu[1],100,constant,exponential,++,A,200,-0.006856109959223366,-0.006856109959223366,0.915,0.10155460850380728,0.11137706486175704,-0.00982245635794976,0.11130962477749576,NA,NA,1.003794931505093
9,TVP_NG,mu[2],100,constant,exponential,++,A,200,-0.0067834187827253934,-0.0067834187827253934,0.91,0.101686610871421,0.11455724660309242,-0.012870635731671423,0.11447165896376776,NA,NA,1.003794931505093
9,TVP_NG,phi11,100,constant,exponential,++,A,200,-0.046231790982115696,-0.11557947745528922,0.945,0.10513186068986481,0.09725733165370873,0.007874529036156083,0.10746660930266447,NA,NA,1.003794931505093
9,TVP_NG,phi12,100,constant,exponential,++,A,200,-0.0037545805325662355,-0.03754580532566236,0.97,0.10545531578450994,0.09616997221677677,0.009285343567733167,0.096002693261024,NA,NA,1.003794931505093
9,TVP_NG,phi21,100,constant,exponential,++,A,200,-0.0028607024786738546,-0.028607024786738548,0.97,0.10680440325057909,0.09835932534289514,0.008445077907683951,0.09815481504323381,NA,NA,1.003794931505093
9,TVP_NG,phi22,100,constant,exponential,++,A,200,-0.042566990480751056,-0.10641747620187764,0.96,0.10474682312654514,0.09063791254509387,0.014108910581451264,0.09993049441070417,NA,NA,1.003794931505093
9,TVP_NG,rho_change,100,constant,exponential,++,A,200,NA,NA,NA,0.2956501223236827,0.22248386762682823,0.07316625469685448,NA,NA,NA,1.003794931505093
9,TVP_NG,rho_end,100,constant,exponential,++,A,200,-0.0460168093111459,-0.0920336186222918,0.96,0.20569244323296015,0.17426449881640918,0.031427944416550974,0.1798160774490812,NA,NA,1.003794931505093
9,TVP_NG,rho_mean,100,constant,exponential,++,A,200,-0.04551198537917875,-0.0910239707583575,0.855,0.08357931085176024,0.10398172159092212,-0.02040241073916188,0.1132672867426494,NA,NA,1.003794931505093
9,TVP_NG,rho_range,100,constant,exponential,++,A,200,0.6219071843215088,0.6219071843215088,0,0.32416435055929665,0.20876636579260457,0.11539798476669208,0.6558460371303065,NA,NA,1.003794931505093
9,TVP_NG,rho_sd,100,constant,exponential,++,A,200,0.15414608412856395,0.15414608412856395,0,0.08096367259467778,0.054257696483809376,0.026705976110868404,0.16337133589391026,NA,NA,1.003794931505093
9,TVP_NG,rho_start,100,constant,exponential,++,A,200,-0.08876136706111885,-0.1775227341222377,0.96,0.21694332029435726,0.1676478493561115,0.04929547093824577,0.18932472809783588,NA,NA,1.003794931505093
9,TVP_NG,sigma[1],100,constant,exponential,++,A,200,-0.00558663206044278,-0.00558663206044278,0.68,0.07308407279679557,0.14082680352365004,-0.06774273072685447,0.14058534100507797,NA,NA,1.003794931505093
9,TVP_NG,sigma[2],100,constant,exponential,++,A,200,-0.0021500770669087782,-0.0021500770669087782,0.71,0.07325532001159021,0.13928998035585158,-0.06603466034426136,0.13895795394934937,NA,NA,1.003794931505093
9,TVP_NG,sigma_z,100,constant,exponential,++,A,200,NA,NA,NA,0.049254047224935156,0.03483386948777992,0.014420177737155239,NA,NA,NA,1.003794931505093
9,TVP_NG,z0,100,constant,exponential,++,A,200,NA,NA,NA,0.2898832745188188,0.24258581714514324,0.04729745737367555,NA,NA,NA,1.003794931505093
10,Const_EG,mu[1],200,constant,exponential,++,A,200,-6.022155439091351e-5,-6.022155439091351e-5,0.97,0.07107799437907486,0.06613350970054145,0.004944484678533409,0.06596799622863093,NA,NA,1.0017999280952283
10,Const_EG,mu[2],200,constant,exponential,++,A,200,8.6171553234373e-4,8.6171553234373e-4,0.945,0.0710131767398067,0.07121317503222797,-1.9999829242127454e-4,0.07104014548365288,NA,NA,1.0017999280952283
10,Const_EG,phi11,200,constant,exponential,++,A,200,-6.308682585986705e-4,-0.0015771706464966762,0.955,0.012257759077777843,0.01275628334083114,-4.985242630532963e-4,0.0127399821667032,NA,NA,1.0017999280952283
10,Const_EG,phi12,200,constant,exponential,++,A,200,4.4139564118935576e-4,0.004413956411893558,0.965,0.011831182733062563,0.011280372102415977,5.508106306465858e-4,0.011260789977047827,NA,NA,1.0017999280952283
10,Const_EG,phi21,200,constant,exponential,++,A,200,-8.637165717583231e-4,-0.008637165717583231,0.935,0.012138127198438329,0.012809879459872624,-6.717522614342955e-4,0.012806972828655262,NA,NA,1.0017999280952283
10,Const_EG,phi22,200,constant,exponential,++,A,200,-3.4119472724188803e-4,-8.529868181047201e-4,0.94,0.011946824561820047,0.011919002086988999,2.7822474831048008e-5,0.011894062028499663,NA,NA,1.0017999280952283
10,Const_EG,rho,200,constant,exponential,++,A,200,0.020091064492401167,0.040182128984802334,0.915,0.05174048448724833,0.04984498127689234,0.0018955032103559893,0.05362602372112911,NA,NA,1.0017999280952283
10,Const_EG,sigma_exp[1],200,constant,exponential,++,A,200,0.020599968403386678,0.020599968403386678,0.96,0.07226828535356494,0.0688154266877087,0.0034528586658562482,0.07166759263210173,NA,NA,1.0017999280952283
10,Const_EG,sigma_exp[2],200,constant,exponential,++,A,200,0.02163819602897593,0.02163819602897593,0.93,0.07224511111444361,0.07230023504407343,-5.512392962982171e-5,0.07529541084873309,NA,NA,1.0017999280952283
10,Const_NG,mu[1],200,constant,exponential,++,A,200,-5.775008656138657e-4,-5.775008656138657e-4,0.94,0.07138202552219249,0.06927299915299746,0.0021090263691950217,0.06910201282772244,NA,NA,1.001278742307751
10,Const_NG,mu[2],200,constant,exponential,++,A,200,8.723190635469989e-4,8.723190635469989e-4,0.93,0.07143962233544224,0.07480212917423736,-0.003362506838795118,0.07461998845418646,NA,NA,1.001278742307751
10,Const_NG,phi11,200,constant,exponential,++,A,200,-0.014344636518694324,-0.03586159129673581,0.96,0.0737286255731699,0.07367757561989034,5.104995327956385e-5,0.07487998277465077,NA,NA,1.001278742307751
10,Const_NG,phi12,200,constant,exponential,++,A,200,0.0018009888402119036,0.018009888402119038,0.96,0.07410945172137327,0.07801598096094545,-0.0039065292395721735,0.07784153377005541,NA,NA,1.001278742307751
10,Const_NG,phi21,200,constant,exponential,++,A,200,-0.003104141227328581,-0.031041412273285805,0.935,0.0742634081521001,0.0775151683657672,-0.003251760213667104,0.07738342208056305,NA,NA,1.001278742307751
10,Const_NG,phi22,200,constant,exponential,++,A,200,-0.015276984302119425,-0.03819246075529856,0.98,0.07378136404307663,0.06745964690496041,0.006321717138116217,0.06900316072548002,NA,NA,1.001278742307751
10,Const_NG,rho,200,constant,exponential,++,A,200,-0.05996617703717536,-0.11993235407435072,0.705,0.05671389132589232,0.07593600769249993,-0.01922211636660761,0.09660946261318241,NA,NA,1.001278742307751
10,Const_NG,sigma[1],200,constant,exponential,++,A,200,-0.003659819184306146,-0.003659819184306146,0.69,0.0502780021066203,0.10293324073061458,-0.05265523862399428,0.10274079065070471,NA,NA,1.001278742307751
10,Const_NG,sigma[2],200,constant,exponential,++,A,200,-0.002291436935626411,-0.002291436935626411,0.695,0.05048038448909628,0.09890052016509718,-0.0484201356760009,0.09867956732633211,NA,NA,1.001278742307751
10,TVP_EG,mu[1],200,constant,exponential,++,A,200,0.002043600817125854,0.002043600817125854,0.97,0.07132250452743921,0.06709655214675869,0.00422595238068052,0.06695979299350135,NA,NA,1.0029265611630709
