condition_id,Model,param,mcmc_status,skew_level,direction,T,rho,VARset,N_valid,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias
93,SG,omega[1],Problematic,extremeCHI,++,100,0.5,B,200,NA,NA,NA,0.09918179000675739,0.21894868988369467,-0.11976689987693728
93,SG,omega[2],Problematic,extremeCHI,++,100,0.5,B,200,NA,NA,NA,0.09892464857004744,0.1987823270570487,-0.09985767848700126
93,SG,alpha[1],Problematic,extremeCHI,++,100,0.5,B,200,NA,NA,NA,168.17052652938153,38.384663095272714,129.78586343410882
93,SG,alpha[2],Problematic,extremeCHI,++,100,0.5,B,200,NA,NA,NA,162.13772312777334,39.422521562876156,122.71520156489719
93,SG,mu[1],Problematic,extremeCHI,++,100,0.5,B,200,0.30500435555359956,0.15,0.3502001515716256,0.07944617996952662,0.17208279767054863,-0.09263661770102201
93,SG,mu[2],Problematic,extremeCHI,++,100,0.5,B,200,0.30310206330398387,0.105,0.34083946931582293,0.07930628281524262,0.1558867635957574,-0.07658048078051478
93,SG,phi11,Problematic,extremeCHI,++,100,0.5,B,200,-0.008032587826782917,1,0.009944489251605047,0.01937145978095328,0.008909254747104637,0.010462205033848641
93,SG,phi12,Problematic,extremeCHI,++,100,0.5,B,200,-0.059902918185879714,1,0.014166326900575182,0.024776182438248112,0.012837492815270359,0.011938689622977753
93,SG,phi21,Problematic,extremeCHI,++,100,0.5,B,200,-0.025606138642256634,1,0.009093622391688124,0.01915949865405967,0.008725664722010982,0.01043383393204869
93,SG,phi22,Problematic,extremeCHI,++,100,0.5,B,200,-0.037003077131348046,1,0.014026309865659873,0.02460678195516069,0.010543274449772554,0.014063507505388137
93,SG,rho,Problematic,extremeCHI,++,100,0.5,B,200,-0.17840822583272872,0.65,0.11192893059535783,0.05843667991708462,0.06760703915292361,-0.00917035923583899
94,NG,sigma[1],Clean,moderateSN,--,100,0.5,B,200,0.00617666959197988,0.935,0.08222556770646007,0.07244497981101414,0.08199324812081273,-0.009548268309798588
94,NG,sigma[2],Clean,moderateSN,--,100,0.5,B,200,0.001495257336330554,0.92,0.0799570224603516,0.07221947676375015,0.07994304001114369,-0.007723563247393539
94,NG,mu[1],Clean,moderateSN,--,100,0.5,B,200,0.004384157436609288,0.94,0.11447576125366686,0.10345748984412734,0.11439177889244295,-0.010934289048315615
94,NG,mu[2],Clean,moderateSN,--,100,0.5,B,200,0.015213497341514781,0.925,0.11005380759755629,0.10291227022782976,0.10899720209876793,-0.0060849318709381706
94,NG,phi11,Clean,moderateSN,--,100,0.5,B,200,-0.06645419897596692,0.98,0.09483573421781202,0.09597849444437369,0.08750958755911502,0.00846890688525867
94,NG,phi12,Clean,moderateSN,--,100,0.5,B,200,-0.0636206066633139,0.97,0.10283278380138193,0.11195913167350864,0.10263579106929355,0.009323340604215094
94,NG,phi21,Clean,moderateSN,--,100,0.5,B,200,0.024692157240182273,0.97,0.08728986924665877,0.09581185990835432,0.08725493823736881,0.008556921670985512
94,NG,phi22,Clean,moderateSN,--,100,0.5,B,200,-0.15015613299714914,0.965,0.10726738925710631,0.11090027109030769,0.1004843957077141,0.010415875382593587
94,NG,rho,Clean,moderateSN,--,100,0.5,B,200,-0.06885012952158602,0.945,0.08261386126968434,0.07811027186013955,0.07509970033296975,0.0030105715271697975
94,SG,omega[1],Clean,moderateSN,--,100,0.5,B,189,-0.158620510279226,0.7513227513227513,0.3244811580368005,0.18838296540038493,0.20619617615619867,-0.01781321075581374
94,SG,omega[1],Problematic,moderateSN,--,100,0.5,B,11,-0.08871651331920315,0.9090909090909091,0.2533878725586727,0.1837584367980431,0.21111497569403256,-0.027356538895989463
94,SG,omega[2],Clean,moderateSN,--,100,0.5,B,189,-0.16314931937514884,0.7354497354497355,0.3287818527508755,0.1882640419350945,0.2041832319179732,-0.015919189982878695
