Model,param,skew_level,direction,T,rho,VARset,N_valid,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias,mean_bias
SG,phi11,moderateSN,+-,50,0.3,B,200,-0.13633909310939213,0.915,0.14380937377064282,0.12261352098284031,0.1227116971627492,-9.817617990888483e-5,-0.07498650121016567
SG,phi12,moderateSN,+-,50,0.3,B,200,0.048473025724766985,0.95,0.13327756315945846,0.1415708677476888,0.13318938583646334,0.008381481911225452,0.0048473025724767
SG,phi21,moderateSN,+-,50,0.3,B,200,-0.24302426909545943,0.96,0.11545463203497226,0.1222304959243642,0.11286790555617225,0.009362590368191953,-0.024302426909545947
SG,phi22,moderateSN,+-,50,0.3,B,200,-0.20393178690933642,0.93,0.13422641216279088,0.14043611467829767,0.12416710057456132,0.01626901410373635,-0.050982946727334104
SG,rho,moderateSN,+-,50,0.3,B,200,-0.1810862712428086,0.945,0.1273483215807052,0.12735507694625572,0.11517939756087693,0.012175679385378793,-0.054325881372842576
SG,omega[1],moderateSN,+-,50,0.5,B,200,-0.25958869996806055,0.59,0.45096133892150425,0.20234722765017613,0.18774607471421498,0.014601152935961148,-0.4100213904557666
SG,omega[2],moderateSN,+-,50,0.5,B,200,-0.26082506118231746,0.56,0.4613951721950878,0.20028008469467612,0.20775644499491364,-0.007476360300237517,-0.4119742279415184
SG,alpha[1],moderateSN,+-,50,0.5,B,200,-0.6375726008839909,0.545,3.2239210763362185,2.6139099212716594,1.9722286794581536,0.6416812418135058,-2.5502904035359637
SG,alpha[2],moderateSN,+-,50,0.5,B,200,0.6201293305189346,0.535,3.1753025188107378,2.6271713676357265,1.9823168013332337,0.6448545663024927,2.4805173220757384
SG,mu[1],moderateSN,+-,50,0.5,B,200,-0.01842053573453739,0.905,0.17181185168808472,0.14467613140009122,0.17082153331398547,-0.02614540191389425,-0.01842053573453739
SG,mu[2],moderateSN,+-,50,0.5,B,200,0.0037807269091814167,0.92,0.15827763859422633,0.14334871756898782,0.15823247764919413,-0.01488376008020631,0.0037807269091814167
SG,phi11,moderateSN,+-,50,0.5,B,200,-0.17187847735516465,0.925,0.15616554157630078,0.12970049371227732,0.12430268522841953,0.005397808483857791,-0.09453316254534055
SG,phi12,moderateSN,+-,50,0.5,B,200,0.187214860781904,0.97,0.12465733073664735,0.14712355331277308,0.12324348285167053,0.02388007046110255,0.0187214860781904
SG,phi21,moderateSN,+-,50,0.5,B,200,-0.16114253400841524,0.96,0.13288707162823776,0.12863987984796604,0.13190642381348172,-0.003266543965515678,-0.016114253400841525
SG,phi22,moderateSN,+-,50,0.5,B,200,-0.1943792676149424,0.965,0.13938812112017399,0.14588286022933455,0.1306429947586349,0.015239865470699665,-0.0485948169037356
SG,rho,moderateSN,+-,50,0.5,B,200,-0.17647918722166925,0.92,0.1335666378358521,0.11487789905636892,0.10026874319631433,0.014609155860054582,-0.08823959361083462
SG,omega[1],moderateSN,--,50,0.3,A,200,-0.2608822138618743,0.56,0.4554621836757832,0.1971694442208134,0.19403259498448736,0.003136849236326039,-0.41206450082759954
SG,omega[2],moderateSN,--,50,0.3,A,200,-0.2775436312605443,0.46,0.4713885167217178,0.19067006404808512,0.17328874833176,0.01738131571632512,-0.43838127628665113
SG,alpha[1],moderateSN,--,50,0.3,A,200,0.6827554733133886,0.48,3.3799048789868693,2.5465862230690917,1.991300180678196,0.5552860423908956,2.7310218932535544
SG,alpha[2],moderateSN,--,50,0.3,A,200,0.7692600207694159,0.38,3.340605060682551,1.8935639393216745,1.300563915611715,0.5930000237099595,3.0770400830776636
SG,mu[1],moderateSN,--,50,0.3,A,200,-0.01589798324990958,0.935,0.1650821224109168,0.14684670070452682,0.16431482364132127,-0.01746812293679445,-0.01589798324990958
SG,mu[2],moderateSN,--,50,0.3,A,200,-0.012843612300882571,0.935,0.160615997416747,0.14652108211287992,0.16010165598531795,-0.013580573872438023,-0.012843612300882571
SG,phi11,moderateSN,--,50,0.3,A,200,-0.17106100637769872,0.96,0.1311219820717392,0.13575967992538202,0.11185291823617889,0.023906761689203124,-0.0684244025510795
SG,phi12,moderateSN,--,50,0.3,A,200,-0.017419183632220083,0.97,0.13705115711837915,0.13755512907004383,0.1370400867917943,5.150422782495279e-4,-0.0017419183632220085
SG,phi21,moderateSN,--,50,0.3,A,200,-0.053785593005752724,0.935,0.14294606990841272,0.13613407428381913,0.1428448459067075,-0.006710771622888384,-0.005378559300575273
SG,phi22,moderateSN,--,50,0.3,A,200,-0.2197843905397502,0.915,0.15918461978343204,0.13697763069096883,0.13270612134942045,0.00427150934154838,-0.0879137562159001
SG,rho,moderateSN,--,50,0.3,A,200,-0.1518669544612078,0.945,0.1355524384268242,0.12651434105899495,0.127666526921895,-0.001152185862900057,-0.04556008633836233
SG,omega[1],moderateSN,--,50,0.5,A,200,-0.26737293806589113,0.53,0.45923404610697216,0.19430240243698046,0.18040115513840396,0.013901247298576502,-0.42231662568327827
SG,omega[2],moderateSN,--,50,0.5,A,200,-0.27337134999405843,0.495,0.46926586647852125,0.19083703448935202,0.18375762218637745,0.007079412302974569,-0.4317911413290526
SG,alpha[1],moderateSN,--,50,0.5,A,200,0.7254687593305792,0.46,3.2826410335082667,2.0384955392030473,1.5345531670938688,0.5039423721091785,2.9018750373223168
SG,alpha[2],moderateSN,--,50,0.5,A,200,0.7394314777906815,0.415,3.29734526909357,1.8666807721306073,1.4575126956738211,0.4091680764567862,2.957725911162726
SG,mu[1],moderateSN,--,50,0.5,A,200,-0.00984318748330485,0.915,0.1619765268358178,0.14609495689693058,0.16167716878385432,-0.015582211886923741,-0.00984318748330485
SG,mu[2],moderateSN,--,50,0.5,A,200,-0.006482362514658508,0.92,0.1619093844889439,0.1451725755711186,0.16177956534067342,-0.016606989769554825,-0.006482362514658508
SG,phi11,moderateSN,--,50,0.5,A,200,-0.12813693708834414,0.955,0.1390627199010731,0.14435880745431137,0.12927253429426977,0.015086273160041602,-0.05125477483533766
SG,phi12,moderateSN,--,50,0.5,A,200,-0.3025361959165453,0.965,0.14139624315181834,0.14559652404805185,0.13812174368668964,0.007474780361362204,-0.03025361959165453
SG,phi21,moderateSN,--,50,0.5,A,200,0.05746288963687387,0.97,0.14132139180311493,0.14469730051448224,0.14120451814412782,0.0034927823703544136,0.005746288963687387
SG,phi22,moderateSN,--,50,0.5,A,200,-0.16839610592411552,0.925,0.16050525145827405,0.14490228344742948,0.14568725403143143,-7.849705840019539e-4,-0.06735844236964622
SG,rho,moderateSN,--,50,0.5,A,200,-0.127165417798815,0.94,0.13222469433986406,0.11206269070346146,0.11593364016662155,-0.003870949463160092,-0.0635827088994075
SG,omega[1],moderateSN,--,50,0.3,B,200,-0.2628581822865101,0.57,0.45094147861539713,0.19963315389464853,0.1759806111230908,0.023652542771557733,-0.41518555086200215
SG,omega[2],moderateSN,--,50,0.3,B,200,-0.2726157735133949,0.505,0.46249800528958346,0.19205370244168296,0.16878987270202195,0.023263829739661013,-0.43059770525407914
SG,alpha[1],moderateSN,--,50,0.3,B,200,0.7300378569585381,0.465,3.179649826412758,2.1771391581643162,1.258129030395868,0.9190101277684481,2.920151427834152
SG,alpha[2],moderateSN,--,50,0.3,B,200,0.7368383047064824,0.39,3.5956759058406345,2.5060957475966705,2.0596102115010257,0.4464855360956448,2.9473532188259295
SG,mu[1],moderateSN,--,50,0.3,B,200,-0.012011655701269478,0.9,0.1880205942633258,0.14875668851000218,0.18763652095060904,-0.03887983244060686,-0.012011655701269478
SG,mu[2],moderateSN,--,50,0.3,B,200,-1.886014036790146e-4,0.95,0.15354609942031022,0.14825733814633277,0.15354598359026628,-0.0052886454439335095,-1.886014036790146e-4
SG,phi11,moderateSN,--,50,0.3,B,200,-0.14882155241847758,0.93,0.14585138095971129,0.12549180296473536,0.1207182643696492,0.004773538595086155,-0.08185185383016268
SG,phi12,moderateSN,--,50,0.3,B,200,0.08253678720104472,0.955,0.12538755758599418,0.14224635494169977,0.12511561207525743,0.01713074286644234,0.008253678720104473
SG,phi21,moderateSN,--,50,0.3,B,200,-0.16705242517694027,0.945,0.12610600927209462,0.12543505746992348,0.12499464167298788,4.404157969356004e-4,-0.01670524251769403
SG,phi22,moderateSN,--,50,0.3,B,200,-0.18849926817626075,0.965,0.1315728144977274,0.14166829337510223,0.12284403580726568,0.018824257567836553,-0.04712481704406519
SG,rho,moderateSN,--,50,0.3,B,200,-0.15610922479915715,0.945,0.13291253877049145,0.12690013658236549,0.12438824243614004,0.002511894146225449,-0.046832767439747146
SG,omega[1],moderateSN,--,50,0.5,B,200,-0.2809309884751426,0.48,0.478345597974645,0.19040075384338728,0.17865262386593336,0.01174812997745392,-0.4437316205630809
SG,omega[2],moderateSN,--,50,0.5,B,200,-0.2760893772230736,0.485,0.4741300068074558,0.1873075918462986,0.1860907504246001,0.0012168414216985057,-0.43608427621464096
SG,alpha[1],moderateSN,--,50,0.5,B,200,0.7702619840518928,0.405,3.2720069845888307,1.7052694218932414,1.1014414746091405,0.6038279472841008,3.0810479362075713
SG,alpha[2],moderateSN,--,50,0.5,B,200,0.6832678082686425,0.395,3.4177058166478003,2.1468014491834424,2.0520805744630146,0.09472087472042778,2.73307123307457
SG,mu[1],moderateSN,--,50,0.5,B,200,0.009168732514162416,0.885,0.1808484844415813,0.14547172324339208,0.1806159147719287,-0.03514419152853662,0.009168732514162416
SG,mu[2],moderateSN,--,50,0.5,B,200,0.014250977046137024,0.92,0.1704678645014419,0.14490730089385526,0.16987113492560305,-0.02496383403174779,0.014250977046137024
SG,phi11,moderateSN,--,50,0.5,B,200,-0.16318006944340105,0.935,0.1517936058763033,0.13194360091798674,0.12241898924678989,0.00952461167119685,-0.08974903819387059
SG,phi12,moderateSN,--,50,0.5,B,200,0.0160454709939856,0.955,0.14521035152500256,0.1518466957498707,0.14520148628240906,0.006645209467461638,0.0016045470993985606
SG,phi21,moderateSN,--,50,0.5,B,200,-0.37882740962558803,0.975,0.11902589032681732,0.13139327635330028,0.1128364325262688,0.018556843827031475,-0.03788274096255881
SG,phi22,moderateSN,--,50,0.5,B,200,-0.2018081552796375,0.96,0.15113853428470636,0.1496108584505233,0.1424691135813083,0.007141744869215011,-0.050452038819909374
SG,rho,moderateSN,--,50,0.5,B,200,-0.12940111803351975,0.89,0.13694123878315315,0.1117736013480104,0.12069275265061834,-0.008919151302607939,-0.06470055901675988
SG,omega[1],strongSN,++,50,0.3,A,200,-0.23394223313572884,0.68,0.44017023564234325,0.22210423704882115,0.21515015705635596,0.006954079992465195,-0.38400552894985945
SG,omega[2],strongSN,++,50,0.3,A,200,-0.26206979475656556,0.63,0.47210936600334064,0.21664720950169308,0.19451522082720532,0.022131988674487763,-0.4301756412613571
SG,alpha[1],strongSN,++,50,0.3,A,200,-0.6697584184911043,0.5,6.890019782940439,5.576098185717851,3.3373176562914266,2.2387805294264242,-6.027825766419938
SG,alpha[2],strongSN,++,50,0.3,A,200,-0.724981495910389,0.455,7.1626400502458685,4.543945896364522,2.9546507013480356,1.5892951950164864,-6.5248334631935005
SG,mu[1],strongSN,++,50,0.3,A,200,0.02753698795308774,0.925,0.16833368004613164,0.1445381916945293,0.16606607760871853,-0.02152788591418922,0.02753698795308774
SG,mu[2],strongSN,++,50,0.3,A,200,0.009931078344072978,0.945,0.14442540463795522,0.1430240298811214,0.14408355627121708,-0.001059526390095683,0.009931078344072978
SG,phi11,strongSN,++,50,0.3,A,200,-0.14716766168845338,0.94,0.13843816386624433,0.12908686660431193,0.125298818474723,0.003788048129588939,-0.05886706467538135
SG,phi12,strongSN,++,50,0.3,A,200,-0.1535370371562757,0.95,0.13835153003868417,0.13150686573593354,0.13749694413425215,-0.00599007839831861,-0.015353703715627571
SG,phi21,strongSN,++,50,0.3,A,200,0.0599939612192459,0.975,0.1095352740247663,0.1281179451640018,0.10937085307271256,0.018747092091289233,0.00599939612192459
SG,phi22,strongSN,++,50,0.3,A,200,-0.1682501541841929,0.94,0.13575534284698115,0.13128667034447092,0.11789917222025202,0.013387498124218897,-0.06730006167367716
SG,rho,strongSN,++,50,0.3,A,200,-0.15892444857943358,0.96,0.1207456297500141,0.12580147383626467,0.11093411951091764,0.014867354325347026,-0.047677334573830076
SG,omega[1],strongSN,++,50,0.5,A,200,-0.24358830110060392,0.645,0.44702585407276163,0.22029622963816145,0.19990197574755078,0.02039425389061067,-0.3998391105203537
SG,omega[2],strongSN,++,50,0.5,A,200,-0.2670015426375142,0.57,0.48286760477477536,0.21424934584871322,0.2026814215473907,0.01156792430132253,-0.4382708809634261
SG,alpha[1],strongSN,++,50,0.5,A,200,-0.6718333271893009,0.56,6.837306414782046,5.0396851256074084,3.191958243510991,1.8477268820964174,-6.046499944703708
SG,alpha[2],strongSN,++,50,0.5,A,200,-0.7136474893471366,0.47,7.014741350262071,4.368996101309294,2.8202631699732112,1.5487329313360831,-6.42282740412423
SG,mu[1],strongSN,++,50,0.5,A,200,0.016705017439510538,0.955,0.15392687171697744,0.14212818831898708,0.15301772521155999,-0.01088953689257291,0.016705017439510538
SG,mu[2],strongSN,++,50,0.5,A,200,-0.013829718685786493,0.92,0.16491502426567783,0.13967058009930347,0.16433412338775266,-0.02466354328844919,-0.013829718685786493
SG,phi11,strongSN,++,50,0.5,A,200,-0.16053684016057868,0.965,0.13858624975144992,0.1386700335821445,0.12281130360179533,0.015858729980349165,-0.06421473606423148
SG,phi12,strongSN,++,50,0.5,A,200,-0.016149867119644917,0.965,0.13062199483352196,0.1411955207926614,0.1306120107501941,0.010583510042467298,-0.0016149867119644914
SG,phi21,strongSN,++,50,0.5,A,200,-0.056955856367865855,0.95,0.1314092872690551,0.13602309231932333,0.13128579925039524,0.004737293068928089,-0.005695585636786586
SG,phi22,strongSN,++,50,0.5,A,200,-0.1666142778283619,0.955,0.13866587386884366,0.13892002435995085,0.12160005659376728,0.017319967766183567,-0.06664571113134478
SG,rho,strongSN,++,50,0.5,A,200,-0.14936547473758524,0.925,0.13311351852553577,0.11238978738274606,0.11018937132660346,0.002200416056142601,-0.07468273736879262
SG,omega[1],strongSN,++,50,0.3,B,200,-0.26084867521129645,0.63,0.4689468410645242,0.21533694661274114,0.1912603940036696,0.024076552609071544,-0.4281712291011123
SG,omega[2],strongSN,++,50,0.3,B,200,-0.23976938048384716,0.675,0.4450531114437843,0.22559115882140118,0.2077847755960162,0.01780638322538497,-0.39357052612753746
SG,alpha[1],strongSN,++,50,0.3,B,200,-0.7112457408017793,0.48,6.995721423247583,4.7801045844060095,2.8221636067355784,1.957940977670431,-6.401211667216014
SG,alpha[2],strongSN,++,50,0.3,B,200,-0.6963045836459925,0.51,6.8329155322170365,4.909930481530386,2.7233598257837506,2.186570655746636,-6.266741252813932
SG,mu[1],strongSN,++,50,0.3,B,200,-0.00117985202085373,0.915,0.1776321250319779,0.14380703259830183,0.17762820663561607,-0.033821174037314244,-0.00117985202085373
SG,mu[2],strongSN,++,50,0.3,B,200,0.007205975938682533,0.93,0.14989471077653205,0.1462412772802831,0.1497214020424312,-0.0034801247621480957,0.007205975938682533
SG,phi11,strongSN,++,50,0.3,B,200,-0.16554019927206198,0.93,0.14051715842294749,0.12155271719209444,0.10703034917635249,0.014522368015741957,-0.0910471095996341
SG,phi12,strongSN,++,50,0.3,B,200,0.06443375054704462,0.97,0.12359034135794043,0.1329507324683888,0.12342226458332652,0.009528467885062272,0.006443375054704462
SG,phi21,strongSN,++,50,0.3,B,200,-0.1647447053633191,0.945,0.12039417465382309,0.12342310670305401,0.11926168333175073,0.004161423371303277,-0.016474470536331907
SG,phi22,strongSN,++,50,0.3,B,200,-0.17847424173612764,0.985,0.12194484270293286,0.1348148667192896,0.11348889252538188,0.02132597419390772,-0.04461856043403191
SG,rho,strongSN,++,50,0.3,B,200,-0.19746309705677384,0.96,0.12924693575590895,0.126482234676917,0.1148717531831011,0.011610481493815897,-0.05923892911703216
SG,omega[1],strongSN,++,50,0.5,B,200,-0.24395544084625945,0.615,0.4543696031205248,0.21757475108906976,0.21470476969586283,0.002869981393206933,-0.40044175370426816
SG,omega[2],strongSN,++,50,0.5,B,200,-0.24673664330836598,0.65,0.4533459844117259,0.217781372077348,0.2036956922607309,0.014085679816617097,-0.4050069709729185
SG,alpha[1],strongSN,++,50,0.5,B,200,-0.6535168266120444,0.545,6.707603094762738,5.138657494617335,3.2246109255225557,1.9140465690947792,-5.881651439508399
SG,alpha[2],strongSN,++,50,0.5,B,200,-0.652912577807423,0.55,6.70108500921261,5.1035622340781455,3.220971705200792,1.8825905288773535,-5.876213200266807
SG,mu[1],strongSN,++,50,0.5,B,200,0.0014726119247525698,0.92,0.170504839982713,0.14128598287870067,0.170498480555252,-0.02921249767655132,0.0014726119247525698
SG,mu[2],strongSN,++,50,0.5,B,200,-0.004955665440275201,0.93,0.16407782239530583,0.14148190609134012,0.16400296699154435,-0.022521060900204226,-0.004955665440275201
SG,phi11,strongSN,++,50,0.5,B,200,-0.15469574448310508,0.93,0.14341493860323032,0.12601382440703562,0.11545036021083141,0.010563464196204214,-0.08508265946570781
SG,phi12,strongSN,++,50,0.5,B,200,0.007368891444437414,0.94,0.13862516693164906,0.14162454773526875,0.13862320837874287,0.003001339356525884,7.368891444437409e-4
SG,phi21,strongSN,++,50,0.5,B,200,-0.18576557420903245,0.985,0.11212932932262179,0.12589157027696993,0.11057982640938109,0.015311743867588837,-0.018576557420903247
SG,phi22,strongSN,++,50,0.5,B,200,-0.24414369917451853,0.965,0.1349848916907874,0.14313136482280675,0.12039741222036292,0.022733952602443833,-0.06103592479362963
SG,rho,strongSN,++,50,0.5,B,200,-0.1295798497348586,0.935,0.12782675401958532,0.11105262237472378,0.11019049268814637,8.621296865774092e-4,-0.0647899248674293
SG,omega[1],strongSN,+-,50,0.3,A,200,-0.2665305611065404,0.59,0.489766162902599,0.21519732514568715,0.22015126931615603,-0.004953944170468877,-0.43749778621476526
SG,omega[2],strongSN,+-,50,0.3,A,200,-0.2528959553355876,0.61,0.4705455612771585,0.21861289044738247,0.2215645151581264,-0.002951624710743922,-0.4151172013544856
SG,alpha[1],strongSN,+-,50,0.3,A,200,-0.7207879598568785,0.49,7.004494415338306,4.377162719969971,2.642079500215613,1.7350832197543578,-6.487091638711907
SG,alpha[2],strongSN,+-,50,0.3,A,200,0.7063931078647885,0.54,6.933491854030684,4.7137789801707335,2.7667707241405073,1.9470082560302262,6.357537970783096
SG,mu[1],strongSN,+-,50,0.3,A,200,-0.017148145835193657,0.9,0.17296795475189033,0.14104484777497672,0.17211581701129886,-0.031070969236322132,-0.017148145835193657
SG,mu[2],strongSN,+-,50,0.3,A,200,-0.007383723678949328,0.93,0.15670823382025365,0.14315456712696598,0.15653418531329255,-0.013379618186326575,-0.007383723678949328
SG,phi11,strongSN,+-,50,0.3,A,200,-0.2025271447599317,0.935,0.14622866378111507,0.13125764463763448,0.12173768115449192,0.00951996348314256,-0.08101085790397268
SG,phi12,strongSN,+-,50,0.3,A,200,-0.10860380488818926,0.96,0.13674392927765242,0.12890682658490082,0.13631197427199743,-0.007405147687096603,-0.010860380488818929
SG,phi21,strongSN,+-,50,0.3,A,200,-0.09767333172148973,0.95,0.12980657279414815,0.1336733110061793,0.12943857826500846,0.004234732741170838,-0.009767333172148973
SG,phi22,strongSN,+-,50,0.3,A,200,-0.15134316062077216,0.93,0.1418025605201705,0.1300473139868682,0.12823106412803043,0.0018162498588377707,-0.06053726424830887
SG,rho,strongSN,+-,50,0.3,A,200,-0.21170526682728424,0.945,0.13454770103531707,0.12686548899033362,0.11861434590163206,0.008251143088701562,-0.06351158004818527
SG,omega[1],strongSN,+-,50,0.5,A,200,-0.2571993255640728,0.605,0.46833605205620893,0.2134654793476543,0.20273596436871127,0.010729514978943033,-0.4221809877375871
SG,omega[2],strongSN,+-,50,0.5,A,200,-0.23845394847442927,0.625,0.4456145063327771,0.21775148369473368,0.21300112460167095,0.004750359093062734,-0.3914113043495654
SG,alpha[1],strongSN,+-,50,0.5,A,200,-0.6433120708246414,0.53,6.790486585159576,5.0587136780458115,3.5480732807072064,1.5106403973386051,-5.789808637421773
SG,alpha[2],strongSN,+-,50,0.5,A,200,0.6278870941179856,0.56,6.475626865237423,5.153465453431959,3.1622974018947807,1.9911680515371786,5.6509838470618705
SG,mu[1],strongSN,+-,50,0.5,A,200,-0.028806212096254284,0.91,0.17438630248612358,0.1393859178136196,0.17199065276766468,-0.03260473495404509,-0.028806212096254284
SG,mu[2],strongSN,+-,50,0.5,A,200,-0.002764141176893013,0.925,0.16672751857101073,0.14166577353416437,0.16670460393282763,-0.025038830398663253,-0.002764141176893013
SG,phi11,strongSN,+-,50,0.5,A,200,-0.17184662967244388,0.945,0.13177142844864867,0.13271572220172523,0.11242200449481786,0.02029371770690737,-0.06873865186897755
SG,phi12,strongSN,+-,50,0.5,A,200,-0.043611591061954114,0.945,0.12833474517062837,0.13205083412861873,0.12826062181846995,0.003790212310148783,-0.004361159106195413
SG,phi21,strongSN,+-,50,0.5,A,200,-0.0959330633018765,0.975,0.11814701502492689,0.13465108488365496,0.1177568920826101,0.016894192801044858,-0.009593306330187651
SG,phi22,strongSN,+-,50,0.5,A,200,-0.1448629699677988,0.96,0.13518418207348207,0.13382165117007364,0.12213565520360437,0.01168599596646927,-0.05794518798711952
SG,rho,strongSN,+-,50,0.5,A,200,-0.17459955192776827,0.945,0.1325830904781653,0.11370181285107409,0.09978489363323992,0.013916919217834167,-0.08729977596388414
SG,omega[1],strongSN,+-,50,0.3,B,200,-0.25199111861366436,0.62,0.4557270601396524,0.22236136804012674,0.19130018493376777,0.03106118310635897,-0.41363195305468925
SG,omega[2],strongSN,+-,50,0.3,B,200,-0.23495237672447056,0.635,0.4427445715211674,0.22324506049979242,0.21745417280191617,0.005790887697876251,-0.3856636336790086
SG,alpha[1],strongSN,+-,50,0.3,B,200,-0.704415761110711,0.495,6.943921167807641,5.09926142637067,2.8329691950551217,2.266292231315548,-6.3397418499964
SG,alpha[2],strongSN,+-,50,0.3,B,200,0.6752906802062009,0.515,6.756769877407625,5.35830538768975,2.9523755607309576,2.4059298269587925,6.077616121855807
SG,mu[1],strongSN,+-,50,0.3,B,200,0.002294391031284438,0.91,0.16602569241372234,0.1442969655720337,0.16600983799537755,-0.021712872423343854,0.002294391031284438
SG,mu[2],strongSN,+-,50,0.3,B,200,-0.01742978499714363,0.945,0.152715020652725,0.1452400279154627,0.1517171055877206,-0.006477077672257914,-0.01742978499714363
SG,phi11,strongSN,+-,50,0.3,B,200,-0.12362366173038367,0.93,0.13041977956984732,0.12063448969952419,0.11129361597508633,0.009340873724437856,-0.06799301395171102
SG,phi12,strongSN,+-,50,0.3,B,200,-0.08621985461261296,0.98,0.11617873790250217,0.1338951918630461,0.1158583639938183,0.018036827869227806,-0.008621985461261297
SG,phi21,strongSN,+-,50,0.3,B,200,-0.1795668373688557,0.965,0.1133357615494112,0.12061230572528028,0.11190421062300768,0.008708095102272606,-0.01795668373688557
SG,phi22,strongSN,+-,50,0.3,B,200,-0.19706471470380693,0.945,0.13496950464826377,0.13409513424566907,0.12565671817959792,0.008438416066071153,-0.04926617867595174
SG,rho,strongSN,+-,50,0.3,B,200,-0.16056542312209743,0.925,0.13870509456067254,0.12508863883381272,0.13007225029909752,-0.00498361146528481,-0.048169626936629226
SG,omega[1],strongSN,+-,50,0.5,B,200,-0.2337147673061591,0.675,0.43427738664734955,0.224939718676362,0.20352694873442131,0.02141276994194069,-0.3836321541426211
SG,omega[2],strongSN,+-,50,0.5,B,200,-0.23377984782656291,0.625,0.4466286297703705,0.22208342338995307,0.22852029997987783,-0.006436876589924756,-0.38373898085504077
SG,alpha[1],strongSN,+-,50,0.5,B,200,-0.6438692380218374,0.56,6.446477234124166,5.255158421880559,2.8243748831811635,2.4307835386993952,-5.794823142196536
SG,alpha[2],strongSN,+-,50,0.5,B,200,0.6380922566345917,0.58,6.654402495364714,5.6454999562492985,3.3616919258279827,2.2838080304213157,5.742830309711325
SG,mu[1],strongSN,+-,50,0.5,B,200,-0.01230779981967881,0.945,0.1562287627901623,0.14137799410734192,0.1557432001293909,-0.014365206022048993,-0.01230779981967881
SG,mu[2],strongSN,+-,50,0.5,B,200,-0.01962284900316736,0.935,0.15979480709935126,0.14212078976631837,0.15858538448708875,-0.016464594720770387,-0.01962284900316736
SG,phi11,strongSN,+-,50,0.5,B,200,-0.11485504553070952,0.935,0.12585751097937284,0.12078755046534473,0.10885600314661059,0.011931547318734137,-0.06317027504189024
SG,phi12,strongSN,+-,50,0.5,B,200,0.12408329033489027,0.965,0.13684453108103012,0.13843231413786328,0.1362808095712074,0.0021515045666558874,0.012408329033489028
SG,phi21,strongSN,+-,50,0.5,B,200,-0.06117835518886179,0.975,0.11721516240715422,0.12087662929766672,0.1170553987934747,0.0038212305041920303,-0.006117835518886177
SG,phi22,strongSN,+-,50,0.5,B,200,-0.2263127903028845,0.95,0.13267638801621628,0.13961843164627039,0.12000804763061619,0.019610384015654195,-0.05657819757572113
SG,rho,strongSN,+-,50,0.5,B,200,-0.1776204916011105,0.915,0.13936538410609978,0.11378421309328886,0.10740321469995992,0.006380998393328938,-0.08881024580055524
SG,omega[1],strongSN,--,50,0.3,A,200,-0.2645294901390308,0.59,0.47967909668504344,0.2156692163915037,0.20384063096571445,0.01182858542578924,-0.43421311929060674
SG,omega[2],strongSN,--,50,0.3,A,200,-0.23520771175737926,0.655,0.45150244713646154,0.22104666390403394,0.23408239240953543,-0.013035728505501498,-0.3860827545151966
SG,alpha[1],strongSN,--,50,0.3,A,200,0.7221165364257929,0.46,7.022440433053172,4.859252257983015,2.6602695294337666,2.1989827285492485,6.499048827832136
SG,alpha[2],strongSN,--,50,0.3,A,200,0.6601932046516571,0.515,6.801422802555161,5.83586064380423,3.309847681418449,2.5260129623857805,5.941738841864915
SG,mu[1],strongSN,--,50,0.3,A,200,0.0014861481526430018,0.95,0.1617992367701435,0.14176184208739442,0.16179241138900596,-0.02003056930161154,0.0014861481526430018
SG,mu[2],strongSN,--,50,0.3,A,200,-0.016624902621085687,0.925,0.16716854122699923,0.14326722698113034,0.1663398142021397,-0.023072587221009355,-0.016624902621085687
SG,phi11,strongSN,--,50,0.3,A,200,-0.18250362702792045,0.94,0.14319132424686137,0.1312229546993176,0.12318499713453089,0.008037957564786716,-0.07300145081116818
SG,phi12,strongSN,--,50,0.3,A,200,-0.11735449832614787,0.945,0.1368943446548807,0.1303977457262288,0.13639039854665522,-0.0059926528204264085,-0.011735449832614788
SG,phi21,strongSN,--,50,0.3,A,200,-0.1223243020480761,0.955,0.13432997573985103,0.1320573130239165,0.1337718581524286,-0.0017145451285121016,-0.012232430204807609
SG,phi22,strongSN,--,50,0.3,A,200,-0.18494633165825786,0.935,0.1433962680517459,0.1301076281453083,0.1228400032406087,0.007267624904699593,-0.07397853266330315
SG,rho,strongSN,--,50,0.3,A,200,-0.15742379146487312,0.935,0.13681055410517595,0.12524606228561233,0.12840064331552023,-0.003154581029907899,-0.04722713743946193
SG,omega[1],strongSN,--,50,0.5,A,200,-0.25289059353107646,0.665,0.4538260166314297,0.22047715440322066,0.18342047175257906,0.037056682650641604,-0.41510840019639694
SG,omega[2],strongSN,--,50,0.5,A,200,-0.25818744527683846,0.595,0.47170291668324066,0.2125120894288108,0.20711037775242622,0.005401711676384591,-0.4238029412766311
SG,alpha[1],strongSN,--,50,0.5,A,200,0.7061572938310204,0.5,6.868643029252261,4.888566149410694,2.6051773546545562,2.2833887947561373,6.355415644479184
SG,alpha[2],strongSN,--,50,0.5,A,200,0.6900214970727591,0.48,6.883718127408634,4.983832962756601,2.9696922866501105,2.0141406761064906,6.210193473654832
SG,mu[1],strongSN,--,50,0.5,A,200,-0.010747452244427906,0.95,0.14489136174537368,0.1420846622577712,0.14449221078896426,-0.002407548531193071,-0.010747452244427906
