Model,param,skew_level,direction,T,rho,VARset,N_valid,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias,mean_bias
NG,sigma[2],moderateSN,++,100,0.3,B,200,0.0135643977370448,0.92,0.07802871840620199,0.07346472566858683,0.07684066638275347,-0.0033759407141666364,0.0135643977370448
NG,mu[1],moderateSN,++,100,0.3,B,200,-0.007305504069275025,0.94,0.1120632390642487,0.10357935232856207,0.11182485931073091,-0.008245506982168846,-0.007305504069275025
NG,mu[2],moderateSN,++,100,0.3,B,200,0.008331435877109626,0.935,0.11230617026736942,0.1043681305203339,0.11199671002466537,-0.007628579504331462,0.008331435877109626
NG,phi11,moderateSN,++,100,0.3,B,200,-0.07748358689514856,0.95,0.0958158302753231,0.08912598147908177,0.08581696915128598,0.0033090123277957906,-0.04261597279233171
NG,phi12,moderateSN,++,100,0.3,B,200,0.040651157761228504,0.95,0.10116595285963385,0.10219026404688018,0.10108424630833618,0.0011060177385440045,0.004065115776122849
NG,phi21,moderateSN,++,100,0.3,B,200,-0.11505669431507977,0.935,0.09572154030394614,0.09020905250983445,0.09502753731994136,-0.00481848481010691,-0.011505669431507978
NG,phi22,moderateSN,++,100,0.3,B,200,-0.11009556131604505,0.955,0.0995545879017022,0.10222428396909707,0.09567419418753581,0.006550089781561255,-0.027523890329011258
NG,rho,moderateSN,++,100,0.3,B,200,-0.0907465986225615,0.93,0.09537369529198025,0.09098919823476287,0.09140567098986098,-4.164727550981101e-4,-0.02722397958676845
NG,sigma[1],moderateSN,++,100,0.5,B,200,-8.167616631527055e-6,0.92,0.07764020868702919,0.07197286838868278,0.07764020825741956,-0.005667339868736784,-8.167616631527055e-6
NG,sigma[2],moderateSN,++,100,0.5,B,200,-0.00511252365537018,0.92,0.08376045622820859,0.07163418456619311,0.08360428296104767,-0.011970098394854564,-0.00511252365537018
NG,mu[1],moderateSN,++,100,0.5,B,200,-0.012628890915960577,0.935,0.10777615981951963,0.10270829178458263,0.10703369441290628,-0.004325402628323649,-0.012628890915960577
NG,mu[2],moderateSN,++,100,0.5,B,200,-0.007769501719261104,0.93,0.10680601060871972,0.1021968886446335,0.10652304325911999,-0.004326154614486488,-0.007769501719261104
NG,phi11,moderateSN,++,100,0.5,B,200,-0.07492093736383335,0.955,0.09250046070065848,0.09473550864771131,0.08281520576592648,0.011920302881784833,-0.04120651555010835
NG,phi12,moderateSN,++,100,0.5,B,200,0.125385577012619,0.945,0.10215296351555099,0.11137568289998487,0.10138053326838253,0.009995149631602335,0.012538557701261898
NG,phi21,moderateSN,++,100,0.5,B,200,-0.13401414854576904,0.98,0.08526872747915505,0.09456385727842838,0.0842090135663038,0.010354843712124584,-0.013401414854576904
NG,phi22,moderateSN,++,100,0.5,B,200,-0.11502813146722837,0.945,0.10474861738452514,0.11061062242505579,0.10072390929996222,0.009886713125093566,-0.028757032866807093
NG,rho,moderateSN,++,100,0.5,B,200,-0.07975595198848613,0.925,0.08815835205055227,0.07850864460551504,0.0786234193282872,-1.1477472277215961e-4,-0.039877975994243066
NG,sigma[1],moderateSN,+-,100,0.3,A,200,-0.0010053305919012143,0.92,0.08131559869081513,0.0724856810316832,0.08130938384249806,-0.008823702810814862,-0.0010053305919012143
NG,sigma[2],moderateSN,+-,100,0.3,A,200,-0.001470108289814005,0.93,0.0787614081469519,0.07243155726397024,0.07874768691781976,-0.00631612965384952,-0.001470108289814005
NG,mu[1],moderateSN,+-,100,0.3,A,200,-0.005289826752357013,0.93,0.10252019557919728,0.10227548593669844,0.1023836326495935,-1.0814671289506583e-4,-0.005289826752357013
NG,mu[2],moderateSN,+-,100,0.3,A,200,-0.003497963964154336,0.955,0.10075884365782212,0.10214756321579418,0.10069810734749149,0.001449455868302696,-0.003497963964154336
NG,phi11,moderateSN,+-,100,0.3,A,200,-0.0700970619602429,0.965,0.09154884944314891,0.09737340819381421,0.08714938978037107,0.010224018413443142,-0.02803882478409716
NG,phi12,moderateSN,+-,100,0.3,A,200,-0.06253205217355132,0.965,0.09032251674974187,0.09774666311002533,0.09010579590968076,0.00764086720034457,-0.006253205217355131
NG,phi21,moderateSN,+-,100,0.3,A,200,-0.03828807774395891,0.945,0.09681717413902069,0.09777250719527406,0.09674143599974203,0.0010310711955320295,-0.003828807774395892
NG,phi22,moderateSN,+-,100,0.3,A,200,-0.0752145329448506,0.94,0.10006411276253283,0.09738597690243896,0.09543411606116002,0.0019518608412789351,-0.030085813177940245
NG,rho,moderateSN,+-,100,0.3,A,200,-0.11230374703309068,0.94,0.0976479189561459,0.0913833156238627,0.09165164609910463,-2.683304752419263e-4,-0.0336911241099272
NG,sigma[1],moderateSN,+-,100,0.5,A,200,0.002018455098815661,0.95,0.07698242131482409,0.07218037008784359,0.07695595513348624,-0.004775585045642655,0.002018455098815661
NG,sigma[2],moderateSN,+-,100,0.5,A,200,0.006070350357291674,0.885,0.08608016421941128,0.0726025411155273,0.08586585770013913,-0.013263316584611828,0.006070350357291674
NG,mu[1],moderateSN,+-,100,0.5,A,200,0.005065217994426357,0.94,0.10603216967790714,0.10261948078614132,0.10591111638196167,-0.0032916355958203525,0.005065217994426357
NG,mu[2],moderateSN,+-,100,0.5,A,200,-9.177556480975879e-4,0.945,0.11447340219842554,0.10305633232478759,0.11446972322606919,-0.0114133909012816,-9.177556480975879e-4
NG,phi11,moderateSN,+-,100,0.5,A,200,-0.07552975195925417,0.96,0.1025987321147003,0.1047007220641119,0.09804968578521708,0.006651036278894823,-0.03021190078370167
NG,phi12,moderateSN,+-,100,0.5,A,200,-0.14085114253443612,0.93,0.10279239560562901,0.10511323309251956,0.10182281743701446,0.0032904156555050995,-0.014085114253443614
NG,phi21,moderateSN,+-,100,0.5,A,200,-0.03882322244897524,0.94,0.1001495984140637,0.10549001446845709,0.10007432056469334,0.005415693903763744,-0.003882322244897525
NG,phi22,moderateSN,+-,100,0.5,A,200,-0.10266457851582164,0.95,0.1078174397896428,0.10492255972974877,0.0996905101486608,0.005232049581087972,-0.04106583140632866
NG,rho,moderateSN,+-,100,0.5,A,200,-0.1167258409957811,0.92,0.089265989353631,0.08017221595968073,0.06754395876937826,0.012628257190302472,-0.05836292049789055
NG,sigma[1],moderateSN,+-,100,0.3,B,200,-0.003273839129574302,0.84,0.0947360650756687,0.07228044109277601,0.09467948037127687,-0.022399039278500857,-0.003273839129574302
NG,sigma[2],moderateSN,+-,100,0.3,B,200,1.125869558563705e-4,0.895,0.084095280716142,0.07251773209668781,0.0840952053502701,-0.011577473253582285,1.125869558563705e-4
NG,mu[1],moderateSN,+-,100,0.3,B,200,-0.007384474251202347,0.905,0.12379474846238452,0.10294705914826167,0.12357430674253601,-0.02062724759427434,-0.007384474251202347
NG,mu[2],moderateSN,+-,100,0.3,B,200,0.005739760720628614,0.92,0.1107076749318944,0.10351241316616629,0.11055878271623619,-0.007046369550069903,0.005739760720628614
NG,phi11,moderateSN,+-,100,0.3,B,200,-0.08775472328946829,0.955,0.09144235186218032,0.0899047032702733,0.07766713621316561,0.012237567057107698,-0.04826509780920756
NG,phi12,moderateSN,+-,100,0.3,B,200,-0.11871808347784635,0.96,0.09484828983130353,0.10256758166890438,0.09410238174709729,0.008465199921807096,-0.011871808347784634
NG,phi21,moderateSN,+-,100,0.3,B,200,0.025911026149573347,0.945,0.09112874055406202,0.09096708267577726,0.09109189613905459,-1.2481346327733456e-4,0.002591102614957335
NG,phi22,moderateSN,+-,100,0.3,B,200,-0.18030673302635233,0.93,0.10992057190837501,0.10245126826701915,0.10025280422636303,0.0021984640406561284,-0.04507668325658808
NG,rho,moderateSN,+-,100,0.3,B,200,-0.10153216572702796,0.94,0.09332469031264487,0.09118377344927735,0.08821398733194873,0.002969786117328621,-0.030459649718108387
NG,sigma[1],moderateSN,+-,100,0.5,B,200,0.008618668737114981,0.89,0.08417338059239209,0.07281758364314501,0.0837309772399174,-0.010913393596772389,0.008618668737114981
NG,sigma[2],moderateSN,+-,100,0.5,B,200,0.004053070120846902,0.915,0.07850988393204732,0.07238307974031025,0.07840519432804843,-0.0060221145877381865,0.004053070120846902
NG,mu[1],moderateSN,+-,100,0.5,B,200,0.005258106763196029,0.925,0.10649808345589985,0.10362274620969292,0.10636820057257075,-0.0027454543628778333,0.005258106763196029
NG,mu[2],moderateSN,+-,100,0.5,B,200,-0.0011963755700675777,0.94,0.10884275578942534,0.10316265653006707,0.10883618044258918,-0.005673523912522113,-0.0011963755700675777
NG,phi11,moderateSN,+-,100,0.5,B,200,-0.05359340889605451,0.97,0.09097694069182535,0.09378519470435431,0.08606943162831535,0.007715763076038967,-0.029476374892829983
NG,phi12,moderateSN,+-,100,0.5,B,200,-0.01625765546738463,0.955,0.10864076772556645,0.11024754084440858,0.10862860257955784,0.0016189382648507389,-0.0016257655467384635
NG,phi21,moderateSN,+-,100,0.5,B,200,-0.04504198098706497,0.925,0.09401082823656677,0.09376184954804986,0.09390286484028519,-1.410152922353275e-4,-0.004504198098706498
NG,phi22,moderateSN,+-,100,0.5,B,200,-0.11598375846769843,0.925,0.11761509281012213,0.10939072383513208,0.11398484786350027,-0.004594124028368188,-0.028995939616924607
NG,rho,moderateSN,+-,100,0.5,B,200,-0.11601107750991219,0.925,0.09386801945799207,0.0801773450050104,0.07380083028471471,0.006376514720295698,-0.05800553875495609
NG,sigma[1],moderateSN,--,100,0.3,A,200,-8.446304850945591e-4,0.895,0.08348322048652693,0.07234824603576083,0.08347894765835107,-0.011130701622590236,-8.446304850945591e-4
NG,sigma[2],moderateSN,--,100,0.3,A,200,0.010733289960177991,0.915,0.081869867847918,0.07328184615398804,0.08116324136002886,-0.007881395206040823,0.010733289960177991
NG,mu[1],moderateSN,--,100,0.3,A,200,0.01043095559808473,0.93,0.11368595990764171,0.10267572144972584,0.11320641609658307,-0.010530694646857228,0.01043095559808473
NG,mu[2],moderateSN,--,100,0.3,A,200,-0.0016704800881827226,0.905,0.12127052219756067,0.10407744090897271,0.12125901636721304,-0.017181575458240325,-0.0016704800881827226
NG,phi11,moderateSN,--,100,0.3,A,200,-0.078904455639387,0.92,0.10489069238805429,0.09776558494291453,0.10002955188585898,-0.002263966942944451,-0.0315617822557548
NG,phi12,moderateSN,--,100,0.3,A,200,-0.03395668707672766,0.93,0.10111214271302534,0.0977382044619381,0.10105510792655131,-0.003316903464613219,-0.003395668707672766
NG,phi21,moderateSN,--,100,0.3,A,200,-0.0030134347922060475,0.955,0.09705043701133348,0.09942215228454146,0.09704996917154758,0.002372183112993878,-3.0134347922060556e-4
NG,phi22,moderateSN,--,100,0.3,A,200,-0.1213542941626592,0.915,0.10962234642489327,0.09821834201553462,0.09828916767286493,-7.082565733031176e-5,-0.048541717665063676
NG,rho,moderateSN,--,100,0.3,A,200,-0.09775371942522391,0.955,0.09848831447556436,0.09114062343091951,0.0940208860770083,-0.002880262646088788,-0.02932611582756717
NG,sigma[1],moderateSN,--,100,0.5,A,200,-0.004904133379253469,0.935,0.07799563562044919,0.07172773116309179,0.07784130427759015,-0.006113573114498352,-0.004904133379253469
NG,sigma[2],moderateSN,--,100,0.5,A,200,0.0054265547793400795,0.92,0.08413024849808728,0.07239242982314767,0.08395505473511848,-0.011562624911970812,0.0054265547793400795
NG,mu[1],moderateSN,--,100,0.5,A,200,0.003908517256997476,0.93,0.11460529831083768,0.10200829471935777,0.11453863057400263,-0.012530335854644858,0.003908517256997476
NG,mu[2],moderateSN,--,100,0.5,A,200,-0.020374409318070504,0.925,0.11279204327261083,0.10304734945477437,0.11093659662415391,-0.00788924716937954,-0.020374409318070504
NG,phi11,moderateSN,--,100,0.5,A,200,-0.0882205811184026,0.955,0.1111708547860681,0.10658628400755789,0.1054215329266562,0.0011647510809016937,-0.03528823244736104
NG,phi12,moderateSN,--,100,0.5,A,200,0.0042813590440549725,0.95,0.10440472125751533,0.10596316550988805,0.10440384341827093,0.0015593220916171185,4.2813590440549673e-4
NG,phi21,moderateSN,--,100,0.5,A,200,-0.018060167514255057,0.98,0.1006180980544328,0.1080157693366175,0.10060188844939752,0.007413880887219976,-0.001806016751425506
NG,phi22,moderateSN,--,100,0.5,A,200,-0.07645819617032841,0.935,0.11437787687449837,0.10671452358432293,0.11021325599245602,-0.0034987324081330873,-0.03058327846813137
NG,rho,moderateSN,--,100,0.5,A,200,-0.052871160551063605,0.96,0.07897536764828703,0.07739566744455663,0.07441954575699865,0.002976121687557981,-0.026435580275531802
NG,sigma[1],moderateSN,--,100,0.3,B,200,-0.0013592072238520388,0.925,0.07612253668238732,0.07251075970826484,0.07611040104140847,-0.0035996413331436244,-0.0013592072238520388
NG,sigma[2],moderateSN,--,100,0.3,B,200,0.0026824968882780934,0.96,0.07162831969994908,0.07267942881297679,0.07157807201568432,0.001101356797292466,0.0026824968882780934
NG,mu[1],moderateSN,--,100,0.3,B,200,0.003708889265007805,0.95,0.10676165765867619,0.10227006624892847,0.10669721498918462,-0.004427148740256154,0.003708889265007805
NG,mu[2],moderateSN,--,100,0.3,B,200,1.729838123210018e-5,0.935,0.1011374089388422,0.1028312683201606,0.1011374074594984,0.0016938608606621997,1.729838123210018e-5
NG,phi11,moderateSN,--,100,0.3,B,200,-0.10215495773214522,0.915,0.1075894516570326,0.08993188897847171,0.09175353073648393,-0.0018216417580122213,-0.05618522675267988
NG,phi12,moderateSN,--,100,0.3,B,200,-0.06315440111381973,0.92,0.11152561373494173,0.10196311411674451,0.11134665569811682,-0.009383541581372307,-0.006315440111381974
NG,phi21,moderateSN,--,100,0.3,B,200,-0.15301678961845464,0.93,0.09296647148014416,0.09063627050235434,0.09169854655564107,-0.0010622760532867231,-0.015301678961845464
NG,phi22,moderateSN,--,100,0.3,B,200,-0.11040226196821745,0.93,0.10252771403232687,0.10210452010873071,0.09874280191089076,0.0033617181978399524,-0.02760056549205436
NG,rho,moderateSN,--,100,0.3,B,200,-0.13089618154371938,0.92,0.10068370218360947,0.09151784443249861,0.09271011247190027,-0.0011922680394016588,-0.03926885446311581
NG,sigma[1],moderateSN,--,100,0.5,B,200,0.00879531708913112,0.93,0.07870720033032502,0.07268695622545177,0.07821423004249005,-0.0055272738170382835,0.00879531708913112
NG,sigma[2],moderateSN,--,100,0.5,B,200,0.005430927608343575,0.93,0.07993092588592934,0.0723796311123354,0.07974620955440366,-0.007366578442068256,0.005430927608343575
NG,mu[1],moderateSN,--,100,0.5,B,200,-0.00436888540882221,0.95,0.10888455343497892,0.10340669905582468,0.10879686951847173,-0.005390170462647045,-0.00436888540882221
NG,mu[2],moderateSN,--,100,0.5,B,200,-0.007641880511332173,0.94,0.11349705601990052,0.10310991216890511,0.11323949570461253,-0.01012958353570742,-0.007641880511332173
NG,phi11,moderateSN,--,100,0.5,B,200,-0.0793448189023349,0.975,0.0912600458728109,0.0958366170826594,0.08014971544551885,0.015686901637140552,-0.043639650396284195
NG,phi12,moderateSN,--,100,0.5,B,200,0.09157480458669527,0.92,0.11028787292602583,0.11193241886459838,0.10990703101347206,0.0020253878511263257,0.009157480458669529
NG,phi21,moderateSN,--,100,0.5,B,200,-0.09388784396289945,0.965,0.08924259991164056,0.09588087771053116,0.08874735132131624,0.007133526389214925,-0.009388784396289944
NG,phi22,moderateSN,--,100,0.5,B,200,-0.0970102757561843,0.975,0.1014485224256432,0.11112111402932531,0.09850693174697428,0.012614182282351033,-0.024252568939046076
NG,rho,moderateSN,--,100,0.5,B,200,-0.06890372861488592,0.9,0.09118630186703008,0.07791197583638715,0.08442754700882095,-0.006515571172433801,-0.03445186430744296
NG,sigma[1],strongSN,++,100,0.3,A,200,0.006090926238709416,0.88,0.08891056842418736,0.07300845109973744,0.08870168992227095,-0.015693238822533512,0.006090926238709416
NG,sigma[2],strongSN,++,100,0.3,A,200,-0.0014200581530743656,0.88,0.08887742309551223,0.07235230328439235,0.08886607772902198,-0.016513774444629634,-0.0014200581530743656
NG,mu[1],strongSN,++,100,0.3,A,200,-0.0015095972425927162,0.93,0.11000448882031176,0.10316303464934856,0.10999413019240277,-0.006831095543054208,-0.0015095972425927162
NG,mu[2],strongSN,++,100,0.3,A,200,-0.004897082594643241,0.955,0.09656289614614047,0.10235110671632318,0.09643864108432652,0.005912465631996655,-0.004897082594643241
NG,phi11,strongSN,++,100,0.3,A,200,-0.09259004411018001,0.925,0.10170642355850804,0.09697635310733899,0.0947234394969409,0.0022529136103980885,-0.03703601764407201
NG,phi12,strongSN,++,100,0.3,A,200,0.09424192016158724,0.925,0.10565500825331452,0.09844696381902503,0.10523386039602714,-0.006786896577002113,0.009424192016158725
NG,phi21,strongSN,++,100,0.3,A,200,-0.006244569996444284,0.93,0.10155592308645826,0.09682761376592493,0.10155400320715191,-0.004726389441226983,-6.244569996444291e-4
NG,phi22,strongSN,++,100,0.3,A,200,-0.09447032606451565,0.935,0.10648581013829635,0.09740705523971778,0.09955543661564421,-0.0021483813759264336,-0.03778813042580626
NG,rho,strongSN,++,100,0.3,A,200,-0.14113575919530122,0.94,0.0974880789607618,0.09199487225722495,0.08781337205877396,0.004181500198450996,-0.04234072775859036
NG,sigma[1],strongSN,++,100,0.5,A,200,0.01448126714220008,0.82,0.09619041026570672,0.0730731934776937,0.09509410039030398,-0.022020906912610286,0.01448126714220008
NG,sigma[2],strongSN,++,100,0.5,A,200,0.005035394411771431,0.905,0.08867410730087304,0.07249998612049517,0.08853102342526402,-0.016031037304768847,0.005035394411771431
NG,mu[1],strongSN,++,100,0.5,A,200,0.006130871913042127,0.91,0.11974537642245271,0.1041534626105309,0.11958832545085982,-0.015434862840328911,0.006130871913042127
NG,mu[2],strongSN,++,100,0.5,A,200,0.0055726942550697696,0.965,0.1093579353788447,0.10326197447458257,0.10921585557538377,-0.005953881100801195,0.0055726942550697696
NG,phi11,strongSN,++,100,0.5,A,200,-0.10245855780786096,0.955,0.10642457188320223,0.10650841063153423,0.09821684442921282,0.00829156620232141,-0.04098342312314439
NG,phi12,strongSN,++,100,0.5,A,200,-0.12659622320603073,0.985,0.09580106381039243,0.10768069221082953,0.09496092770135815,0.012719764509471376,-0.012659622320603072
NG,phi21,strongSN,++,100,0.5,A,200,-0.1649451180677459,0.975,0.10016896016582137,0.10606968035661359,0.09880157721898007,0.007268103137633514,-0.01649451180677459
NG,phi22,strongSN,++,100,0.5,A,200,-0.09347903441500705,0.975,0.10546158001009343,0.10625694265400241,0.09861040552700007,0.007646537127002348,-0.03739161376600282
NG,rho,strongSN,++,100,0.5,A,200,-0.08382852717866923,0.89,0.09982685647780938,0.07840533903886032,0.09060130121584861,-0.01219596217698829,-0.041914263589334616
NG,sigma[1],strongSN,++,100,0.3,B,200,0.011074995681027853,0.87,0.09016219890256068,0.07329998077267882,0.08947941987747869,-0.016179439104799867,0.011074995681027853
NG,sigma[2],strongSN,++,100,0.3,B,200,-9.681065095735182e-4,0.925,0.08101827880256506,0.0722737249391502,0.08101249452964823,-0.008738769590498033,-9.681065095735182e-4
NG,mu[1],strongSN,++,100,0.3,B,200,0.011778374140753783,0.95,0.10673580560093866,0.10386805927958304,0.10608393893460871,-0.0022158796550256765,0.011778374140753783
NG,mu[2],strongSN,++,100,0.3,B,200,-0.009358813985362938,0.94,0.11437767928682155,0.10263073740835758,0.1139941494982369,-0.011363412089879316,-0.009358813985362938
NG,phi11,strongSN,++,100,0.3,B,200,-0.07630859803323273,0.955,0.09199104289729679,0.08928647178911,0.08185898745927997,0.007427484329830036,-0.041969728918278
NG,phi12,strongSN,++,100,0.3,B,200,0.004832580512942295,0.955,0.10097316837589872,0.10455321904058877,0.100972011931641,0.0035812071089477704,4.832580512942302e-4
NG,phi21,strongSN,++,100,0.3,B,200,-0.10843312009556239,0.955,0.08271212817470341,0.08890265228742412,0.08199828493238123,0.0069043673550428925,-0.01084331200955624
NG,phi22,strongSN,++,100,0.3,B,200,-0.12992434873452666,0.955,0.09844453084806294,0.1027912939319985,0.09293172025344487,0.009859573678553626,-0.032481087183631664
NG,rho,strongSN,++,100,0.3,B,200,-0.0764065549601828,0.93,0.10209300637576059,0.09063699177957325,0.09948650864897,-0.00884951686939675,-0.022921966488054838
NG,sigma[1],strongSN,++,100,0.5,B,200,0.008772791067040792,0.925,0.08114136309883573,0.0728039094673416,0.08066572346685517,-0.007861813999513578,0.008772791067040792
NG,sigma[2],strongSN,++,100,0.5,B,200,0.004288224232733147,0.94,0.0803652150403715,0.07231001974872243,0.08025072536379316,-0.007940705615070723,0.004288224232733147
NG,mu[1],strongSN,++,100,0.5,B,200,-0.003148948735789088,0.93,0.11740798327812389,0.10396549804278746,0.11736574738523839,-0.013400249342450932,-0.003148948735789088
NG,mu[2],strongSN,++,100,0.5,B,200,-0.008161816986127727,0.94,0.10582941169858753,0.103462593542807,0.1055142129002254,-0.002051619357418405,-0.008161816986127727
NG,phi11,strongSN,++,100,0.5,B,200,-0.08944362684782867,0.945,0.09913868402370589,0.09548685871679716,0.08607223448293229,0.009414624233864868,-0.049193994766305774
NG,phi12,strongSN,++,100,0.5,B,200,0.16429655083340058,0.985,0.09206106702617006,0.11152959077454652,0.09058314686430062,0.0209464439102459,0.01642965508334006
NG,phi21,strongSN,++,100,0.5,B,200,-0.2314296698405813,0.96,0.08669622274491091,0.0956068737920133,0.08355021314999743,0.012056660642015868,-0.02314296698405813
NG,phi22,strongSN,++,100,0.5,B,200,-0.0932212339890022,0.98,0.10173758108353345,0.1104892576085098,0.0990323078625179,0.011456949745991901,-0.02330530849725055
NG,rho,strongSN,++,100,0.5,B,200,-0.07332570612179048,0.945,0.08476505898762163,0.07833284228100734,0.07642611092166197,0.0019067313593453677,-0.03666285306089524
NG,sigma[1],strongSN,+-,100,0.3,A,200,0.014214002059120422,0.86,0.09222047170895613,0.07365022244533362,0.09111848082406608,-0.017468258378732462,0.014214002059120422
NG,sigma[2],strongSN,+-,100,0.3,A,200,7.681543729095177e-4,0.915,0.08506568414104912,0.07267211112072207,0.08506221580257661,-0.012390104681854544,7.681543729095177e-4
NG,mu[1],strongSN,+-,100,0.3,A,200,0.006369943351253177,0.935,0.11593445078909378,0.10424808703196507,0.11575932230913687,-0.011511235277171794,0.006369943351253177
NG,mu[2],strongSN,+-,100,0.3,A,200,0.011062452718573843,0.93,0.1147044095854058,0.1027047643813445,0.11416971454017853,-0.01146495015883403,0.011062452718573843
NG,phi11,strongSN,+-,100,0.3,A,200,-0.09893004103132748,0.96,0.09611649080278865,0.09711841631374674,0.08759243872212336,0.00952597759162338,-0.03957201641253099
NG,phi12,strongSN,+-,100,0.3,A,200,0.04185402923668275,0.96,0.0942587983139014,0.09892184086938807,0.09416582958774,0.00475601128164807,0.004185402923668276
NG,phi21,strongSN,+-,100,0.3,A,200,-0.1404479899044243,0.955,0.09258780039121679,0.09655958354409787,0.09151636139293275,0.005043222151165122,-0.01404479899044243
NG,phi22,strongSN,+-,100,0.3,A,200,-0.08352176056692615,0.95,0.0988425247374103,0.09729356042358703,0.09302528246855118,0.004268277955035843,-0.03340870422677046
NG,rho,strongSN,+-,100,0.3,A,200,-0.1442333276680785,0.95,0.09208447951023876,0.09195627948541106,0.08128504544965776,0.010671234035753305,-0.04326999830042355
NG,sigma[1],strongSN,+-,100,0.5,A,200,0.005809991703155474,0.91,0.08320728200898123,0.07253503872527063,0.08300419131424265,-0.01046915258897202,0.005809991703155474
NG,sigma[2],strongSN,+-,100,0.5,A,200,0.0027146857348455413,0.88,0.08737964772314026,0.07227988294430605,0.08733746800532471,-0.01505758506101866,0.0027146857348455413
NG,mu[1],strongSN,+-,100,0.5,A,200,6.246336149147355e-4,0.93,0.11406833064628734,0.10345961606352522,0.11406662039912402,-0.010607004335598802,6.246336149147355e-4
NG,mu[2],strongSN,+-,100,0.5,A,200,4.3368881761483727e-4,0.915,0.11066595080997545,0.10305893040351408,0.11066510101511398,-0.007606170611599905,4.3368881761483727e-4
NG,phi11,strongSN,+-,100,0.5,A,200,-0.07365391432681832,0.96,0.10203585533486262,0.10392367737867644,0.09768997859868249,0.006233698779993954,-0.029461565730727328
NG,phi12,strongSN,+-,100,0.5,A,200,-0.2268054341403151,0.965,0.09784966458848525,0.10459969865415546,0.09518481922304257,0.009414879431112883,-0.02268054341403151
NG,phi21,strongSN,+-,100,0.5,A,200,-0.03960721887384501,0.96,0.09825667535784721,0.10419544047747278,0.09817681464840959,0.006018625829063193,-0.003960721887384501
NG,phi22,strongSN,+-,100,0.5,A,200,-0.09713991341929899,0.965,0.10315419239215652,0.10394377967136809,0.09555627328135301,0.008387506390015079,-0.038855965367719604
NG,rho,strongSN,+-,100,0.5,A,200,-0.1395127762745582,0.92,0.09815811037289535,0.08101633988191255,0.06905838794830627,0.011957951933606284,-0.0697563881372791
NG,sigma[1],strongSN,+-,100,0.3,B,200,0.0011443137650832577,0.92,0.08449075591294256,0.07261554223855286,0.08448300646134392,-0.011867464222791058,0.0011443137650832577
NG,sigma[2],strongSN,+-,100,0.3,B,200,0.007915323481193823,0.92,0.07904856490766653,0.07302460153184853,0.07865127632880238,-0.005626674796953848,0.007915323481193823
NG,mu[1],strongSN,+-,100,0.3,B,200,-0.012634765503996271,0.955,0.10519035787498564,0.1026312991982316,0.10442879914337126,-0.001797499945139669,-0.012634765503996271
NG,mu[2],strongSN,+-,100,0.3,B,200,-0.007182208755707459,0.94,0.10550420477364036,0.10336476976266923,0.10525945611823993,-0.0018946863555707044,-0.007182208755707459
NG,phi11,strongSN,+-,100,0.3,B,200,-0.06727851864902737,0.97,0.09055146850015051,0.08863743721276643,0.0826458270475435,0.005991610165222927,-0.03700318525696506
NG,phi12,strongSN,+-,100,0.3,B,200,-0.016913079339933385,0.985,0.10016794373078863,0.10246957455676543,0.10015366408038623,0.0023159104763792043,-0.001691307933993339
NG,phi21,strongSN,+-,100,0.3,B,200,-0.09472221443756884,0.95,0.08818052686864941,0.0896270261956704,0.08767030477734769,0.0019567214183227044,-0.009472221443756885
NG,phi22,strongSN,+-,100,0.3,B,200,-0.15378286958485432,0.955,0.10416400938939661,0.10252388606490082,0.0968094399630779,0.005714446101822909,-0.03844571739621358
NG,rho,strongSN,+-,100,0.3,B,200,-0.12191556255266518,0.93,0.09683233435402079,0.09139742721486802,0.08965932512082009,0.0017381020940479275,-0.03657466876579955
NG,sigma[1],strongSN,+-,100,0.5,B,200,-9.51548468009921e-4,0.92,0.07833066071892215,0.07215417189061396,0.07832488087559356,-0.006170708984979595,-9.51548468009921e-4
NG,sigma[2],strongSN,+-,100,0.5,B,200,-0.004710594648669878,0.885,0.08659877069445686,0.07185798894911993,0.08647055790179131,-0.014612568952671379,-0.004710594648669878
NG,mu[1],strongSN,+-,100,0.5,B,200,-0.00785033323265682,0.92,0.10587936656494971,0.10254629017791823,0.10558793743762228,-0.0030416472597040445,-0.00785033323265682
NG,mu[2],strongSN,+-,100,0.5,B,200,-0.0010431892897970099,0.935,0.109324083758493,0.10225388998129967,0.10931910649899973,-0.0070652165177000625,-0.0010431892897970099
NG,phi11,strongSN,+-,100,0.5,B,200,-0.07156145526250378,0.945,0.09536659213209742,0.09411458666901602,0.08686582599852147,0.007248760670494556,-0.03935880039437708
NG,phi12,strongSN,+-,100,0.5,B,200,0.013327157625417016,0.975,0.098751792364602,0.11025283685175313,0.0987427990484255,0.011510037803327627,0.0013327157625417018
NG,phi21,strongSN,+-,100,0.5,B,200,-0.09646486386874759,0.96,0.09396717366847672,0.09406765940240275,0.09347071748750785,5.969419148948996e-4,-0.009646486386874759
NG,phi22,strongSN,+-,100,0.5,B,200,-0.15046462314367742,0.97,0.10970179948567231,0.10924748362951009,0.10305100501345972,0.006196478616050369,-0.037616155785919356
NG,rho,strongSN,+-,100,0.5,B,200,-0.122525243316019,0.92,0.09052320615735253,0.08050592521990262,0.06664339457586275,0.013862530644039861,-0.06126262165800949
