Model,param,mcmc_status,skew_level,direction,T,rho,VARset,N_valid,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias
NG,sigma[2],Clean,strongSN,++,200,0.3,A,200,0.0022778528171986325,0.93,0.05422848184478538,0.05077029921323957,0.054180620425881044,-0.0034103212126414748
NG,mu[1],Clean,strongSN,++,200,0.3,A,200,-3.476287267628056e-4,0.96,0.06849547168674952,0.07160414526639769,0.06849458953712062,0.0031095557292770692
NG,mu[2],Clean,strongSN,++,200,0.3,A,200,-0.007848796506141276,0.935,0.07307269237602781,0.07173848789139382,0.07264994676176148,-9.114588703676568e-4
NG,phi11,Clean,strongSN,++,200,0.3,A,200,-0.043842536264190386,0.945,0.07111144231514568,0.06897020366153733,0.06891509522860718,5.510843293014822e-5
NG,phi12,Clean,strongSN,++,200,0.3,A,200,-0.06053569051444799,0.945,0.07028985244138342,0.06881357400165225,0.0700286916768466,-0.0012151176751943465
NG,phi21,Clean,strongSN,++,200,0.3,A,200,-0.022981195962613717,0.925,0.0756033379671455,0.06920792495585786,0.07556840184955418,-0.006360476893696329
NG,phi22,Clean,strongSN,++,200,0.3,A,200,-0.05229423966992693,0.965,0.06626548190978228,0.06895185878706543,0.06287737345270364,0.006074485334361793
NG,rho,Clean,strongSN,++,200,0.3,A,200,-0.045425645732030624,0.94,0.06851531829988884,0.06435846877049083,0.0671463685214592,-0.0027878997509683673
SG,omega[1],Clean,strongSN,++,200,0.3,A,163,-0.0318959722928656,0.9202453987730062,0.11964047366977767,0.09745835037362452,0.10757655188283047,-0.010118201509205949
SG,omega[1],Problematic,strongSN,++,200,0.3,A,37,-0.009560003878652008,0.918918918918919,0.09352008848613715,0.09619360338650025,0.09219413385265134,0.003999469533848915
SG,omega[2],Clean,strongSN,++,200,0.3,A,163,-0.026860077128345122,0.9447852760736196,0.09752532807468564,0.09625123329230792,0.0869902138134724,0.009261019478835522
SG,omega[2],Problematic,strongSN,++,200,0.3,A,37,-0.03326664645534797,0.9459459459459459,0.09712815108315154,0.09566169580945352,0.08032494487323684,0.015336750936216684
SG,alpha[1],Clean,strongSN,++,200,0.3,A,163,-0.10336842073741288,0.8895705521472392,2.9962018752769737,3.393084225852746,2.8481113416697323,0.5449728841830135
SG,alpha[1],Problematic,strongSN,++,200,0.3,A,37,0.38822294051046224,0.972972972972973,6.443177171004121,12.144122284164865,5.41354328349953,6.730579000665335
SG,alpha[2],Clean,strongSN,++,200,0.3,A,163,-0.09918443790055298,0.9141104294478528,2.6603550200333212,3.2310508981444515,2.506121916859384,0.7249289812850677
SG,alpha[2],Problematic,strongSN,++,200,0.3,A,37,0.09298827745695917,0.9459459459459459,4.487457973699167,5.415857436951462,4.408728463675079,1.0071289732763828
SG,mu[1],Clean,strongSN,++,200,0.3,A,163,-0.001537129556774958,0.9631901840490797,0.0663910622792587,0.06755240105167071,0.0663732655765414,0.0011791354751293087
SG,mu[1],Problematic,strongSN,++,200,0.3,A,37,-0.010831884634106455,0.918918918918919,0.07484651743876829,0.06809700353744536,0.07405856768791343,-0.005961564150468071
SG,mu[2],Clean,strongSN,++,200,0.3,A,163,-0.004958914652055453,0.9447852760736196,0.06909020249880081,0.0677048867423738,0.06891201090375271,-0.001207124161378914
SG,mu[2],Problematic,strongSN,++,200,0.3,A,37,-0.022879190490178933,0.9459459459459459,0.07560961963228359,0.0669244886366053,0.07206495142198259,-0.005140462785377289
SG,phi11,Clean,strongSN,++,200,0.3,A,163,-0.03733870813233826,0.9631901840490797,0.047056329327852746,0.047516520820403634,0.04462319430310456,0.0028933265172990733
SG,phi11,Problematic,strongSN,++,200,0.3,A,37,-0.017789225071763635,0.972972972972973,0.040919136394917885,0.04337480286866377,0.04029569057258202,0.0030791122960817513
SG,phi12,Clean,strongSN,++,200,0.3,A,163,0.010624461527523854,0.9631901840490797,0.045669663067995976,0.046573451512228733,0.045657303171746544,9.161483404821896e-4
SG,phi12,Problematic,strongSN,++,200,0.3,A,37,-0.03443273519410764,0.972972972972973,0.04024971715556571,0.043788138743610226,0.04010216451232483,0.003685974231285395
SG,phi21,Clean,strongSN,++,200,0.3,A,163,0.00661736268729451,0.9570552147239264,0.0494011545142205,0.04619824173169958,0.049396722284464754,-0.0031984805527651775
SG,phi21,Problematic,strongSN,++,200,0.3,A,37,-0.048249238884669865,0.9459459459459459,0.04882952038938864,0.04424672302764907,0.048590556396569715,-0.004343833368920642
SG,phi22,Clean,strongSN,++,200,0.3,A,163,-0.014727749906475,0.9631901840490797,0.04097507374173511,0.0461707971153926,0.040549372490476375,0.005621424624916223
SG,phi22,Problematic,strongSN,++,200,0.3,A,37,0.01101167993074461,0.9459459459459459,0.04832103070709155,0.045342744512856054,0.0481198594492143,-0.002777114936358245
SG,rho,Clean,strongSN,++,200,0.3,A,163,-0.037745002688117445,0.9631901840490797,0.05947074636667545,0.06347527612229903,0.058382771456107686,0.005092504666191343
SG,rho,Problematic,strongSN,++,200,0.3,A,37,0.0232922666416117,0.918918918918919,0.06939356622242626,0.06271665274460675,0.0690408528437251,-0.0063242000991183545
NG,sigma[1],Clean,extremeCHI,++,200,0.3,A,200,0.012224021398924055,0.6,0.12689686475250553,0.05143230098387158,0.1263067202679823,-0.0748744192841107
NG,sigma[2],Clean,extremeCHI,++,200,0.3,A,200,0.004389965570492379,0.585,0.12281014306252967,0.05091512652915037,0.12273165623150735,-0.07181652970235698
NG,mu[1],Clean,extremeCHI,++,200,0.3,A,200,0.004963656439683052,0.95,0.07164860350029462,0.0724263970166216,0.07147646114834745,9.49935868274146e-4
NG,mu[2],Clean,extremeCHI,++,200,0.3,A,200,0.00419185736218713,0.955,0.07181222626657469,0.07190816996120618,0.07168977732715312,2.1839263405305787e-4
NG,phi11,Clean,extremeCHI,++,200,0.3,A,200,-0.045725006165680045,0.97,0.06539161840464355,0.06813637452013702,0.06278168178188827,0.005354692738248748
NG,phi12,Clean,extremeCHI,++,200,0.3,A,200,-0.0964086590930657,0.965,0.0653160417996243,0.06911885146101912,0.06460061161389294,0.004518239847126182
NG,phi21,Clean,extremeCHI,++,200,0.3,A,200,-0.059142273607586004,0.945,0.06976873848847197,0.0683872960536841,0.06951761492598868,-0.001130318872304581
NG,phi22,Clean,extremeCHI,++,200,0.3,A,200,-0.03969805955702913,0.955,0.06668663457720168,0.06773981150162914,0.06476849142923033,0.0029713200723988087
NG,rho,Clean,extremeCHI,++,200,0.3,A,200,-0.1908655594790859,0.77,0.10636779721091029,0.06681137888095404,0.08964060866553468,-0.022829229784580643
SG,omega[1],Problematic,extremeCHI,++,200,0.3,A,200,NA,NA,NA,0.07229218683443027,0.14334514538596607,-0.0710529585515358
SG,omega[2],Problematic,extremeCHI,++,200,0.3,A,200,NA,NA,NA,0.07215450707762312,0.14406341445597431,-0.07190890737835119
SG,alpha[1],Problematic,extremeCHI,++,200,0.3,A,200,NA,NA,NA,350.85229106325596,89.5334381600884,261.31885290316757
SG,alpha[2],Problematic,extremeCHI,++,200,0.3,A,200,NA,NA,NA,348.4918168904966,90.06101978069026,258.43079710980635
SG,mu[1],Problematic,extremeCHI,++,200,0.3,A,200,0.3345517296648658,0.005,0.35312188245587606,0.057894092061167184,0.11300532751790104,-0.05511123545673386
SG,mu[2],Problematic,extremeCHI,++,200,0.3,A,200,0.3312696475736901,0.015,0.3502531883243693,0.05779401445765026,0.11374408348476535,-0.055950069027115086
SG,phi11,Problematic,extremeCHI,++,200,0.3,A,200,-0.008233141625638474,1,0.0047664068401467,0.00921167795463001,0.003445735741658945,0.005765942212971066
SG,phi12,Problematic,extremeCHI,++,200,0.3,A,200,-0.03305283628150833,1,0.004704174191968013,0.009140291758389955,0.0033472906903727353,0.005793001068017219
SG,phi21,Problematic,extremeCHI,++,200,0.3,A,200,-0.03018663485148685,1,0.004813394962131819,0.009079057926644886,0.0037491921563059414,0.005329865770338944
SG,phi22,Problematic,extremeCHI,++,200,0.3,A,200,-0.006587372054228129,1,0.004493802196806836,0.009021427709817141,0.0036402339060963985,0.005381193803720742
SG,rho,Problematic,extremeCHI,++,200,0.3,A,200,-0.01671123723975116,0.93,0.0467877147751381,0.04142628600843726,0.046518344374796745,-0.005092058366359488
NG,sigma[1],Clean,moderateSN,--,200,0.3,A,200,0.004120415093855636,0.88,0.06389768270090006,0.05077875852295355,0.06376469269116906,-0.012985934168215515
NG,sigma[2],Clean,moderateSN,--,200,0.3,A,200,0.002686658468736567,0.92,0.059007027811891856,0.0507716002534526,0.05894583274045541,-0.00817423248700281
NG,mu[1],Clean,moderateSN,--,200,0.3,A,200,-0.0014144743472089963,0.945,0.07308030218896938,0.07186514798400656,0.0730666122818909,-0.0012014642978843415
NG,mu[2],Clean,moderateSN,--,200,0.3,A,200,-0.0030169684067398823,0.935,0.07275181676862762,0.07175943176017563,0.07268923403619479,-9.298022760191593e-4
NG,phi11,Clean,moderateSN,--,200,0.3,A,200,-0.03067920045375025,0.965,0.0680191626296597,0.06841952939952071,0.0669030070352826,0.0015165223642381181
NG,phi12,Clean,moderateSN,--,200,0.3,A,200,-0.051979354490465056,0.97,0.06862339858110827,0.06919168094055153,0.06842625446339437,7.654264771571606e-4
NG,phi21,Clean,moderateSN,--,200,0.3,A,200,-0.049988711633779215,0.935,0.06980469936647081,0.06867174257156013,0.06962547910596607,-9.537365344059467e-4
NG,phi22,Clean,moderateSN,--,200,0.3,A,200,-0.06295775962139483,0.925,0.0728071627178768,0.0689703852254693,0.06831320680205355,6.571784234157552e-4
NG,rho,Clean,moderateSN,--,200,0.3,A,200,-0.06925860478912092,0.91,0.0740271712371924,0.06468679740728346,0.07105148971710866,-0.006364692309825198
SG,omega[1],Clean,moderateSN,--,200,0.3,A,195,-0.04880808679296639,0.8923076923076924,0.16234107451170557,0.12576146379077693,0.14286833228053694,-0.017106868489760008
SG,omega[1],Problematic,moderateSN,--,200,0.3,A,5,-0.049383028687295785,1,0.09205071882042505,0.11063640452171433,0.04887971941799107,0.061756685103723265
SG,omega[2],Clean,moderateSN,--,200,0.3,A,195,-0.05466411694665689,0.8974358974358975,0.15660459858712078,0.12674390753951367,0.13065231061556123,-0.003908403076047562
SG,omega[2],Problematic,moderateSN,--,200,0.3,A,5,0.024947204063564786,0.8,0.15795274704987694,0.1155485149942171,0.15295874816709168,-0.03741023317287458
SG,alpha[1],Clean,moderateSN,--,200,0.3,A,195,0.11641180688641162,0.8717948717948718,1.351687420163926,1.1726428915369809,1.2689489908221143,-0.09630609928513345
SG,alpha[1],Problematic,moderateSN,--,200,0.3,A,5,0.0023010477596226335,1,1.2493844450192628,1.3238676898053423,1.2493505410105759,0.07451714879476645
SG,alpha[2],Clean,moderateSN,--,200,0.3,A,195,0.13515578974630532,0.8871794871794871,1.4140264347490774,1.1645187896097775,1.3065976267152895,-0.14207883710551195
SG,alpha[2],Problematic,moderateSN,--,200,0.3,A,5,-1.0243197092965943,0.8,9.543853639567098,6.616225184287757,8.619596766892451,-2.0033715826046947
SG,mu[1],Clean,moderateSN,--,200,0.3,A,195,9.667714254785408e-4,0.958974358974359,0.07180187714353066,0.0698863264228941,0.07179536833491104,-0.0019090419120169483
SG,mu[1],Problematic,moderateSN,--,200,0.3,A,5,0.003138454147408308,1,0.08431900549819317,0.06851073971711648,0.0842605767471891,-0.015749837030072628
SG,mu[2],Clean,moderateSN,--,200,0.3,A,195,-0.0013433625053997163,0.9333333333333333,0.07075092168860811,0.06964582325783421,0.07073816718693413,-0.0010923439290999176
SG,mu[2],Problematic,moderateSN,--,200,0.3,A,5,-0.012496499842882708,0.8,0.09501190310167101,0.07196283304353471,0.09418651295529606,-0.022223679911761357
SG,phi11,Clean,moderateSN,--,200,0.3,A,195,-0.02038841511297684,0.958974358974359,0.0567610230040294,0.05884309064118926,0.05617209037531811,0.0026710002658711512
SG,phi11,Problematic,moderateSN,--,200,0.3,A,5,0.030646131599687598,1,0.04274540741601402,0.05904220895162749,0.040949971844153533,0.018092237107473957
SG,phi12,Clean,moderateSN,--,200,0.3,A,195,-0.05407300347409732,0.9641025641025641,0.05773960057169202,0.05918463705327097,0.05748584675493126,0.0016987902983397127
SG,phi12,Problematic,moderateSN,--,200,0.3,A,5,-0.316213596620591,1,0.06599965632600911,0.05299454340443736,0.05793137533559872,-0.004936831931161366
SG,phi21,Clean,moderateSN,--,200,0.3,A,195,-0.03373135430934246,0.9487179487179487,0.057714865877440756,0.058806095640985385,0.05761621039790409,0.0011898852430812928
SG,phi21,Problematic,moderateSN,--,200,0.3,A,5,0.28486040479756675,0.8,0.07607626423573229,0.05433926901308475,0.07054178533217474,-0.01620251631908999
SG,phi22,Clean,moderateSN,--,200,0.3,A,195,-0.053139552839942185,0.9333333333333333,0.0606862198327494,0.05925664277474274,0.05684195057722901,0.0024146921975137306
SG,phi22,Problematic,moderateSN,--,200,0.3,A,5,-0.15200015095771935,0.8,0.08681210731796282,0.05147655637746177,0.06196526958222953,-0.010488713204767762
SG,rho,Clean,moderateSN,--,200,0.3,A,195,-0.05119448921932182,0.9384615384615385,0.06987774865506156,0.06385974181659455,0.06816906147015304,-0.004309319653558491
SG,rho,Problematic,moderateSN,--,200,0.3,A,5,-0.06623153975464983,1,0.027033695820430494,0.06505431213557408,0.01833098994782067,0.04672332218775341
NG,sigma[1],Clean,strongSN,--,200,0.3,A,200,0.005654074035607678,0.925,0.05665539174552785,0.05093989909519032,0.05637255414329825,-0.005432655048107929
NG,sigma[2],Clean,strongSN,--,200,0.3,A,200,-7.71361432201305e-5,0.875,0.06487890812100047,0.05060630526335451,0.06487886226644722,-0.014272557003092712
NG,mu[1],Clean,strongSN,--,200,0.3,A,200,0.003584536232877386,0.935,0.08078227247150492,0.0721946080595429,0.08070270531807253,-0.00850809725852962
NG,mu[2],Clean,strongSN,--,200,0.3,A,200,4.3913676505518296e-4,0.925,0.07763307438642975,0.0717182222127154,0.07763183237300605,-0.0059136101602906554
NG,phi11,Clean,strongSN,--,200,0.3,A,200,-0.05764791165766751,0.925,0.07481222695241449,0.06886449575645492,0.0711698266586419,-0.0023053309021869722
NG,phi12,Clean,strongSN,--,200,0.3,A,200,0.04690388197212564,0.925,0.07534932825899568,0.06919755979036775,0.07520320157839913,-0.006005641788031382
NG,phi21,Clean,strongSN,--,200,0.3,A,200,-0.09827888212624725,0.97,0.06621572914734047,0.06866889396318795,0.06548232891241809,0.003186565050769863
NG,phi22,Clean,strongSN,--,200,0.3,A,200,-0.021424065077248127,0.96,0.06821746968119331,0.06856109456797783,0.06767706169297735,8.840328750004817e-4
NG,rho,Clean,strongSN,--,200,0.3,A,200,-0.056144435563965714,0.925,0.06867403402470547,0.06447932478119107,0.06657646101434603,-0.002097136233154953
SG,omega[1],Clean,strongSN,--,200,0.3,A,165,-0.02439826194441904,0.9393939393939394,0.09926201825238813,0.09661018374717205,0.09082430827113572,0.005785875476036331
SG,omega[1],Problematic,strongSN,--,200,0.3,A,35,-0.022171323169110583,0.9428571428571428,0.11428361792402149,0.09550393267561948,0.10833410825847724,-0.012830175582857761
SG,omega[2],Clean,strongSN,--,200,0.3,A,165,-0.02942641050789087,0.8787878787878788,0.11757791500795055,0.09722922348575895,0.10719828317036753,-0.00996905968460858
SG,omega[2],Problematic,strongSN,--,200,0.3,A,35,-0.014321584002898603,0.9142857142857143,0.10924885494889872,0.0963804243625443,0.10668962230157544,-0.010309197939031137
SG,alpha[1],Clean,strongSN,--,200,0.3,A,165,0.09517993971928883,0.8666666666666667,2.7807950120550493,3.2604408814234813,2.64556685875596,0.6148740226675211
SG,alpha[1],Problematic,strongSN,--,200,0.3,A,35,-0.40838558844150374,0.9142857142857143,7.698630080357714,9.73011105560238,6.76460074339978,2.9655103122026008
SG,alpha[2],Clean,strongSN,--,200,0.3,A,165,0.10672767080357974,0.8787878787878788,2.8308688650203764,3.281313074540242,2.6629239715046342,0.6183891030356077
SG,alpha[2],Problematic,strongSN,--,200,0.3,A,35,-0.4441794169715685,0.9714285714285714,8.139248359429287,10.094418026643133,7.089882942976911,3.004535083666222
SG,mu[1],Clean,strongSN,--,200,0.3,A,165,-0.0011304997579902546,0.9272727272727272,0.07390089376164849,0.06788943753705685,0.07389224633929896,-0.0060028088022421044
SG,mu[1],Problematic,strongSN,--,200,0.3,A,35,0.029781833841800314,0.9142857142857143,0.08497088031648449,0.06730017484702663,0.07958073180599516,-0.012280556958968528
SG,mu[2],Clean,strongSN,--,200,0.3,A,165,-0.002371152424607798,0.9393939393939394,0.0719724034878262,0.06760149771157047,0.0719333337194498,-0.004331836007879328
SG,mu[2],Problematic,strongSN,--,200,0.3,A,35,0.02707525876600193,0.9142857142857143,0.07051935421519041,0.06774995061156422,0.06511458885443054,0.002635361757133678
SG,phi11,Clean,strongSN,--,200,0.3,A,165,-0.028933071115539222,0.9636363636363636,0.04353464680347388,0.04615515232310652,0.041968152873755625,0.004186999449350894
SG,phi11,Problematic,strongSN,--,200,0.3,A,35,-0.035874650723576346,0.9428571428571428,0.039444615192663575,0.042800568000145055,0.036741790611933035,0.006058777388212019
SG,phi12,Clean,strongSN,--,200,0.3,A,165,-4.85602951921766e-4,0.9515151515151515,0.04450314941528709,0.04671901236199353,0.04450312292162313,0.0022158894403703985
SG,phi12,Problematic,strongSN,--,200,0.3,A,35,0.013861037308392877,0.9142857142857143,0.04402907609720238,0.041735767148259856,0.04400725233891104,-0.002271485190651186
SG,phi21,Clean,strongSN,--,200,0.3,A,165,-0.05046748253251763,0.9818181818181818,0.04108503665874043,0.046202843121671104,0.040773895684841605,0.0054289474368295
SG,phi21,Problematic,strongSN,--,200,0.3,A,35,-0.0287657299998009,1,0.036668497568905396,0.04205695417749065,0.03655549263430335,0.0055014615431873
SG,phi22,Clean,strongSN,--,200,0.3,A,165,-0.010402469602350426,0.9878787878787879,0.04349901546546466,0.047113782313999826,0.043299544185271537,0.0038142381287282895
SG,phi22,Problematic,strongSN,--,200,0.3,A,35,-0.00913157388145584,0.9142857142857143,0.042698528299572755,0.042478427352314524,0.04254201001717029,-6.358266485576719e-5
SG,rho,Clean,strongSN,--,200,0.3,A,165,-0.02174391026461137,0.9454545454545454,0.0598597997042679,0.06308156540399075,0.059503309434110294,0.003578255969880456
SG,rho,Problematic,strongSN,--,200,0.3,A,35,-0.04880777053454726,0.8857142857142857,0.07855021549621784,0.06339601110193928,0.07717343126162325,-0.013777420159683973
NG,sigma[1],Clean,extremeCHI,--,200,0.3,A,200,0.0038479896439816905,0.57,0.12504031311178868,0.050897192387574376,0.12498109008483628,-0.0740838976972619
NG,sigma[2],Clean,extremeCHI,--,200,0.3,A,200,1.0234467628235387e-4,0.525,0.13805367876765623,0.05076561809367864,0.13805364083156393,-0.0872880227378853
NG,mu[1],Clean,extremeCHI,--,200,0.3,A,200,-0.004438571754713774,0.935,0.07648165532237754,0.07204694911827597,0.07635275163102648,-0.004305802512750506
NG,mu[2],Clean,extremeCHI,--,200,0.3,A,200,0.0017656982737199861,0.905,0.0810382584882292,0.07170733445901144,0.0810190202879005,-0.009311685828889069
NG,phi11,Clean,extremeCHI,--,200,0.3,A,200,-0.04444950500460092,0.95,0.06973181966307168,0.06751095395078446,0.06742703696810726,8.391698267720682e-5
NG,phi12,Clean,extremeCHI,--,200,0.3,A,200,0.004666226740854998,0.95,0.07616208996760909,0.06910990557704755,0.0761606605244086,-0.007050754947361057
NG,phi21,Clean,extremeCHI,--,200,0.3,A,200,-0.040954002960093015,0.96,0.0655604024947792,0.06817257466771183,0.06543236257153563,0.0027402120961761978
NG,phi22,Clean,extremeCHI,--,200,0.3,A,200,-0.05033593569302759,0.965,0.06935753465250497,0.06780670773679731,0.0663707359122875,0.0014359718245098158
NG,rho,Clean,extremeCHI,--,200,0.3,A,200,-0.20440188493914965,0.765,0.10576761240913782,0.06707356199861031,0.08617758457817579,-0.019104022579565477
SG,omega[1],Problematic,extremeCHI,--,200,0.3,A,200,NA,NA,NA,0.07185697143585837,0.146915527605385,-0.07505855616952664
SG,omega[2],Problematic,extremeCHI,--,200,0.3,A,200,NA,NA,NA,0.07141774914524839,0.16107312232497142,-0.08965537317972304
SG,alpha[1],Problematic,extremeCHI,--,200,0.3,A,200,NA,NA,NA,320.6865987822345,76.6288813223713,244.05771745986323
SG,alpha[2],Problematic,extremeCHI,--,200,0.3,A,200,NA,NA,NA,381.2466783666878,135.6865162726977,245.56016209399007
SG,mu[1],Problematic,extremeCHI,--,200,0.3,A,200,-0.32884871565236684,0.015,0.34873642270431515,0.057548608808279035,0.11608451548071153,-0.05853590667243249
SG,mu[2],Problematic,extremeCHI,--,200,0.3,A,200,-0.32226743761983356,0.02,0.34664772606322525,0.057182967634965,0.1277041292783892,-0.0705211616434242
SG,phi11,Problematic,extremeCHI,--,200,0.3,A,200,-0.007044895783597211,1,0.004545871426136384,0.009297411629802764,0.0035670797533394077,0.005730331876463357
SG,phi12,Problematic,extremeCHI,--,200,0.3,A,200,-0.025612235719411285,1,0.004405745788357423,0.009334771369860252,0.0035847914536500315,0.005749979916210221
SG,phi21,Problematic,extremeCHI,--,200,0.3,A,200,-0.02752074592510784,1,0.004282949812432391,0.009141198784464932,0.003281728893902004,0.005859469890562928
SG,phi22,Problematic,extremeCHI,--,200,0.3,A,200,-0.008423159869426733,1,0.005099004379621672,0.009525722376854147,0.0038272583024475436,0.005698464074406604
SG,rho,Problematic,extremeCHI,--,200,0.3,A,200,-0.03367672639623977,0.89,0.05204772906698682,0.04162945569351794,0.051057762680726794,-0.009428306987208854
NG,sigma[1],Clean,moderateSN,+-,200,0.3,A,200,0.0033259476537138566,0.915,0.05732020703551996,0.050763196395350554,0.057223633289049614,-0.006460436893699059
NG,sigma[2],Clean,moderateSN,+-,200,0.3,A,200,-3.9517957199693214e-5,0.905,0.06037804377274452,0.050608923250041835,0.060378030840318994,-0.00976910759027716
NG,mu[1],Clean,moderateSN,+-,200,0.3,A,200,0.006072667181741823,0.945,0.07710586438084997,0.07192449170127366,0.07686635827992519,-0.0049418665786515326
NG,mu[2],Clean,moderateSN,+-,200,0.3,A,200,0.0030090737364897794,0.935,0.07535016445722541,0.07168374903094935,0.0752900575041571,-0.0036063084732077533
NG,phi11,Clean,moderateSN,+-,200,0.3,A,200,-0.042992845434438536,0.94,0.07126013398414693,0.06855314402512393,0.0691539234900714,-6.00779464947479e-4
NG,phi12,Clean,moderateSN,+-,200,0.3,A,200,-0.10866106033243637,0.945,0.06875450904039858,0.06880320194477624,0.06789042828750277,9.127736572734635e-4
NG,phi21,Clean,moderateSN,+-,200,0.3,A,200,0.024382058958869104,0.93,0.06782081717175842,0.06838473575072979,0.06777697539617966,6.077603545501242e-4
NG,phi22,Clean,moderateSN,+-,200,0.3,A,200,-0.0625747738430125,0.915,0.07859234116046655,0.0682610456380222,0.07450006521904863,-0.006239019581026434
NG,rho,Clean,moderateSN,+-,200,0.3,A,200,-0.12258436810368174,0.915,0.07279739562758274,0.06519713878987066,0.06282545147354451,0.002371687316326143
SG,omega[1],Clean,moderateSN,+-,200,0.3,A,194,-0.052832768100816545,0.8865979381443299,0.17145567474937282,0.1275954128249658,0.1497772275620194,-0.02218181473705358
SG,omega[1],Problematic,moderateSN,+-,200,0.3,A,6,-0.05852900734366916,1,0.1293719472242266,0.1322745748164504,0.09050242898803287,0.04177214582841754
SG,omega[2],Clean,moderateSN,+-,200,0.3,A,194,-0.047717850788964136,0.8969072164948454,0.15798125063840995,0.12102543391054932,0.13884292496712392,-0.017817491056574597
SG,omega[2],Problematic,moderateSN,+-,200,0.3,A,6,-0.06478227649415552,1,0.11609811757115966,0.11168260570335825,0.05485070245480296,0.05683190324855529
SG,alpha[1],Clean,moderateSN,+-,200,0.3,A,194,-0.11689603936098504,0.8608247422680413,1.4522001475950244,1.219346005668418,1.3748637475700825,-0.15551774190166445
SG,alpha[1],Problematic,moderateSN,+-,200,0.3,A,6,-0.19604496220083334,1,1.1469319280407073,1.0937219548844512,0.836967629176873,0.2567543257075783
SG,alpha[2],Clean,moderateSN,+-,200,0.3,A,194,0.08500380279503296,0.9175257731958762,1.354973181128164,1.1979337378539696,1.3116180761725977,-0.11368433831862812
SG,alpha[2],Problematic,moderateSN,+-,200,0.3,A,6,-0.010842061049463817,1,1.215029538202839,1.33880774783072,1.2142553166861572,0.12455243114456294
SG,mu[1],Clean,moderateSN,+-,200,0.3,A,194,0.005236538361755412,0.9329896907216495,0.07745029970185946,0.0700746368857972,0.077273071570203,-0.0071984346844057995
SG,mu[1],Problematic,moderateSN,+-,200,0.3,A,6,-0.002016792832665671,1,0.06846376531962994,0.06962836813437787,0.06843405371897439,0.0011943144154034774
SG,mu[2],Clean,moderateSN,+-,200,0.3,A,194,0.0024823132004181676,0.9329896907216495,0.07461014591562043,0.06973678297218817,0.07456884064222268,-0.004832057670034501
SG,mu[2],Problematic,moderateSN,+-,200,0.3,A,6,0.03712944069525045,1,0.0680848734151256,0.06647023916985557,0.05706973472526008,0.009400504444595496
SG,phi11,Clean,moderateSN,+-,200,0.3,A,194,-0.03428186692173648,0.9536082474226805,0.05935461083046746,0.05859400526004212,0.05774885629078641,8.451489692557074e-4
SG,phi11,Problematic,moderateSN,+-,200,0.3,A,6,-0.059742475077219866,1,0.05292268221662596,0.05950786104538291,0.047220166883076765,0.012287694162306143
SG,phi12,Clean,moderateSN,+-,200,0.3,A,194,-0.05467759685698424,0.9484536082474226,0.0575887311452375,0.058520177918226356,0.05732857541346984,0.0011916025047565143
SG,phi12,Problematic,moderateSN,+-,200,0.3,A,6,0.16503661862403665,1,0.06663032875276481,0.06452260459406486,0.06455408472616554,-3.1480132100678015e-5
SG,phi21,Clean,moderateSN,+-,200,0.3,A,194,-0.025085287647445487,0.9432989690721649,0.05828475879912499,0.057380910150982053,0.058230751254887886,-8.498411039058323e-4
SG,phi21,Problematic,moderateSN,+-,200,0.3,A,6,0.14444977456356548,1,0.03985172937883342,0.054227015326255686,0.03714166071635901,0.01708535460989668
SG,phi22,Clean,moderateSN,+-,200,0.3,A,194,-0.04026739219053051,0.9226804123711341,0.06300001326263073,0.057653798131423004,0.06090621980782823,-0.003252421676405229
SG,phi22,Problematic,moderateSN,+-,200,0.3,A,6,-0.069611875450224,1,0.05387649112876947,0.056644205305018396,0.04612316320198318,0.010521042103035214
SG,rho,Clean,moderateSN,+-,200,0.3,A,194,-0.08740372265690033,0.9226804123711341,0.06928471535582384,0.06419815627826492,0.06413130916995177,6.6847108313145e-5
SG,rho,Problematic,moderateSN,+-,200,0.3,A,6,-0.1512726211472641,0.8333333333333334,0.0845653968229673,0.06498282299466807,0.07135684836115729,-0.006374025366489219
NG,sigma[1],Clean,strongSN,+-,200,0.3,A,200,0.007631319371563338,0.895,0.06305114644711989,0.05103152774243406,0.062587618847064,-0.011556091104629941
NG,sigma[2],Clean,strongSN,+-,200,0.3,A,200,0.008357798916002909,0.86,0.06319416629583068,0.05101841916793498,0.06263904414264926,-0.011620624974714278
NG,mu[1],Clean,strongSN,+-,200,0.3,A,200,0.009646276913958375,0.96,0.07724522276631074,0.07216798716547941,0.07664054920155651,-0.004472562036077099
NG,mu[2],Clean,strongSN,+-,200,0.3,A,200,-0.003988868167386338,0.94,0.07235606788912322,0.07233024835583679,0.07224603443178469,8.421392405209838e-5
NG,phi11,Clean,strongSN,+-,200,0.3,A,200,-0.03625728448754485,0.97,0.06728232106172256,0.06839046737619733,0.06570065615278887,0.0026898112234084587
NG,phi12,Clean,strongSN,+-,200,0.3,A,200,-0.1002180738834422,0.94,0.06707910761461384,0.06852071021217263,0.06632623956658386,0.002194470645588767
NG,phi21,Clean,strongSN,+-,200,0.3,A,200,0.03141776356474624,0.97,0.06350382520734245,0.06874289802873465,0.06342605976482064,0.005316838263914006
