condition_id,Model,param,T,theta,VARset,N_valid,N_truth_avail,mean_bias,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias,mean_n_div,prop_div,mean_rhat
2,NC (Clayton copula),theta,100,0.5,A,200,200,0.03458860754777716,0.06917721509555431,0.96,0.1766887110214823,0.1717275371270021,0.17327010368306106,-0.00154256655605897,0,0,1.0012114239881695
2,NG (Gaussian copula),mu[1],100,0.5,A,200,200,0.01873204700869532,0.01873204700869532,0.94,0.11361424287332628,0.1037815642762324,0.11205938871216102,-0.00827782443592863,0,0,1.0010684649864765
2,NG (Gaussian copula),mu[2],100,0.5,A,200,200,0.01722276458901013,0.01722276458901013,0.935,0.1129063694065137,0.1032285294715692,0.1115850555964896,-0.00835652612492041,0,0,1.0010684649864765
2,NG (Gaussian copula),phi11,100,0.5,A,200,200,-0.04679512889310151,-0.11698782223275378,0.93,0.1143414395020649,0.09852504555953112,0.10432727687082792,-0.00580223131129681,0,0,1.0010684649864765
2,NG (Gaussian copula),phi12,100,0.5,A,200,200,-9.244496641906483e-5,-9.244496641906482e-4,0.95,0.10065446376057181,0.0992878848575477,0.10065442130804016,-0.00136653645049246,0,0,1.0010684649864765
2,NG (Gaussian copula),phi21,100,0.5,A,200,200,-0.01152746348960501,-0.11527463489605008,0.975,0.10012555498882851,0.09842716071584372,0.09945976245355076,-0.00103260173770702,0,0,1.0010684649864765
2,NG (Gaussian copula),phi22,100,0.5,A,200,200,-0.04038084987041675,-0.10095212467604188,0.955,0.09966815964013079,0.0986772217902438,0.09112150684549428,0.00755571494474952,0,0,1.0010684649864765
2,NG (Gaussian copula),rho,100,0.5,A,200,0,NA,NA,NA,NA,0.08999796110275225,0.09634953511397068,-0.00635157401121841,0,0,1.0010684649864765
2,NG (Gaussian copula),sigma[1],100,0.5,A,200,200,0.01045226363446207,0.01045226363446207,0.935,0.07704870267290634,0.07311206557256164,0.07633644456282744,-0.0032243789902658,0,0,1.0010684649864765
2,NG (Gaussian copula),sigma[2],100,0.5,A,200,200,0.00592033163301077,0.00592033163301077,0.945,0.07267102450776361,0.07286779859926072,0.07242946552586972,4.383330733910007e-4,0,0,1.0010684649864765
3,NC (Clayton copula),mu[1],200,0.5,A,200,200,-0.00366706114559488,-0.00366706114559488,0.945,0.07716245557031863,0.07174812921806893,0.07707526978347766,-0.00532714056540872,0,0,1.0010879241196218
3,NC (Clayton copula),mu[2],200,0.5,A,200,200,0.001213324496197,0.001213324496197,0.97,0.06821629770565826,0.07166467094968906,0.0682055064956923,0.00345916445399675,0,0,1.0010879241196218
3,NC (Clayton copula),phi11,200,0.5,A,200,200,-0.01508011643999393,-0.03770029109998484,0.97,0.06172895113429028,0.0674907965390118,0.05985861254903777,0.00763218398997402,0,0,1.0010879241196218
3,NC (Clayton copula),phi12,200,0.5,A,200,200,0.00225560079283271,0.02255600792832713,0.93,0.06841356695628402,0.06779281067860772,0.06837637317630506,-5.835624976973375e-4,0,0,1.0010879241196218
3,NC (Clayton copula),phi21,200,0.5,A,200,200,-0.00178496603051911,-0.01784966030519113,0.965,0.06389721405094473,0.06734615431519961,0.06387227770905106,0.00347387660614854,0,0,1.0010879241196218
3,NC (Clayton copula),phi22,200,0.5,A,200,200,-0.01585125761083397,-0.03962814402708493,0.94,0.06942994313113822,0.06747938360121358,0.06759626199242133,-1.1687839120774755e-4,0,0,1.0010879241196218
3,NC (Clayton copula),sigma[1],200,0.5,A,200,200,0.00527620821106914,0.00527620821106914,0.94,0.0532005229771339,0.05005796319256792,0.05293824016676413,-0.00288027697419621,0,0,1.0010879241196218
3,NC (Clayton copula),sigma[2],200,0.5,A,200,200,0.00522158592614589,0.00522158592614589,0.93,0.05008697607674457,0.05025960322937112,0.0498140563789806,4.455468503905269e-4,0,0,1.0010879241196218
3,NC (Clayton copula),theta,200,0.5,A,200,200,0.02111721606165104,0.04223443212330209,0.965,0.11720321060321952,0.1231045927492028,0.11528510641669276,0.00781948633251006,0,0,1.0010879241196218
3,NG (Gaussian copula),mu[1],200,0.5,A,200,200,-0.00161159948804704,-0.00161159948804704,0.935,0.07725449584033323,0.07187224186974267,0.07723768429098707,-0.00536544242124439,0,0,1.0010435347814808
3,NG (Gaussian copula),mu[2],200,0.5,A,200,200,0.00370705451887303,0.00370705451887303,0.965,0.06873185137960201,0.07191482633320706,0.06863180852098975,0.0032830178122173,0,0,1.0010435347814808
3,NG (Gaussian copula),phi11,200,0.5,A,200,200,-0.01457020701706022,-0.03642551754265055,0.965,0.06348858262255999,0.06944803710313376,0.06179408702215476,0.00765395008097899,0,0,1.0010435347814808
3,NG (Gaussian copula),phi12,200,0.5,A,200,200,0.00118663518069905,0.01186635180699057,0.93,0.06881359915131234,0.0697850487700591,0.06880336710587223,9.816816641868703e-4,0,0,1.0010435347814808
3,NG (Gaussian copula),phi21,200,0.5,A,200,200,-9.455974352829392e-4,-0.00945597435282938,0.975,0.06400669150423446,0.06949543766053484,0.06399970627126836,0.00549573138926648,0,0,1.0010435347814808
3,NG (Gaussian copula),phi22,200,0.5,A,200,200,-0.01735906116796694,-0.04339765291991736,0.935,0.07128167976910506,0.06948153914593945,0.06913566999799758,3.4586914794186574e-4,0,0,1.0010435347814808
3,NG (Gaussian copula),rho,200,0.5,A,200,0,NA,NA,NA,NA,0.0633850203597377,0.07103985016735002,-0.00765482980761232,0,0,1.0010435347814808
3,NG (Gaussian copula),sigma[1],200,0.5,A,200,200,0.00412384300388565,0.00412384300388565,0.935,0.054618598520809976,0.05080224118876363,0.05446269570317585,-0.00366045451441222,0,0,1.0010435347814808
3,NG (Gaussian copula),sigma[2],200,0.5,A,200,200,0.00351781139345732,0.00351781139345732,0.935,0.05081663929709689,0.05074900441891288,0.05069473180174952,5.427261716336312e-5,0,0,1.0010435347814808
4,NC (Clayton copula),mu[1],50,1,A,200,200,0.013426311743389,0.013426311743389,0.925,0.16835739375101774,0.1474093837093085,0.1678211732279469,-0.02041178951863839,0,0,1.001625872861339
4,NC (Clayton copula),mu[2],50,1,A,200,200,0.00821772132886923,0.00821772132886923,0.93,0.16773267906466158,0.14792557320205765,0.1675312528526239,-0.01960567965056628,0,0,1.001625872861339
4,NC (Clayton copula),phi11,50,1,A,200,200,-0.07023869077616382,-0.17559672694040954,0.965,0.14109252944700287,0.14368654736100683,0.1223667772878072,0.02131977007319964,0,0,1.001625872861339
4,NC (Clayton copula),phi12,50,1,A,200,200,0.00860774472081269,0.08607744720812695,0.98,0.131238976649577,0.1434806700922173,0.13095638862938128,0.01252428146283601,0,0,1.001625872861339
4,NC (Clayton copula),phi21,50,1,A,200,200,-0.001905311657131,-0.01905311657131006,0.965,0.13986626554551032,0.145021353375204,0.13985328750206916,0.00516806587313484,0,0,1.001625872861339
4,NC (Clayton copula),phi22,50,1,A,200,200,-0.07886428781940048,-0.1971607195485012,0.955,0.15435371662666775,0.1447597520392001,0.1326856960761197,0.01207405596308039,0,0,1.001625872861339
4,NC (Clayton copula),sigma[1],50,1,A,200,200,0.00251198629338714,0.00251198629338714,0.955,0.09720960639231405,0.10129264240425216,0.09717714494576622,0.00411549745848592,0,0,1.001625872861339
4,NC (Clayton copula),sigma[2],50,1,A,200,200,0.00523421497246171,0.00523421497246171,0.98,0.09588093061022399,0.10130637012179453,0.09573795406370791,0.00556841605808658,0,0,1.001625872861339
4,NC (Clayton copula),theta,50,1,A,200,200,-0.01329238069494411,-0.01329238069494411,0.975,0.3186023292754968,0.3410997753091985,0.31832492336484236,0.02277485194435613,0,0,1.001625872861339
4,NG (Gaussian copula),mu[1],50,1,A,200,200,0.01400401776558215,0.01400401776558215,0.92,0.17382574373718082,0.1482702996911115,0.1732607187801243,-0.02499041908901281,0,0,1.0014292712758164
4,NG (Gaussian copula),mu[2],50,1,A,200,200,0.01036191823182988,0.01036191823182988,0.915,0.17172651518966667,0.14917339013575415,0.17141361284840737,-0.02224022271265319,0,0,1.0014292712758164
4,NG (Gaussian copula),phi11,50,1,A,200,200,-0.08066027085162635,-0.20165067712906584,0.96,0.15163207568881665,0.14991802380617622,0.12839862570853824,0.02151939809763797,0,0,1.0014292712758164
4,NG (Gaussian copula),phi12,50,1,A,200,200,0.0112765550321871,0.112765550321871,0.965,0.1363541064560967,0.15037162762013037,0.13588701797466382,0.01448460964546655,0,0,1.0014292712758164
4,NG (Gaussian copula),phi21,50,1,A,200,200,-0.00487509949407845,-0.04875099494078454,0.97,0.14452099056139903,0.1515822112025531,0.14443874174808788,0.00714346945446522,0,0,1.0014292712758164
4,NG (Gaussian copula),phi22,50,1,A,200,200,-0.08483185795093427,-0.2120796448773357,0.965,0.16174038960306017,0.1507857826748695,0.13770805897093388,0.01307772370393561,0,0,1.0014292712758164
4,NG (Gaussian copula),rho,50,1,A,200,0,NA,NA,NA,NA,0.11277227101330956,0.1255856728705869,-0.01281340185727733,0,0,1.0014292712758164
4,NG (Gaussian copula),sigma[1],50,1,A,200,200,-0.00285240981568356,-0.00285240981568356,0.94,0.10013415687957167,0.10349638583065116,0.10009352192937394,0.00340286390127722,0,0,1.0014292712758164
4,NG (Gaussian copula),sigma[2],50,1,A,200,200,0.00356194694654544,0.00356194694654544,0.97,0.09953617065694415,0.10409646984577518,0.09947241729745138,0.0046240525483238,0,0,1.0014292712758164
5,NC (Clayton copula),mu[1],100,1,A,200,200,-0.00283058344641768,-0.00283058344641768,0.925,0.10922267343443473,0.10201964222880185,0.10918598897989631,-0.00716634675109448,0,0,1.0014473089791565
5,NC (Clayton copula),mu[2],100,1,A,200,200,0.0014736163604163,0.0014736163604163,0.92,0.1094621272689317,0.10223638820445828,0.10945220765732463,-0.00721581945286638,0,0,1.0014473089791565
5,NC (Clayton copula),phi11,100,1,A,200,200,-0.02347836864163623,-0.05869592160409057,0.97,0.09404959847442537,0.10022712157051789,0.09107191213062382,0.00915520943989406,0,0,1.0014473089791565
5,NC (Clayton copula),phi12,100,1,A,200,200,-4.4271355864876675e-4,-0.00442713558648766,0.945,0.09503849550443207,0.1005183890226918,0.09503746436248676,0.00548092466020505,0,0,1.0014473089791565
5,NC (Clayton copula),phi21,100,1,A,200,200,-0.00452683420190666,-0.04526834201906666,0.94,0.10361294119591252,0.10046443697987194,0.10351400560009295,-0.00304956862022103,0,0,1.0014473089791565
5,NC (Clayton copula),phi22,100,1,A,200,200,-0.03502983957333421,-0.08757459893333551,0.97,0.09720457529217424,0.10093717188201552,0.09067325844590808,0.01026391343610744,0,0,1.0014473089791565
5,NC (Clayton copula),sigma[1],100,1,A,200,200,0.00379070255977355,0.00379070255977355,0.965,0.07007700360121982,0.06987187293169804,0.06997440251855461,-1.0252958685656732e-4,0,0,1.0014473089791565
5,NC (Clayton copula),sigma[2],100,1,A,200,200,0.00580843053487654,0.00580843053487654,0.945,0.07266238892344551,0.06999600333203021,0.07242986192713313,-0.00243385859510292,0,0,1.0014473089791565
5,NC (Clayton copula),theta,100,1,A,200,200,-0.02395610768716072,-0.02395610768716072,0.955,0.22204677881088494,0.2382004897286094,0.22075071208213853,0.01744977764647087,0,0,1.0014473089791565
5,NG (Gaussian copula),mu[1],100,1,A,200,200,-0.00221574547032732,-0.00221574547032732,0.92,0.10973046234856777,0.10284691453598652,0.10970808921515848,-0.00686117467917193,0,0,1.00126774749888
5,NG (Gaussian copula),mu[2],100,1,A,200,200,0.00216328245414976,0.00216328245414976,0.92,0.11206343440258054,0.10305362725103227,0.1120425523590258,-0.00898892510799352,0,0,1.00126774749888
5,NG (Gaussian copula),phi11,100,1,A,200,200,-0.02986488312622502,-0.07466220781556256,0.96,0.10360850526563391,0.10605218497615276,0.09921094253778567,0.00684124243836706,0,0,1.00126774749888
5,NG (Gaussian copula),phi12,100,1,A,200,200,0.00319343299437713,0.03193432994377133,0.945,0.10662254016122635,0.10673163363973504,0.1065747064558132,1.5692718392183724e-4,0,0,1.00126774749888
5,NG (Gaussian copula),phi21,100,1,A,200,200,-0.00757251789387963,-0.07572517893879638,0.94,0.11105503499605099,0.1063498622524114,0.11079656028379664,-0.00444669803138522,0,0,1.00126774749888
5,NG (Gaussian copula),phi22,100,1,A,200,200,-0.03387716924758011,-0.08469292311895026,0.97,0.10377464934630741,0.106594355175937,0.09808932281711336,0.00850503235882364,0,0,1.00126774749888
5,NG (Gaussian copula),rho,100,1,A,200,0,NA,NA,NA,NA,0.07781666652987573,0.07856549955349139,-7.488330236156554e-4,0,0,1.00126774749888
5,NG (Gaussian copula),sigma[1],100,1,A,200,200,0.00286716110092948,0.00286716110092948,0.965,0.0724214554404158,0.07225836491535889,0.07236467781541936,-1.063129000604679e-4,0,0,1.00126774749888
5,NG (Gaussian copula),sigma[2],100,1,A,200,200,0.00461958810992359,0.00461958810992359,0.945,0.07663013068651835,0.0723631979702758,0.07649075979964857,-0.00412756182937278,0,0,1.00126774749888
6,NC (Clayton copula),mu[1],200,1,A,200,200,-0.00539489504261468,-0.00539489504261468,0.945,0.07695300790771976,0.07058750851149391,0.0767636667540364,-0.00617615824254248,0,0,1.0013542716179782
6,NC (Clayton copula),mu[2],200,1,A,200,200,0.0013725823480996,0.0013725823480996,0.94,0.07559419092792093,0.07099740810211372,0.07558172874276327,-0.00458432064064955,0,0,1.0013542716179782
6,NC (Clayton copula),phi11,200,1,A,200,200,-0.01809587968493281,-0.04523969921233204,0.935,0.07497973226100631,0.07090696353855609,0.07276331072979449,-0.00185634719123839,0,0,1.0013542716179782
6,NC (Clayton copula),phi12,200,1,A,200,200,-0.00243429394122761,-0.02434293941227616,0.945,0.07350759202695951,0.07068272659107128,0.07346727365711637,-0.00278454706604509,0,0,1.0013542716179782
6,NC (Clayton copula),phi21,200,1,A,200,200,0.00330196505669759,0.03301965056697591,0.975,0.06730089656523724,0.07157702447596342,0.06721984606683587,0.00435717840912755,0,0,1.0013542716179782
6,NC (Clayton copula),phi22,200,1,A,200,200,-0.02124329042780357,-0.05310822606950892,0.935,0.07133141723066143,0.07110233074581722,0.06809474058937805,0.00300759015643917,0,0,1.0013542716179782
6,NC (Clayton copula),sigma[1],200,1,A,200,200,-0.00590513201540438,-0.00590513201540438,0.92,0.05360436830234406,0.04839050636350413,0.05327811668005913,-0.00488761031655499,0,0,1.0013542716179782
6,NC (Clayton copula),sigma[2],200,1,A,200,200,-0.00121350013570338,-0.00121350013570338,0.94,0.050470933262794844,0.04859032721227589,0.0504563427314955,-0.00186601551921961,0,0,1.0013542716179782
6,NC (Clayton copula),theta,200,1,A,200,200,-0.00463893016038192,-0.00463893016038192,0.955,0.15844319156912165,0.16890499834226397,0.15837526726599857,0.01052973107626539,0,0,1.0013542716179782
6,NG (Gaussian copula),mu[1],200,1,A,200,200,-0.00514389718982215,-0.00514389718982215,0.945,0.0767272182325846,0.07111722885469153,0.07655459711481213,-0.0054373682601206,0,0,1.0012997423669736
6,NG (Gaussian copula),mu[2],200,1,A,200,200,0.00147886561917326,0.00147886561917326,0.94,0.07720228402290669,0.0714876211612538,0.07718811835272305,-0.00570049719146924,0,0,1.0012997423669736
6,NG (Gaussian copula),phi11,200,1,A,200,200,-0.01678489821740754,-0.04196224554351886,0.94,0.07769357427366619,0.07571686205530483,0.07585880749951816,-1.419454442133372e-4,0,0,1.0012997423669736
6,NG (Gaussian copula),phi12,200,1,A,200,200,-0.00609966225195812,-0.06099662251958126,0.95,0.07894615703502599,0.07566448832136469,0.07871016345435333,-0.00304567513298864,0,0,1.0012997423669736
6,NG (Gaussian copula),phi21,200,1,A,200,200,0.00613321471918183,0.06133214719181831,0.98,0.07106493369976875,0.07613441322703916,0.070799777393442,0.00533463583359716,0,0,1.0012997423669736
6,NG (Gaussian copula),phi22,200,1,A,200,200,-0.02544606667288731,-0.06361516668221828,0.94,0.07738821604434365,0.07578833601734157,0.07308511252919422,0.00270322348814734,0,0,1.0012997423669736
6,NG (Gaussian copula),rho,200,1,A,200,0,NA,NA,NA,NA,0.05417363444951148,0.05894055798823646,-0.00476692353872498,0,0,1.0012997423669736
6,NG (Gaussian copula),sigma[1],200,1,A,200,200,-0.00740992165824319,-0.00740992165824319,0.895,0.05570863124118263,0.05009526740380914,0.05521362744635393,-0.00511836004254478,0,0,1.0012997423669736
6,NG (Gaussian copula),sigma[2],200,1,A,200,200,-0.00299008091932026,-0.00299008091932026,0.935,0.05231648173723424,0.05031997359988858,0.05223096473796249,-0.00191099113807391,0,0,1.0012997423669736
7,NC (Clayton copula),mu[1],50,2,A,200,200,-0.0104837616100834,-0.0104837616100834,0.955,0.16269426724161085,0.1432135406955543,0.16235613735177254,-0.01914259665621823,0,0,1.0019865591160488
7,NC (Clayton copula),mu[2],50,2,A,200,200,0.00244385582626753,0.00244385582626753,0.93,0.15875864574277487,0.14487826439438853,0.15873983484551163,-0.0138615704511231,0,0,1.0019865591160488
7,NC (Clayton copula),phi11,50,2,A,200,200,-0.08180397009786129,-0.2045099252446532,0.93,0.16114721111222635,0.1562988611706159,0.13883995867716423,0.01745890249345164,0,0,1.0019865591160488
7,NC (Clayton copula),phi12,50,2,A,200,200,0.00370975194778819,0.03709751947788194,0.96,0.14809262365615258,0.15307879248522754,0.14804615132400006,0.00503264116122748,0,0,1.0019865591160488
7,NC (Clayton copula),phi21,50,2,A,200,200,-0.03686188395476394,-0.3686188395476394,0.965,0.14597908267179108,0.15669898371416782,0.14124834189824365,0.01545064181592417,0,0,1.0019865591160488
7,NC (Clayton copula),phi22,50,2,A,200,200,-0.04116933095380893,-0.10292332738452233,0.99,0.14134454350582557,0.15324172912678186,0.13521599819431857,0.01802573093246329,0,0,1.0019865591160488
7,NC (Clayton copula),sigma[1],50,2,A,200,200,-0.00870697123780878,-0.00870697123780878,0.945,0.09523976414853766,0.09581147478991658,0.09484092643438828,9.705483555283168e-4,0,0,1.0019865591160488
7,NC (Clayton copula),sigma[2],50,2,A,200,200,0.00121197678267422,0.00121197678267422,0.955,0.09215972593119207,0.09656922914838234,0.09215175633698304,0.00441747281139931,0,0,1.0019865591160488
7,NC (Clayton copula),theta,50,2,A,200,200,8.83941919869247e-5,4.419709599346235e-5,0.965,0.5708248956074805,0.5424599738935797,0.5708248887634086,-0.02836491486982895,0,0,1.0019865591160488
7,NG (Gaussian copula),mu[1],50,2,A,200,200,-0.02051144191442296,-0.02051144191442296,0.94,0.16722460083984858,0.14529466015829665,0.1659618868193476,-0.02066722666105094,0,0,1.0018204021536636
7,NG (Gaussian copula),mu[2],50,2,A,200,200,-0.00434192231144284,-0.00434192231144284,0.925,0.16300756628649152,0.148242302115152,0.16294972960175882,-0.01470742748660683,0,0,1.0018204021536636
7,NG (Gaussian copula),phi11,50,2,A,200,200,-0.09126401188067287,-0.2281600297016822,0.93,0.17396666423348986,0.16850244128714717,0.1481056393253552,0.02039680196179197,0,0,1.0018204021536636
7,NG (Gaussian copula),phi12,50,2,A,200,200,0.00333329605372422,0.0333329605372422,0.965,0.1567611391795799,0.16549621012249527,0.15672569634331776,0.0087705137791775,0,0,1.0018204021536636
7,NG (Gaussian copula),phi21,50,2,A,200,200,-0.0369953105366789,-0.36995310536678894,0.98,0.15602105793787435,0.172186463436019,0.15157149309269288,0.02061497034332612,0,0,1.0018204021536636
7,NG (Gaussian copula),phi22,50,2,A,200,200,-0.05251509562661469,-0.1312877390665367,0.975,0.152237157963022,0.1679256068738142,0.1428926764952831,0.0250329303785311,0,0,1.0018204021536636
7,NG (Gaussian copula),rho,50,2,A,200,0,NA,NA,NA,NA,0.08477076143833155,0.09603125994831908,-0.01126049850998753,0,0,1.0018204021536636
7,NG (Gaussian copula),sigma[1],50,2,A,200,200,-0.01610694447787221,-0.01610694447787221,0.955,0.09864971250753053,0.1009407104907413,0.09732590671247388,0.0036148037782674,0,0,1.0018204021536636
7,NG (Gaussian copula),sigma[2],50,2,A,200,200,0.0035539228198663,0.0035539228198663,0.94,0.09771958395440111,0.10287837526217757,0.09765493700172911,0.00522343826044845,0,0,1.0018204021536636
8,NC (Clayton copula),mu[1],100,2,A,200,200,0.01335573709781279,0.01335573709781279,0.915,0.11106545624513718,0.10028334499772606,0.11025951141518173,-0.00997616641745566,0,0,1.0017520420709565
8,NC (Clayton copula),mu[2],100,2,A,200,200,0.00443158606759234,0.00443158606759234,0.935,0.10562459551193158,0.10044382139872474,0.10553158873998192,-0.00508776734125719,0,0,1.0017520420709565
8,NC (Clayton copula),phi11,100,2,A,200,200,-0.02904636510062824,-0.0726159127515706,0.975,0.09965203732108979,0.1115658139425588,0.09532490344440366,0.01624091049815514,0,0,1.0017520420709565
8,NC (Clayton copula),phi12,100,2,A,200,200,-0.01601473405722368,-0.16014734057223684,0.96,0.10646037420015508,0.11115790849998626,0.10524894093487804,0.00590896756510821,0,0,1.0017520420709565
8,NC (Clayton copula),phi21,100,2,A,200,200,-0.00903824395994409,-0.09038243959944094,0.96,0.10581519912410856,0.11066041333286566,0.10542849003848664,0.00523192329437902,0,0,1.0017520420709565
8,NC (Clayton copula),phi22,100,2,A,200,200,-0.03278528852001519,-0.08196322130003797,0.95,0.10955384047930526,0.11054720957054656,0.10453309916205691,0.00601411040848964,0,0,1.0017520420709565
8,NC (Clayton copula),sigma[1],100,2,A,200,200,-0.00349713881149997,-0.00349713881149997,0.94,0.06447948553124581,0.06652259702188061,0.06438457947759882,0.00213801754428179,0,0,1.0017520420709565
8,NC (Clayton copula),sigma[2],100,2,A,200,200,-0.00372382983466751,-0.00372382983466751,0.94,0.06875350058958314,0.06648568268969436,0.06865258141311402,-0.00216689872341965,0,0,1.0017520420709565
8,NC (Clayton copula),theta,100,2,A,200,200,-0.02054377669953172,-0.01027188834976586,0.945,0.3621200358506226,0.3732840751685009,0.3615368219191179,0.01174725324938297,0,0,1.0017520420709565
8,NG (Gaussian copula),mu[1],100,2,A,200,200,0.00843253843258121,0.00843253843258121,0.93,0.11371224290358917,0.10169603548470246,0.11339914674171012,-0.01170311125700766,0,0,1.0017390965171589
8,NG (Gaussian copula),mu[2],100,2,A,200,200,-0.00116886242028685,-0.00116886242028685,0.945,0.10815601269445523,0.10207522377430649,0.1081496964517497,-0.00607447267744321,0,0,1.0017390965171589
8,NG (Gaussian copula),phi11,100,2,A,200,200,-0.03466000363198324,-0.08665000907995811,0.965,0.11315117009027247,0.12357676097690844,0.10771198373917676,0.01586477723773166,0,0,1.0017390965171589
