condition_id,Model,param,T,theta,N_valid,N_truth_avail,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias,mean_n_div,prop_div,mean_rhat
5,Normal-Gaussian (NG),phi12,100,1,200,200,0.03328959484118094,0.945,0.1066121881518871,0.10675396097922668,0.10656020219240613,1.9375878682056924e-4,0,0,1.0009514756077995
5,Normal-Gaussian (NG),phi21,100,1,200,200,-0.0780657283496844,0.94,0.11148564473269476,0.106321404471961,0.11121198857154278,-0.00489058409958179,0,0,1.0009514756077995
5,Normal-Gaussian (NG),phi22,100,1,200,200,-0.08411918388934726,0.97,0.10396045124077635,0.10665161724258183,0.09836467600959332,0.00828694123298851,0,0,1.0009514756077995
5,Normal-Gaussian (NG),rho,100,1,200,0,NA,NA,NA,0.0778082290072381,0.07858593763949745,-7.777086322593441e-4,0,0,1.0009514756077995
5,Normal-Gaussian (NG),sigma[1],100,1,200,200,0.00286554284557677,0.96,0.0723660858946762,0.07221661725714486,0.072309328941125,-9.271168398014562e-5,0,0,1.0009514756077995
5,Normal-Gaussian (NG),sigma[2],100,1,200,200,0.00471940454846271,0.94,0.07666496322811475,0.07242914898142883,0.07651956486726866,-0.00409041588583983,0,0,1.0009514756077995
6,Normal-Clayton (NC),mu[1],200,1,200,200,-0.00543482676009384,0.945,0.07704372301195564,0.07068832626739739,0.07685179187000593,-0.00616346560260853,0,0,1.0010169792768395
6,Normal-Clayton (NC),mu[2],200,1,200,200,0.00128695097849166,0.935,0.07549551814804056,0.07101591921330536,0.07548454820438473,-0.00446862899107937,0,0,1.0010169792768395
6,Normal-Clayton (NC),phi11,200,1,200,200,-0.04521618089549746,0.935,0.07490968728350351,0.07091329752582441,0.07269347127870833,-0.00178017375288391,0,0,1.0010169792768395
6,Normal-Clayton (NC),phi12,200,1,200,200,-0.02445796132738414,0.945,0.07362990478986758,0.07072495884699151,0.07358927204859447,-0.00286431320160296,0,0,1.0010169792768395
6,Normal-Clayton (NC),phi21,200,1,200,200,0.03180334848850191,0.97,0.06712064081733798,0.0715378205481808,0.06704525258345505,0.00449256796472574,0,0,1.0010169792768395
6,Normal-Clayton (NC),phi22,200,1,200,200,-0.05286725819900659,0.93,0.07133554159052242,0.0712227199459788,0.06812905382945139,0.0030936661165274,0,0,1.0010169792768395
6,Normal-Clayton (NC),sigma[1],200,1,200,200,-0.00596197276225659,0.91,0.05350353362535175,0.04839111594350954,0.05317032058565432,-0.00477920464214478,0,0,1.0010169792768395
6,Normal-Clayton (NC),sigma[2],200,1,200,200,-0.00129166399791731,0.93,0.05034175185929274,0.04860966491123827,0.05032517843365374,-0.00171551352241547,0,0,1.0010169792768395
6,Normal-Clayton (NC),theta,200,1,200,200,-0.00479719693796504,0.955,0.15809291567267386,0.16903248007530772,0.1580201154518802,0.01101236462342752,0,0,1.0010169792768395
6,Normal-Gaussian (NG),mu[1],200,1,200,200,-0.00520918626755933,0.935,0.07663251923302024,0.07117788779956712,0.0764552639288433,-0.00527737612927618,0,0,1.0008689641567796
6,Normal-Gaussian (NG),mu[2],200,1,200,200,0.00130300197888244,0.94,0.07706151184752323,0.07141007776418933,0.07705049509295181,-0.00564041732876248,0,0,1.0008689641567796
6,Normal-Gaussian (NG),phi11,200,1,200,200,-0.0414770755076599,0.935,0.0777044459842404,0.07566680872596611,0.0759126160719734,-2.458073460072929e-4,0,0,1.0008689641567796
6,Normal-Gaussian (NG),phi12,200,1,200,200,-0.06135062829059744,0.94,0.0790278875620678,0.07564131414696253,0.07878939025405844,-0.00314807610709591,0,0,1.0008689641567796
6,Normal-Gaussian (NG),phi21,200,1,200,200,0.06238080283100881,0.98,0.0709829074845704,0.07614776490193861,0.07070827044515138,0.00543949445678723,0,0,1.0008689641567796
6,Normal-Gaussian (NG),phi22,200,1,200,200,-0.06351529811730802,0.94,0.07731877282495508,0.07588230046871693,0.07302548689305763,0.00285681357565929,0,0,1.0008689641567796
6,Normal-Gaussian (NG),rho,200,1,200,0,NA,NA,NA,0.05425282044586177,0.0589040490052684,-0.00465122855940662,0,0,1.0008689641567796
6,Normal-Gaussian (NG),sigma[1],200,1,200,200,-0.00750399335498177,0.91,0.05556674075297866,0.05003746984968793,0.05505772208906875,-0.00502025223938082,0,0,1.0008689641567796
6,Normal-Gaussian (NG),sigma[2],200,1,200,200,-0.00305637177661642,0.935,0.052301343849644875,0.05026228349953218,0.05221196376350815,-0.00194968026397596,0,0,1.0008689641567796
7,Normal-Clayton (NC),mu[1],50,2,200,200,-0.01014036314877142,0.955,0.16283255057480492,0.1430631533718732,0.16251649935285783,-0.01945334598098463,0,0,1.0013760122071682
7,Normal-Clayton (NC),mu[2],50,2,200,200,0.00281776098470059,0.935,0.1586182379237869,0.14469158820995137,0.15859320800425272,-0.01390161979430135,0,0,1.0013760122071682
7,Normal-Clayton (NC),phi11,50,2,200,200,-0.2036825802433903,0.93,0.16060676085917627,0.1563321196762528,0.13840764673434708,0.01792447294190571,0,0,1.0013760122071682
7,Normal-Clayton (NC),phi12,50,2,200,200,0.03414673842319677,0.965,0.14830444024196485,0.15304328005736564,0.14826512401112102,0.00477815604624462,0,0,1.0013760122071682
7,Normal-Clayton (NC),phi21,50,2,200,200,-0.3652264819896171,0.97,0.14571001894171223,0.156631808542881,0.14105851902146505,0.01557328952141595,0,0,1.0013760122071682
7,Normal-Clayton (NC),phi22,50,2,200,200,-0.10361819096464572,0.99,0.14160252352223762,0.15320401988312446,0.1354008786827476,0.01780314120037685,0,0,1.0013760122071682
7,Normal-Clayton (NC),sigma[1],50,2,200,200,-0.00865765285222267,0.94,0.09539763752775184,0.0958141927409567,0.09500396988003568,8.102228609210282e-4,0,0,1.0013760122071682
7,Normal-Clayton (NC),sigma[2],50,2,200,200,0.00123946212434348,0.955,0.09208221563710062,0.09644265417674196,0.09207387344018832,0.00436878073655364,0,0,1.0013760122071682
7,Normal-Clayton (NC),theta,50,2,200,200,6.155110331121982e-5,0.955,0.570318628173729,0.5414966299370209,0.5703186148880386,-0.02882198495101773,0,0,1.0013760122071682
7,Normal-Gaussian (NG),mu[1],50,2,200,200,-0.02025718105914883,0.945,0.16736562850318015,0.1453921386601856,0.16613518657948825,-0.02074304791930265,0,0,1.0011925021953534
7,Normal-Gaussian (NG),mu[2],50,2,200,200,-0.0041793595459731,0.93,0.16292821931767237,0.1481262385322232,0.1628746069951146,-0.0147483684628914,0,0,1.0011925021953534
7,Normal-Gaussian (NG),phi11,50,2,200,200,-0.2285182935757761,0.94,0.17367382934976353,0.1686563724452539,0.14767295392591442,0.02098341851933946,0,0,1.0011925021953534
7,Normal-Gaussian (NG),phi12,50,2,200,200,0.03312503018739028,0.96,0.15680074359078933,0.165866283260133,0.15676575045071325,0.00910053280941974,0,0,1.0011925021953534
7,Normal-Gaussian (NG),phi21,50,2,200,200,-0.37348751785039547,0.98,0.15591147413518774,0.17204481299132313,0.15137192113171724,0.02067289185960588,0,0,1.0011925021953534
7,Normal-Gaussian (NG),phi22,50,2,200,200,-0.13101187204664275,0.975,0.1517908031195698,0.1679047695937578,0.14245767867313247,0.02544709092062533,0,0,1.0011925021953534
7,Normal-Gaussian (NG),rho,50,2,200,0,NA,NA,NA,0.084778520076704,0.09612470455681033,-0.01134618448010631,0,0,1.0011925021953534
7,Normal-Gaussian (NG),sigma[1],50,2,200,200,-0.01609289963414954,0.96,0.09872427481774695,0.1009203354219943,0.0974038039280562,0.0035165314939381,0,0,1.0011925021953534
7,Normal-Gaussian (NG),sigma[2],50,2,200,200,0.00364530152004898,0.94,0.09786327745481738,0.1029480418635039,0.0977953621140926,0.00515267974941129,0,0,1.0011925021953534
8,Normal-Clayton (NC),mu[1],100,2,200,200,0.01288524583834075,0.915,0.11113437432202482,0.10027093975041476,0.11038487032031814,-0.01011393056990338,0,0,1.0012154463069731
8,Normal-Clayton (NC),mu[2],100,2,200,200,0.00401714266311757,0.93,0.105779190620999,0.10024337863071996,0.1057028842239312,-0.00545950559321123,0,0,1.0012154463069731
8,Normal-Clayton (NC),phi11,100,2,200,200,-0.07230426425445516,0.98,0.0993399913372625,0.11153673357289,0.095036670912795,0.016500062660095,0,0,1.0012154463069731
8,Normal-Clayton (NC),phi12,100,2,200,200,-0.16163235964339498,0.965,0.10623428537295716,0.11112862599695532,0.10499749135986051,0.0061311346370948,0,0,1.0012154463069731
8,Normal-Clayton (NC),phi21,100,2,200,200,-0.08966948071243841,0.975,0.10550276022969862,0.11047572973067618,0.10512100769291025,0.00535472203776594,0,0,1.0012154463069731
8,Normal-Clayton (NC),phi22,100,2,200,200,-0.08226229382003208,0.945,0.10934900385168236,0.11049124154067257,0.10428073190110396,0.00621050963956859,0,0,1.0012154463069731
8,Normal-Clayton (NC),sigma[1],100,2,200,200,-0.00334977066090107,0.945,0.06447253283084288,0.06662143487150561,0.06438545275249277,0.00223598211901283,0,0,1.0012154463069731
8,Normal-Clayton (NC),sigma[2],100,2,200,200,-0.00351673609557895,0.945,0.0687045962015384,0.06656972160288688,0.06861453276420744,-0.00204481116132056,0,0,1.0012154463069731
8,Normal-Clayton (NC),theta,100,2,200,200,-0.0095590530262101,0.94,0.3622447462823807,0.3738355240761267,0.3617398985875829,0.01209562548854381,0,0,1.0012154463069731
8,Normal-Gaussian (NG),mu[1],100,2,200,200,0.00841421587953972,0.93,0.11368908814887453,0.1017423936196688,0.11337728932751508,-0.01163489570784628,0,0,1.0011748672813
8,Normal-Gaussian (NG),mu[2],100,2,200,200,-0.00124824459146263,0.945,0.10818373512070428,0.10213106081568891,0.10817653363880075,-0.00604547282311185,0,0,1.0011748672813
8,Normal-Gaussian (NG),phi11,100,2,200,200,-0.08604388142959549,0.955,0.11310940302935923,0.1234376767367432,0.10774585434541216,0.01569182239133101,0,0,1.0011748672813
8,Normal-Gaussian (NG),phi12,100,2,200,200,-0.17777360680031412,0.965,0.11575008121919149,0.12366875564198623,0.11437677539387749,0.00929198024810876,0,0,1.0011748672813
8,Normal-Gaussian (NG),phi21,100,2,200,200,-0.08887701212480748,0.955,0.11488253190786755,0.12436471947016738,0.11453822464452589,0.00982649482564149,0,0,1.0011748672813
8,Normal-Gaussian (NG),phi22,100,2,200,200,-0.10203551757108478,0.96,0.1218956460320093,0.1237427950535178,0.11485969278298214,0.00888310227053566,0,0,1.0011748672813
8,Normal-Gaussian (NG),rho,100,2,200,0,NA,NA,NA,0.05675974473434837,0.06417564127766719,-0.00741589654331881,0,0,1.0011748672813
8,Normal-Gaussian (NG),sigma[1],100,2,200,200,-0.00579741954211,0.925,0.07079746919780903,0.0711485697059004,0.07055970217813763,5.888675277627708e-4,0,0,1.0011748672813
8,Normal-Gaussian (NG),sigma[2],100,2,200,200,-0.00280354247026966,0.92,0.0740304225139505,0.07142973941608101,0.07397731819423724,-0.00254757877815622,0,0,1.0011748672813
9,Normal-Clayton (NC),mu[1],200,2,200,200,0.0061711562437701,0.92,0.0826212009662864,0.07052769698478858,0.08239041011990693,-0.01186271313511834,0,0,1.0012140574919228
9,Normal-Clayton (NC),mu[2],200,2,200,200,0.00774252290769858,0.925,0.07661374690487806,0.07058514107518275,0.07622151634432678,-0.00563637526914402,0,0,1.0012140574919228
9,Normal-Clayton (NC),phi11,200,2,200,200,-0.04777688325429256,0.98,0.07710935636028797,0.0788618874884834,0.07470362739880035,0.00415826008968305,0,0,1.0012140574919228
9,Normal-Clayton (NC),phi12,200,2,200,200,0.00975863269470377,0.98,0.07360678686925312,0.07885326411350534,0.0736003176901768,0.00525294642332853,0,0,1.0012140574919228
9,Normal-Clayton (NC),phi21,200,2,200,200,-0.0793175700480878,0.945,0.0783435518542931,0.07884556598984176,0.07794099914655303,9.04566843288726e-4,0,0,1.0012140574919228
9,Normal-Clayton (NC),phi22,200,2,200,200,-0.03582163790654495,0.975,0.07495324199296072,0.0789775170201646,0.07357090543473087,0.00540661158543373,0,0,1.0012140574919228
9,Normal-Clayton (NC),sigma[1],200,2,200,200,-0.0021335227140000302,0.955,0.04354378398179952,0.04662274470448595,0.04349148427315934,0.0031312604313266,0,0,1.0012140574919228
