condition_id,Model,param,mcmc_status,T,theta,N_valid,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias
3,Normal–Gaussian (NG),phi12,Clean,200,0.5,200,0.011449463323867936,0.94,0.06880051023831954,0.06979505449977179,0.06879098274446344,0.0010040717553083528
3,Normal–Gaussian (NG),phi21,Clean,200,0.5,200,-0.008901650040106424,0.975,0.0639846678472833,0.06943545440300221,0.06397847548818902,0.005456978914813185
3,Normal–Gaussian (NG),phi22,Clean,200,0.5,200,-0.04349771932065793,0.94,0.07122249793304432,0.06953718462361545,0.06906457817178575,4.7260645182969907e-4
3,Normal–Clayton (NC),theta,Clean,200,0.5,200,0.042370321886210156,0.96,0.11710559647411778,0.12292177998493155,0.11517338964089596,0.007748390344035586
3,Normal–Clayton (NC),sigma[1],Clean,200,0.5,200,0.005318639489669275,0.9450000000000001,0.05315370652406273,0.0502181500409499,0.05288694159454789,-0.0026687915535979906
3,Normal–Clayton (NC),sigma[2],Clean,200,0.5,200,0.0052565296857608025,0.9299999999999999,0.050096233857772204,0.050150941475782015,0.04981969030810325,3.312511676787644e-4
3,Normal–Clayton (NC),mu[1],Clean,200,0.5,200,-0.0036815640286505186,0.9450000000000001,0.07711416669973968,0.07172385483250213,0.07702623444059944,-0.0053023796080973185
3,Normal–Clayton (NC),mu[2],Clean,200,0.5,200,0.0011761864576065263,0.97,0.06832632985787242,0.07172895045490914,0.06831620552448542,0.0034127449304237195
3,Normal–Clayton (NC),phi11,Clean,200,0.5,200,-0.03751443774162378,0.96,0.06167777925102224,0.06745860605329253,0.05982453649704779,0.007634069556244738
3,Normal–Clayton (NC),phi12,Clean,200,0.5,200,0.022601277108869628,0.9299999999999999,0.06836969356328591,0.06785987134566474,0.06833232632267176,-4.72454977007028e-4
3,Normal–Clayton (NC),phi21,Clean,200,0.5,200,-0.016513576535017345,0.9650000000000001,0.06395794450823737,0.06743944411681826,0.06393662239764462,0.0035028217191736405
3,Normal–Clayton (NC),phi22,Clean,200,0.5,200,-0.03995300691099995,0.935,0.06942487050023936,0.06756253956025601,0.06756044554455026,2.094015705750296e-6
4,Normal–Gaussian (NG),rho,Clean,50,1,200,NA,NA,NA,0.11274684159576451,0.12550786763750282,-0.012761026041738316
4,Normal–Gaussian (NG),sigma[1],Clean,50,1,200,-0.0029736498892957253,0.9450000000000001,0.10007642838463361,0.10349475294006934,0.10003223942590005,0.003462513514169291
4,Normal–Gaussian (NG),sigma[2],Clean,50,1,200,0.003604993362109998,0.97,0.0994149877132741,0.10426678745799454,0.09934960394933431,0.004917183508660231
4,Normal–Gaussian (NG),mu[1],Clean,50,1,200,0.014023821701532848,0.915,0.17422193860758128,0.14850033980399502,0.1736566045880992,-0.025156264784104182
4,Normal–Gaussian (NG),mu[2],Clean,50,1,200,0.01025101160574086,0.915,0.1719252887695536,0.14955713487744493,0.17161940939052714,-0.02206227451308221
4,Normal–Gaussian (NG),phi11,Clean,50,1,200,-0.201938875944898,0.96,0.1516878698631892,0.14978363324809355,0.12839205709376883,0.021391576154324715
4,Normal–Gaussian (NG),phi12,Clean,50,1,200,0.11188537841210465,0.965,0.13604841516571653,0.15049621492587298,0.13558756539623745,0.014908649529635526
4,Normal–Gaussian (NG),phi21,Clean,50,1,200,-0.04882004790725325,0.97,0.14456642261284167,0.15153140740970678,0.14448396650250875,0.007047440907198027
4,Normal–Gaussian (NG),phi22,Clean,50,1,200,-0.21236059004874328,0.9650000000000001,0.16165797561394465,0.1507766483891469,0.13754191305439464,0.013234735334752251
4,Normal–Clayton (NC),theta,Clean,50,1,200,-0.013829781291342847,0.975,0.31897318103929434,0.3407635587105556,0.3186732297695557,0.02209032894099988
4,Normal–Clayton (NC),sigma[1],Clean,50,1,200,0.0024770682814075507,0.95,0.09719030703291406,0.1012312419480792,0.09715873565398712,0.004072506294092074
4,Normal–Clayton (NC),sigma[2],Clean,50,1,200,0.005121157645036533,0.975,0.09573100208574233,0.10125704373042017,0.09559392504084704,0.0056631186895731295
4,Normal–Clayton (NC),mu[1],Clean,50,1,200,0.013655773051031076,0.925,0.16828068738221658,0.1473209285193319,0.16772569751892533,-0.020404768999593426
4,Normal–Clayton (NC),mu[2],Clean,50,1,200,0.008568030843337463,0.925,0.16773007783014307,0.14772445411575752,0.1675110977110874,-0.01978664359532989
4,Normal–Clayton (NC),phi11,Clean,50,1,200,-0.17561567101525308,0.9650000000000001,0.1411168800756234,0.1438939141159298,0.12239050460430279,0.02150340951162702
4,Normal–Clayton (NC),phi12,Clean,50,1,200,0.08631647163456344,0.98,0.1311401923030605,0.14352295498398554,0.13085581647190653,0.012667138512079013
4,Normal–Clayton (NC),phi21,Clean,50,1,200,-0.02048595014071231,0.97,0.1400787960133269,0.14542755144593128,0.1400638152807911,0.005363736165140187
4,Normal–Clayton (NC),phi22,Clean,50,1,200,-0.1969254113733668,0.955,0.1542576592363453,0.14475928412890157,0.13262988580989304,0.012129398319008527
5,Normal–Gaussian (NG),rho,Clean,100,1,200,NA,NA,NA,0.0778082290072381,0.07858593763949745,-7.777086322593441e-4
5,Normal–Gaussian (NG),sigma[1],Clean,100,1,200,0.0028655428455767688,0.96,0.0723660858946762,0.07221661725714486,0.072309328941125,-9.271168398014562e-5
5,Normal–Gaussian (NG),sigma[2],Clean,100,1,200,0.0047194045484627144,0.94,0.07666496322811475,0.07242914898142883,0.07651956486726866,-0.004090415885839832
5,Normal–Gaussian (NG),mu[1],Clean,100,1,200,-0.002349138050294186,0.915,0.1097415453492619,0.1027753884266477,0.10971639953108543,-0.006941011104437733
5,Normal–Gaussian (NG),mu[2],Clean,100,1,200,0.0020049699234653386,0.915,0.11213903229649501,0.10297592246380266,0.1121211071119098,-0.009145184648107138
5,Normal–Gaussian (NG),phi11,Clean,100,1,200,-0.07514324300929269,0.96,0.10389603595869393,0.1059008619081353,0.09945323108244218,0.006447630825693121
5,Normal–Gaussian (NG),phi12,Clean,100,1,200,0.033289594841180936,0.9450000000000001,0.10661218815188708,0.10675396097922668,0.10656020219240611,1.9375878682056924e-4
5,Normal–Gaussian (NG),phi21,Clean,100,1,200,-0.0780657283496844,0.94,0.11148564473269477,0.10632140447196099,0.1112119885715428,-0.0048905840995818045
5,Normal–Gaussian (NG),phi22,Clean,100,1,200,-0.08411918388934726,0.97,0.10396045124077635,0.10665161724258183,0.09836467600959332,0.00828694123298851
5,Normal–Clayton (NC),theta,Clean,100,1,200,-0.02414719016526775,0.955,0.22176629051336463,0.23829201787314874,0.22044772807897214,0.0178442897941766
5,Normal–Clayton (NC),sigma[1],Clean,100,1,200,0.0037937793889443196,0.965,0.07002341154407511,0.06989723009402475,0.06992056494493543,-2.333485091067511e-5
5,Normal–Clayton (NC),sigma[2],Clean,100,1,200,0.005743015124983575,0.95,0.07269625483101527,0.06996753842970305,0.07246905024719257,-0.0025015118174895185
5,Normal–Clayton (NC),mu[1],Clean,100,1,200,-0.002582349916116156,0.92,0.10912186753101029,0.10187925965916121,0.10909130782223711,-0.007212048163075899
5,Normal–Clayton (NC),mu[2],Clean,100,1,200,0.0013066141742331739,0.9299999999999999,0.1095644711369807,0.10212115356397374,0.10955667982795923,-0.007435526263985498
5,Normal–Clayton (NC),phi11,Clean,100,1,200,-0.05876615283461314,0.9650000000000001,0.09402981670816003,0.10005977847675568,0.09104423493628355,0.009015543540472126
5,Normal–Clayton (NC),phi12,Clean,100,1,200,-0.0037055091372609206,0.94,0.09487611785511617,0.10043572656893239,0.0948753942351663,0.005560332333766085
5,Normal–Clayton (NC),phi21,Clean,100,1,200,-0.044751093323714054,0.94,0.10355508216456907,0.10051507861241693,0.10345834156110359,-0.002943262948686659
5,Normal–Clayton (NC),phi22,Clean,100,1,200,-0.08769617508327793,0.975,0.09700818409143752,0.10114334808888276,0.09044384291282807,0.010699505176054683
6,Normal–Gaussian (NG),rho,Clean,200,1,200,NA,NA,NA,0.05425282044586177,0.0589040490052684,-0.0046512285594066255
6,Normal–Gaussian (NG),sigma[1],Clean,200,1,200,-0.007503993354981777,0.9099999999999999,0.05556674075297869,0.05003746984968793,0.05505772208906878,-0.005020252239380844
6,Normal–Gaussian (NG),sigma[2],Clean,200,1,200,-0.0030563717766164283,0.935,0.05230134384964488,0.050262283499532184,0.05221196376350816,-0.0019496802639759753
6,Normal–Gaussian (NG),mu[1],Clean,200,1,200,-0.005209186267559337,0.935,0.07663251923302024,0.07117788779956712,0.0764552639288433,-0.005277376129276187
6,Normal–Gaussian (NG),mu[2],Clean,200,1,200,0.0013030019788824506,0.94,0.07706151184752323,0.07141007776418933,0.07705049509295181,-0.005640417328762484
6,Normal–Gaussian (NG),phi11,Clean,200,1,200,-0.0414770755076599,0.935,0.0777044459842404,0.07566680872596611,0.0759126160719734,-2.458073460072929e-4
6,Normal–Gaussian (NG),phi12,Clean,200,1,200,-0.06135062829059745,0.94,0.0790278875620678,0.07564131414696253,0.07878939025405844,-0.003148076107095915
6,Normal–Gaussian (NG),phi21,Clean,200,1,200,0.062380802831008816,0.98,0.07098290748457038,0.07614776490193861,0.07070827044515136,0.00543949445678725
6,Normal–Gaussian (NG),phi22,Clean,200,1,200,-0.06351529811730802,0.94,0.07731877282495508,0.07588230046871693,0.07302548689305763,0.0028568135756592977
6,Normal–Clayton (NC),theta,Clean,200,1,200,-0.0047971969379650556,0.955,0.15809291567267386,0.16903248007530772,0.1580201154518802,0.011012364623427529
6,Normal–Clayton (NC),sigma[1],Clean,200,1,200,-0.005961972762256596,0.9099999999999999,0.05350353362535177,0.04839111594350954,0.05317032058565434,-0.004779204642144798
6,Normal–Clayton (NC),sigma[2],Clean,200,1,200,-0.001291663997917311,0.9299999999999999,0.05034175185929274,0.04860966491123827,0.05032517843365374,-0.0017155135224154738
6,Normal–Clayton (NC),mu[1],Clean,200,1,200,-0.005434826760093846,0.9450000000000001,0.07704372301195564,0.07068832626739739,0.07685179187000593,-0.006163465602608539
6,Normal–Clayton (NC),mu[2],Clean,200,1,200,0.001286950978491668,0.935,0.07549551814804056,0.07101591921330536,0.07548454820438473,-0.004468628991079374
6,Normal–Clayton (NC),phi11,Clean,200,1,200,-0.04521618089549746,0.935,0.07490968728350351,0.07091329752582441,0.07269347127870833,-0.0017801737528839179
6,Normal–Clayton (NC),phi12,Clean,200,1,200,-0.024457961327384148,0.9450000000000001,0.07362990478986758,0.07072495884699151,0.07358927204859447,-0.0028643132016029638
6,Normal–Clayton (NC),phi21,Clean,200,1,200,0.03180334848850191,0.97,0.06712064081733798,0.0715378205481808,0.06704525258345505,0.004492567964725747
6,Normal–Clayton (NC),phi22,Clean,200,1,200,-0.052867258199006596,0.9299999999999999,0.07133554159052242,0.0712227199459788,0.06812905382945139,0.0030936661165274076
7,Normal–Gaussian (NG),rho,Clean,50,2,200,NA,NA,NA,0.084778520076704,0.09612470455681031,-0.011346184480106311
7,Normal–Gaussian (NG),sigma[1],Clean,50,2,200,-0.016092899634149553,0.96,0.09872427481774695,0.1009203354219943,0.0974038039280562,0.003516531493938102
7,Normal–Gaussian (NG),sigma[2],Clean,50,2,200,0.0036453015200489814,0.94,0.09786327745481738,0.1029480418635039,0.0977953621140926,0.005152679749411304
7,Normal–Gaussian (NG),mu[1],Clean,50,2,200,-0.020257181059148838,0.9450000000000001,0.16736562850318015,0.1453921386601856,0.16613518657948825,-0.02074304791930265
7,Normal–Gaussian (NG),mu[2],Clean,50,2,200,-0.004179359545973104,0.9299999999999999,0.16292821931767237,0.1481262385322232,0.1628746069951146,-0.014748368462891404
7,Normal–Gaussian (NG),phi11,Clean,50,2,200,-0.2285182935757761,0.94,0.17367382934976353,0.1686563724452539,0.14767295392591442,0.020983418519339464
7,Normal–Gaussian (NG),phi12,Clean,50,2,200,0.0331250301873903,0.96,0.15680074359078933,0.165866283260133,0.15676575045071325,0.009100532809419748
7,Normal–Gaussian (NG),phi21,Clean,50,2,200,-0.37348751785039547,0.98,0.15591147413518774,0.17204481299132313,0.15137192113171724,0.020672891859605885
7,Normal–Gaussian (NG),phi22,Clean,50,2,200,-0.13101187204664275,0.975,0.15179080311956983,0.1679047695937578,0.14245767867313247,0.02544709092062533
7,Normal–Clayton (NC),theta,Clean,50,2,200,6.155110331121788e-5,0.955,0.570318628173729,0.5414966299370209,0.5703186148880386,-0.02882198495101773
7,Normal–Clayton (NC),sigma[1],Clean,50,2,200,-0.008657652852222671,0.94,0.09539763752775184,0.0958141927409567,0.09500396988003568,8.102228609210282e-4
7,Normal–Clayton (NC),sigma[2],Clean,50,2,200,0.0012394621243434834,0.955,0.09208221563710063,0.09644265417674197,0.09207387344018833,0.00436878073655364
7,Normal–Clayton (NC),mu[1],Clean,50,2,200,-0.01014036314877143,0.955,0.16283255057480492,0.14306315337187323,0.16251649935285783,-0.01945334598098461
7,Normal–Clayton (NC),mu[2],Clean,50,2,200,0.0028177609847005996,0.935,0.1586182379237869,0.14469158820995137,0.15859320800425272,-0.01390161979430135
7,Normal–Clayton (NC),phi11,Clean,50,2,200,-0.2036825802433903,0.9299999999999999,0.16060676085917627,0.1563321196762528,0.13840764673434708,0.017924472941905717
7,Normal–Clayton (NC),phi12,Clean,50,2,200,0.03414673842319678,0.9650000000000001,0.14830444024196485,0.15304328005736564,0.14826512401112102,0.004778156046244625
7,Normal–Clayton (NC),phi21,Clean,50,2,200,-0.36522648198961716,0.97,0.14571001894171223,0.156631808542881,0.14105851902146505,0.015573289521415956
7,Normal–Clayton (NC),phi22,Clean,50,2,200,-0.10361819096464572,0.99,0.14160252352223762,0.15320401988312446,0.1354008786827476,0.01780314120037685
8,Normal–Gaussian (NG),rho,Clean,100,2,200,NA,NA,NA,0.056759744734348375,0.06417564127766717,-0.007415896543318798
8,Normal–Gaussian (NG),sigma[1],Clean,100,2,200,-0.005797419542110002,0.925,0.07079746919780903,0.0711485697059004,0.07055970217813763,5.888675277627708e-4
8,Normal–Gaussian (NG),sigma[2],Clean,100,2,200,-0.0028035424702696683,0.92,0.0740304225139505,0.07142973941608101,0.07397731819423724,-0.0025475787781562287
8,Normal–Gaussian (NG),mu[1],Clean,100,2,200,0.0084142158795397215,0.9299999999999999,0.11368908814887453,0.10174239361966879,0.11337728932751508,-0.011634895707846288
8,Normal–Gaussian (NG),mu[2],Clean,100,2,200,-0.0012482445914626362,0.9450000000000001,0.10818373512070428,0.10213106081568891,0.10817653363880075,-0.006045472823111839
8,Normal–Gaussian (NG),phi11,Clean,100,2,200,-0.08604388142959549,0.955,0.11310940302935923,0.12343767673674319,0.10774585434541217,0.015691822391331017
8,Normal–Gaussian (NG),phi12,Clean,100,2,200,-0.17777360680031412,0.9650000000000001,0.11575008121919148,0.12366875564198623,0.11437677539387747,0.009291980248108761
8,Normal–Gaussian (NG),phi21,Clean,100,2,200,-0.08887701212480748,0.955,0.11488253190786757,0.12436471947016738,0.11453822464452589,0.00982649482564149
8,Normal–Gaussian (NG),phi22,Clean,100,2,200,-0.10203551757108478,0.96,0.1218956460320093,0.1237427950535178,0.11485969278298214,0.008883102270535667
8,Normal–Clayton (NC),theta,Clean,100,2,200,-0.00955905302621011,0.94,0.3622447462823807,0.3738355240761267,0.36173989858758293,0.01209562548854376
8,Normal–Clayton (NC),sigma[1],Clean,100,2,200,-0.0033497706609010745,0.9450000000000001,0.06447253283084288,0.06662143487150561,0.06438545275249277,0.0022359821190128387
8,Normal–Clayton (NC),sigma[2],Clean,100,2,200,-0.00351673609557895,0.9450000000000001,0.06870459620153836,0.06656972160288688,0.06861453276420741,-0.002044811161320534
8,Normal–Clayton (NC),mu[1],Clean,100,2,200,0.012885245838340754,0.915,0.11113437432202482,0.10027093975041476,0.11038487032031814,-0.010113930569903382
8,Normal–Clayton (NC),mu[2],Clean,100,2,200,0.004017142663117574,0.9299999999999999,0.105779190620999,0.10024337863071997,0.1057028842239312,-0.0054595055932112335
8,Normal–Clayton (NC),phi11,Clean,100,2,200,-0.07230426425445516,0.98,0.0993399913372625,0.11153673357289001,0.09503667091279501,0.016500062660095002
8,Normal–Clayton (NC),phi12,Clean,100,2,200,-0.16163235964339498,0.965,0.10623428537295716,0.11112862599695532,0.10499749135986051,0.006131134637094804
8,Normal–Clayton (NC),phi21,Clean,100,2,200,-0.08966948071243842,0.975,0.10550276022969862,0.11047572973067618,0.10512100769291023,0.005354722037765949
8,Normal–Clayton (NC),phi22,Clean,100,2,200,-0.08226229382003208,0.9450000000000001,0.10934900385168238,0.11049124154067255,0.10428073190110396,0.0062105096395685955
9,Normal–Gaussian (NG),rho,Clean,200,2,200,NA,NA,NA,0.03909516141149564,0.048067242410679875,-0.008972080999184236
9,Normal–Gaussian (NG),sigma[1],Clean,200,2,200,-0.0036707312301940418,0.96,0.044367438552800495,0.0502233287137228,0.044215329196696095,0.006007999517026706
9,Normal–Gaussian (NG),sigma[2],Clean,200,2,200,-8.996897541181073e-4,0.96,0.0524431483088342,0.05027205689897137,0.0524354304157858,-0.0021633735168144277
9,Normal–Gaussian (NG),mu[1],Clean,200,2,200,0.0033160630014854725,0.9099999999999999,0.08612932504667341,0.07141276832084284,0.08606546554318813,-0.014652697222345287
9,Normal–Gaussian (NG),mu[2],Clean,200,2,200,0.005845298610433335,0.925,0.08024556482245562,0.07156986515371082,0.08003238818022235,-0.008462523026511529
9,Normal–Gaussian (NG),phi11,Clean,200,2,200,-0.05842347728686257,0.95,0.08487454049552923,0.08923258980751356,0.08159386737127407,0.0076387224362394895
9,Normal–Gaussian (NG),phi12,Clean,200,2,200,0.017253651397025796,0.98,0.07823665093802615,0.08936065035794308,0.07821762375023449,0.011143026607708592
9,Normal–Gaussian (NG),phi21,Clean,200,2,200,-0.06677392554942717,0.9250000000000002,0.0875848064037639,0.08958075149163157,0.08732989603481729,0.002250855456814277
9,Normal–Gaussian (NG),phi22,Clean,200,2,200,-0.05951531614062995,0.975,0.08645410901998582,0.08957968622230106,0.08311186022216403,0.006467826000137025
9,Normal–Clayton (NC),theta,Clean,200,2,200,-0.005639678318175398,0.91,0.2922968807385429,0.2620638791894241,0.2920791718068099,-0.030015292617385836
9,Normal–Clayton (NC),sigma[1],Clean,200,2,200,-0.0021335227140000324,0.955,0.043543783981799505,0.04662274470448595,0.043491484273159325,0.003131260431326624
9,Normal–Clayton (NC),sigma[2],Clean,200,2,200,-0.0015897049564213242,0.9299999999999999,0.04693389485731601,0.04667573755282638,0.046906964564221415,-2.312270113950382e-4
9,Normal–Clayton (NC),mu[1],Clean,200,2,200,0.006171156243770103,0.92,0.0826212009662864,0.07052769698478858,0.08239041011990693,-0.011862713135118344
9,Normal–Clayton (NC),mu[2],Clean,200,2,200,0.00774252290769858,0.925,0.07661374690487806,0.07058514107518275,0.07622151634432678,-0.0056363752691440255
9,Normal–Clayton (NC),phi11,Clean,200,2,200,-0.047776883254292565,0.98,0.07710935636028797,0.0788618874884834,0.07470362739880035,0.00415826008968305
9,Normal–Clayton (NC),phi12,Clean,200,2,200,0.009758632694703772,0.98,0.07360678686925312,0.07885326411350534,0.0736003176901768,0.005252946423328533
9,Normal–Clayton (NC),phi21,Clean,200,2,200,-0.0793175700480878,0.9450000000000001,0.0783435518542931,0.07884556598984176,0.07794099914655303,9.04566843288726e-4
9,Normal–Clayton (NC),phi22,Clean,200,2,200,-0.035821637906544954,0.975,0.07495324199296073,0.0789775170201646,0.07357090543473087,0.005406611585433735
10,Normal–Gaussian (NG),rho,Clean,50,4,200,NA,NA,NA,0.055946703591905504,0.06284861793015517,-0.0069019143382496664
10,Normal–Gaussian (NG),sigma[1],Clean,50,4,200,-0.008830362076839328,0.92,0.10524901316673113,0.10096881848848109,0.10487792655350629,-0.003909108065025202
10,Normal–Gaussian (NG),sigma[2],Clean,50,4,200,-0.008427804518801795,0.94,0.10221401835863383,0.10104504973726434,0.10186597891353127,-8.209291762669296e-4
10,Normal–Gaussian (NG),mu[1],Clean,50,4,200,0.019357366607178073,0.915,0.17725376779771826,0.1459723709644175,0.1761936166735978,-0.030221245709180306
10,Normal–Gaussian (NG),mu[2],Clean,50,4,200,0.01756618571647415,0.9,0.1788236896236153,0.1462044448898261,0.1779588185226499,-0.031754373632823796
10,Normal–Gaussian (NG),phi11,Clean,50,4,200,-0.18358109172321138,0.985,0.1680017147336975,0.19128860842558007,0.15110345262546743,0.04018515580011264
10,Normal–Gaussian (NG),phi12,Clean,50,4,200,-0.19522068231178616,0.98,0.15018046071778246,0.19209414323683452,0.14890621086234987,0.04318793237448465
10,Normal–Gaussian (NG),phi21,Clean,50,4,200,-0.07068026494664603,0.975,0.15928453463826067,0.19230518466004,0.15912764051665565,0.03317754414338436
