condition_id,model,param,N_valid,N_truth_avail,mean_bias,mean_rel_bias,coverage_95,mean_post_sd,emp_sd,sd_bias,mean_n_div,prop_div,mean_rhat
1,NC,mu[1],200,200,-0.006095400662452296,-0.006095400662452296,0.925,0.14933726199532124,0.15737664379092173,-0.008039381795600486,0,0,1.000954428654514
1,NC,mu[2],200,200,-0.020405253072009515,-0.020405253072009515,0.95,0.14968787602894362,0.1454032992343822,0.004284576794561429,0,0,1.000954428654514
1,NC,phi11,200,200,-0.07663271743997505,-0.1915817935999376,0.9450000000000001,0.13737008183507368,0.12361292909633195,0.01375715273874173,0,0,1.000954428654514
1,NC,phi12,200,200,-6.148202582043667e-4,-0.006148202582043676,0.955,0.13590365518106357,0.12589752900130446,0.0100061261797591,0,0,1.000954428654514
1,NC,phi21,200,200,-0.033820096058459995,-0.33820096058459986,0.925,0.1380717983682943,0.14528168343447026,-0.007209885066175953,0,0,1.000954428654514
1,NC,phi22,200,200,-0.046753463566003656,-0.11688365891500915,0.9299999999999999,0.13527562298870882,0.13933276991762586,-0.004057146928917038,0,0,1.000954428654514
1,NC,sigma[1],200,200,0.01733161268790191,0.01733161268790191,0.97,0.10510816757486709,0.09698645783703554,0.00812170973783155,0,0,1.000954428654514
1,NC,sigma[2],200,200,0.020457971949188896,0.020457971949188896,0.94,0.1055588293771077,0.10247258210626471,0.0030862472708429872,0,0,1.000954428654514
1,NC,theta,200,200,0.06607738399841848,0.13215476799683695,0.99,0.23816562632946048,0.2054284619585454,0.03273716437091509,0,0,1.000954428654514
1,NG,mu[1],200,200,0.004084099561514552,0.004084099561514552,0.935,0.14961682578325333,0.15832409170607453,-0.0087072659228212,0,0,1.0009040138213432
1,NG,mu[2],200,200,-0.010058569015211186,-0.010058569015211186,0.9450000000000001,0.1499859859883167,0.14619750553544333,0.0037884804528733607,0,0,1.0009040138213432
1,NG,phi11,200,200,-0.07879798564373702,-0.19699496410934256,0.94,0.1401097303756814,0.12750635289166531,0.012603377484016076,0,0,1.0009040138213432
1,NG,phi12,200,200,0.004504434400307587,0.04504434400307587,0.97,0.1389321950632069,0.13053025442835325,0.008401940634853639,0,0,1.0009040138213432
1,NG,phi21,200,200,-0.02985320468091099,-0.29853204680910994,0.9299999999999999,0.14088518642888193,0.1472199285725032,-0.006334742143621286,0,0,1.0009040138213432
1,NG,phi22,200,200,-0.045967463883192554,-0.11491865970798137,0.9299999999999999,0.13857137523613225,0.13686233071461593,0.001709044521516323,0,0,1.0009040138213432
1,NG,rho,200,0,NA,NA,NA,0.12689505279615612,0.13478635781114687,-0.007891305014990746,0,0,1.0009040138213432
1,NG,sigma[1],200,200,0.013630968123134411,0.013630968123134411,0.9650000000000001,0.10625750616302322,0.10268667104061865,0.003570835122404567,0,0,1.0009040138213432
1,NG,sigma[2],200,200,0.015478196750041622,0.015478196750041622,0.95,0.10633119087353084,0.10235075380440056,0.003980437069130274,0,0,1.0009040138213432
2,NC,mu[1],200,200,0.012670419672068042,0.012670419672068042,0.9299999999999999,0.10360992033298619,0.11112190386742231,-0.00751198353443612,0,0,1.0007933488419127
2,NC,mu[2],200,200,0.011090433244215492,0.011090433244215492,0.935,0.10317679902933795,0.11010678949128311,-0.00692999046194516,0,0,1.0007933488419127
2,NC,phi11,200,200,-0.04719145747377316,-0.11797864368443291,0.915,0.09598354109906788,0.10224389647067814,-0.006260355371610252,0,0,1.0007933488419127
2,NC,phi12,200,200,0.0013652342684803153,0.013652342684803156,0.95,0.09685924101696325,0.09918170278679267,-0.0023224617698294203,0,0,1.0007933488419127
2,NC,phi21,200,200,-0.011609165973147569,-0.11609165973147569,0.97,0.0960143695973668,0.09835692338869217,-0.0023425537913253774,0,0,1.0007933488419127
2,NC,phi22,200,200,-0.037806472217663686,-0.0945161805441592,0.9450000000000001,0.09596695974037246,0.08846868500198525,0.007498274738387212,0,0,1.0007933488419127
2,NC,sigma[1],200,200,0.014259644978336376,0.014259644978336376,0.925,0.07257592217758274,0.07523736980575246,-0.002661447628169722,0,0,1.0007933488419127
2,NC,sigma[2],200,200,0.00845995373049603,0.00845995373049603,0.955,0.07215627807806188,0.07068453957461492,0.0014717385034469649,0,0,1.0007933488419127
2,NC,theta,200,200,0.034684078818004095,0.06936815763600819,0.9650000000000001,0.17191747681658714,0.17322215071823838,-0.001304673901651232,0,0,1.0007933488419127
2,NG,mu[1],200,200,0.018802692738702307,0.018802692738702307,0.935,0.10383629536330481,0.11205910519222231,-0.008222809828917502,0,0,1.0008102622168364
2,NG,mu[2],200,200,0.017135302041566765,0.017135302041566765,0.935,0.10342828730863861,0.11150474630308817,-0.008076458994449559,0,0,1.0008102622168364
2,NG,phi11,200,200,-0.0468400963652472,-0.117100240913118,0.925,0.09854581472359666,0.10404819029522572,-0.0055023755716290534,0,0,1.0008102622168364
2,NG,phi12,200,200,-1.0248688763601909e-5,-1.0248688763605519e-4,0.9450000000000001,0.0991797613036496,0.10051686528407273,-0.0013371039804231377,0,0,1.0008102622168364
2,NG,phi21,200,200,-0.01155592771904866,-0.11555927719048655,0.975,0.0984987198991881,0.09962842127794057,-0.0011297013787524707,0,0,1.0008102622168364
2,NG,phi22,200,200,-0.0403918885620857,-0.10097972140521423,0.96,0.09857880745222393,0.09114901455342954,0.007429792898794391,0,0,1.0008102622168364
2,NG,rho,200,0,NA,NA,NA,0.0900914189030794,0.09640248042118221,-0.006311061518102817,0,0,1.0008102622168364
2,NG,sigma[1],200,200,0.010417188575752738,0.010417188575752738,0.9450000000000001,0.07324871189297999,0.07635503267115522,-0.0031063207781752283,0,0,1.0008102622168364
2,NG,sigma[2],200,200,0.0060245072134346885,0.0060245072134346885,0.94,0.07290731050773125,0.07245207778510349,4.5523272262776304e-4,0,0,1.0008102622168364
3,NC,mu[1],200,200,-0.003681564028650518,-0.003681564028650518,0.9450000000000001,0.07172385483250213,0.07702623444059944,-0.0053023796080973185,0,0,1.000799396439034
3,NC,mu[2],200,200,0.0011761864576065246,0.0011761864576065246,0.97,0.07172895045490914,0.06831620552448542,0.0034127449304237195,0,0,1.000799396439034
3,NC,phi11,200,200,-0.015005775096649514,-0.03751443774162378,0.96,0.06745860605329253,0.05982453649704779,0.007634069556244738,0,0,1.000799396439034
3,NC,phi12,200,200,0.002260127710886964,0.02260127710886962,0.9299999999999999,0.06785987134566474,0.06833232632267176,-4.72454977007028e-4,0,0,1.000799396439034
3,NC,phi21,200,200,-0.001651357653501737,-0.016513576535017335,0.9650000000000001,0.06743944411681826,0.06393662239764464,0.0035028217191736266,0,0,1.000799396439034
3,NC,phi22,200,200,-0.01598120276439998,-0.03995300691099995,0.935,0.06756253956025601,0.06756044554455026,2.094015705750296e-6,0,0,1.000799396439034
3,NC,sigma[1],200,200,0.005318639489669276,0.005318639489669276,0.9450000000000001,0.0502181500409499,0.05288694159454788,-0.0026687915535979836,0,0,1.000799396439034
3,NC,sigma[2],200,200,0.005256529685760803,0.005256529685760803,0.9299999999999999,0.05015094147578202,0.049819690308103244,3.3125116767877827e-4,0,0,1.000799396439034
3,NC,theta,200,200,0.02118516094310508,0.04237032188621016,0.96,0.12292177998493155,0.11517338964089596,0.007748390344035586,0,0,1.000799396439034
3,NG,mu[1],200,200,-0.0016199559134589775,-0.0016199559134589775,0.9450000000000001,0.07187867487764263,0.0772198146164856,-0.005341139738842968,0,0,1.0007474796186113
3,NG,mu[2],200,200,0.0036694928160407956,0.0036694928160407956,0.9650000000000001,0.07184564166418493,0.0686404190696248,0.003205222594560131,0,0,1.0007474796186113
3,NG,phi11,200,200,-0.014429866375218153,-0.03607466593804537,0.96,0.0694038919937411,0.06176144711916397,0.007642444874577131,0,0,1.0007474796186113
3,NG,phi12,200,200,0.0011449463323867967,0.011449463323867929,0.94,0.06979505449977179,0.06879098274446344,0.0010040717553083528,0,0,1.0007474796186113
3,NG,phi21,200,200,-8.901650040106443e-4,-0.008901650040106407,0.975,0.06943545440300221,0.06397847548818902,0.005456978914813185,0,0,1.0007474796186113
3,NG,phi22,200,200,-0.017399087728263173,-0.04349771932065793,0.94,0.06953718462361545,0.06906457817178575,4.7260645182969907e-4,0,0,1.0007474796186113
3,NG,rho,200,0,NA,NA,NA,0.06340376255605573,0.07087461947159297,-0.007470856915537241,0,0,1.0007474796186113
3,NG,sigma[1],200,200,0.004074443846011881,0.004074443846011881,0.94,0.0508390981103222,0.05446212530757535,-0.0036230271972531453,0,0,1.0007474796186113
3,NG,sigma[2],200,200,0.003632484917216298,0.003632484917216298,0.9299999999999999,0.05078367771767424,0.050618072848212,1.6560486946223807e-4,0,0,1.0007474796186113
4,NC,mu[1],200,200,0.013655773051031076,0.013655773051031076,0.925,0.1473209285193319,0.1677256975189253,-0.020404768999593398,0,0,1.0010856683276843
4,NC,mu[2],200,200,0.008568030843337467,0.008568030843337467,0.925,0.14772445411575752,0.1675110977110874,-0.01978664359532989,0,0,1.0010856683276843
4,NC,phi11,200,200,-0.07024626840610124,-0.17561567101525308,0.9650000000000001,0.1438939141159298,0.12239050460430277,0.021503409511627034,0,0,1.0010856683276843
4,NC,phi12,200,200,0.008631647163456338,0.08631647163456342,0.98,0.14352295498398554,0.13085581647190653,0.012667138512079013,0,0,1.0010856683276843
4,NC,phi21,200,200,-0.002048595014071237,-0.02048595014071231,0.97,0.14542755144593128,0.1400638152807911,0.005363736165140187,0,0,1.0010856683276843
4,NC,phi22,200,200,-0.07877016454934672,-0.1969254113733668,0.955,0.14475928412890157,0.13262988580989304,0.012129398319008527,0,0,1.0010856683276843
4,NC,sigma[1],200,200,0.0024770682814075464,0.0024770682814075464,0.95,0.1012312419480792,0.09715873565398714,0.00407250629409206,0,0,1.0010856683276843
4,NC,sigma[2],200,200,0.005121157645036533,0.005121157645036533,0.975,0.10125704373042017,0.09559392504084706,0.005663118689573116,0,0,1.0010856683276843
4,NC,theta,200,200,-0.013829781291342842,-0.013829781291342842,0.975,0.3407635587105556,0.3186732297695557,0.02209032894099988,0,0,1.0010856683276843
4,NG,mu[1],200,200,0.014023821701532848,0.014023821701532848,0.915,0.14850033980399502,0.1736566045880992,-0.025156264784104182,0,0,1.0009744010010213
4,NG,mu[2],200,200,0.010251011605740856,0.010251011605740856,0.915,0.14955713487744493,0.17161940939052714,-0.02206227451308221,0,0,1.0009744010010213
4,NG,phi11,200,200,-0.08077555037795921,-0.201938875944898,0.96,0.14978363324809352,0.12839205709376883,0.021391576154324687,0,0,1.0009744010010213
4,NG,phi12,200,200,0.011188537841210466,0.11188537841210465,0.965,0.15049621492587298,0.13558756539623745,0.014908649529635526,0,0,1.0009744010010213
4,NG,phi21,200,200,-0.004882004790725332,-0.048820047907253306,0.97,0.15153140740970678,0.14448396650250875,0.007047440907198027,0,0,1.0009744010010213
4,NG,phi22,200,200,-0.08494423601949731,-0.21236059004874328,0.9650000000000001,0.1507766483891469,0.13754191305439464,0.013234735334752251,0,0,1.0009744010010213
4,NG,rho,200,0,NA,NA,NA,0.11274684159576451,0.1255078676375028,-0.012761026041738288,0,0,1.0009744010010213
4,NG,sigma[1],200,200,-0.0029736498892957313,-0.0029736498892957313,0.9450000000000001,0.10349475294006934,0.10003223942590003,0.0034625135141693048,0,0,1.0009744010010213
4,NG,sigma[2],200,200,0.0036049933621100025,0.0036049933621100025,0.97,0.10426678745799454,0.0993496039493343,0.0049171835086602445,0,0,1.0009744010010213
5,NC,mu[1],200,200,-0.0025823499161161593,-0.0025823499161161593,0.92,0.10187925965916121,0.1090913078222371,-0.007212048163075885,0,0,1.0009684133468906
5,NC,mu[2],200,200,0.0013066141742331717,0.0013066141742331717,0.9299999999999999,0.10212115356397374,0.10955667982795922,-0.007435526263985484,0,0,1.0009684133468906
5,NC,phi11,200,200,-0.02350646113384526,-0.05876615283461314,0.9650000000000001,0.10005977847675568,0.09104423493628355,0.009015543540472126,0,0,1.0009684133468906
5,NC,phi12,200,200,-3.7055091372609217e-4,-0.003705509137260925,0.94,0.10043572656893239,0.09487539423516629,0.005560332333766099,0,0,1.0009684133468906
5,NC,phi21,200,200,-0.004475109332371406,-0.044751093323714054,0.94,0.10051507861241692,0.10345834156110359,-0.002943262948686673,0,0,1.0009684133468906
5,NC,phi22,200,200,-0.035078470033311174,-0.08769617508327793,0.975,0.10114334808888276,0.09044384291282807,0.010699505176054683,0,0,1.0009684133468906
5,NC,sigma[1],200,200,0.0037937793889443183,0.0037937793889443183,0.965,0.06989723009402475,0.06992056494493541,-2.333485091066123e-5,0,0,1.0009684133468906
5,NC,sigma[2],200,200,0.005743015124983575,0.005743015124983575,0.95,0.06996753842970305,0.07246905024719257,-0.0025015118174895185,0,0,1.0009684133468906
5,NC,theta,200,200,-0.024147190165267746,-0.024147190165267746,0.955,0.23829201787314874,0.22044772807897214,0.0178442897941766,0,0,1.0009684133468906
5,NG,mu[1],200,200,-0.002349138050294186,-0.002349138050294186,0.915,0.1027753884266477,0.10971639953108543,-0.006941011104437733,0,0,1.0009514756077995
5,NG,mu[2],200,200,0.0020049699234653408,0.0020049699234653408,0.915,0.10297592246380266,0.1121211071119098,-0.009145184648107138,0,0,1.0009514756077995
5,NG,phi11,200,200,-0.030057297203717075,-0.07514324300929269,0.96,0.1059008619081353,0.09945323108244217,0.006447630825693135,0,0,1.0009514756077995
5,NG,phi12,200,200,0.003328959484118095,0.03328959484118094,0.9450000000000001,0.10675396097922668,0.10656020219240611,1.9375878682056924e-4,0,0,1.0009514756077995
5,NG,phi21,200,200,-0.007806572834968438,-0.0780657283496844,0.94,0.10632140447196099,0.11121198857154278,-0.004890584099581791,0,0,1.0009514756077995
5,NG,phi22,200,200,-0.0336476735557389,-0.08411918388934726,0.97,0.10665161724258183,0.09836467600959332,0.00828694123298851,0,0,1.0009514756077995
5,NG,rho,200,0,NA,NA,NA,0.0778082290072381,0.07858593763949745,-7.777086322593441e-4,0,0,1.0009514756077995
5,NG,sigma[1],200,200,0.0028655428455767722,0.0028655428455767722,0.96,0.07221661725714486,0.072309328941125,-9.271168398014562e-5,0,0,1.0009514756077995
5,NG,sigma[2],200,200,0.0047194045484627144,0.0047194045484627144,0.94,0.07242914898142883,0.07651956486726866,-0.004090415885839832,0,0,1.0009514756077995
6,NC,mu[1],200,200,-0.0054348267600938475,-0.0054348267600938475,0.9450000000000001,0.07068832626739739,0.07685179187000593,-0.006163465602608539,0,0,1.0010169792768397
6,NC,mu[2],200,200,0.0012869509784916684,0.0012869509784916684,0.935,0.07101591921330536,0.07548454820438473,-0.004468628991079374,0,0,1.0010169792768397
6,NC,phi11,200,200,-0.018086472358198984,-0.04521618089549746,0.935,0.07091329752582441,0.07269347127870833,-0.0017801737528839179,0,0,1.0010169792768397
6,NC,phi12,200,200,-0.002445796132738415,-0.024457961327384148,0.9450000000000001,0.07072495884699151,0.07358927204859447,-0.0028643132016029638,0,0,1.0010169792768397
6,NC,phi21,200,200,0.0031803348488501936,0.03180334848850191,0.97,0.0715378205481808,0.06704525258345505,0.004492567964725747,0,0,1.0010169792768397
6,NC,phi22,200,200,-0.02114690327960264,-0.052867258199006596,0.9299999999999999,0.0712227199459788,0.06812905382945139,0.0030936661165274076,0,0,1.0010169792768397
6,NC,sigma[1],200,200,-0.005961972762256592,-0.005961972762256592,0.9099999999999999,0.04839111594350954,0.053170320585654324,-0.004779204642144784,0,0,1.0010169792768397
6,NC,sigma[2],200,200,-0.0012916639979173121,-0.0012916639979173121,0.9299999999999999,0.04860966491123827,0.05032517843365374,-0.0017155135224154738,0,0,1.0010169792768397
6,NC,theta,200,200,-0.004797196937965047,-0.004797196937965047,0.955,0.16903248007530772,0.1580201154518802,0.011012364623427529,0,0,1.0010169792768397
6,NG,mu[1],200,200,-0.005209186267559336,-0.005209186267559336,0.935,0.07117788779956712,0.0764552639288433,-0.005277376129276187,0,0,1.0008689641567796
6,NG,mu[2],200,200,0.0013030019788824489,0.0013030019788824489,0.94,0.07141007776418933,0.07705049509295181,-0.005640417328762484,0,0,1.0008689641567796
6,NG,phi11,200,200,-0.016590830203063955,-0.0414770755076599,0.935,0.07566680872596611,0.0759126160719734,-2.458073460072929e-4,0,0,1.0008689641567796
6,NG,phi12,200,200,-0.006135062829059745,-0.061350628290597446,0.94,0.07564131414696253,0.07878939025405844,-0.003148076107095915,0,0,1.0008689641567796
6,NG,phi21,200,200,0.00623808028310088,0.06238080283100881,0.98,0.07614776490193861,0.07070827044515138,0.005439494456787236,0,0,1.0008689641567796
6,NG,phi22,200,200,-0.025406119246923205,-0.06351529811730802,0.94,0.07588230046871693,0.07302548689305763,0.0028568135756592977,0,0,1.0008689641567796
6,NG,rho,200,0,NA,NA,NA,0.05425282044586177,0.0589040490052684,-0.0046512285594066255,0,0,1.0008689641567796
6,NG,sigma[1],200,200,-0.007503993354981778,-0.007503993354981778,0.9099999999999999,0.05003746984968793,0.055057722089068756,-0.0050202522393808235,0,0,1.0008689641567796
6,NG,sigma[2],200,200,-0.0030563717766164283,-0.0030563717766164283,0.935,0.050262283499532184,0.05221196376350815,-0.0019496802639759683,0,0,1.0008689641567796
7,NC,mu[1],200,200,-0.010140363148771429,-0.010140363148771429,0.955,0.1430631533718732,0.16251649935285783,-0.019453345980984638,0,0,1.0013760122071682
7,NC,mu[2],200,200,0.002817760984700599,0.002817760984700599,0.935,0.14469158820995137,0.15859320800425272,-0.01390161979430135,0,0,1.0013760122071682
7,NC,phi11,200,200,-0.08147303209735612,-0.2036825802433903,0.9299999999999999,0.1563321196762528,0.13840764673434708,0.017924472941905717,0,0,1.0013760122071682
7,NC,phi12,200,200,0.0034146738423196737,0.03414673842319677,0.9650000000000001,0.15304328005736564,0.14826512401112102,0.004778156046244625,0,0,1.0013760122071682
7,NC,phi21,200,200,-0.03652264819896171,-0.36522648198961716,0.97,0.156631808542881,0.14105851902146505,0.015573289521415956,0,0,1.0013760122071682
7,NC,phi22,200,200,-0.0414472763858583,-0.10361819096464572,0.99,0.15320401988312446,0.1354008786827476,0.01780314120037685,0,0,1.0013760122071682
7,NC,sigma[1],200,200,-0.008657652852222673,-0.008657652852222673,0.94,0.0958141927409567,0.09500396988003568,8.102228609210282e-4,0,0,1.0013760122071682
7,NC,sigma[2],200,200,0.001239462124343484,0.001239462124343484,0.955,0.09644265417674197,0.09207387344018833,0.00436878073655364,0,0,1.0013760122071682
7,NC,theta,200,200,1.2310220662243963e-4,6.155110331121982e-5,0.955,0.5414966299370209,0.5703186148880386,-0.02882198495101773,0,0,1.0013760122071682
7,NG,mu[1],200,200,-0.020257181059148834,-0.020257181059148834,0.9450000000000001,0.1453921386601856,0.16613518657948825,-0.02074304791930265,0,0,1.0011925021953534
7,NG,mu[2],200,200,-0.0041793595459731015,-0.0041793595459731015,0.9299999999999999,0.1481262385322232,0.1628746069951146,-0.014748368462891404,0,0,1.0011925021953534
7,NG,phi11,200,200,-0.09140731743031046,-0.2285182935757761,0.94,0.1686563724452539,0.14767295392591442,0.020983418519339464,0,0,1.0011925021953534
7,NG,phi12,200,200,0.003312503018739024,0.03312503018739028,0.96,0.165866283260133,0.15676575045071325,0.009100532809419748,0,0,1.0011925021953534
7,NG,phi21,200,200,-0.03734875178503955,-0.37348751785039547,0.98,0.17204481299132313,0.15137192113171724,0.020672891859605885,0,0,1.0011925021953534
7,NG,phi22,200,200,-0.052404748818657115,-0.13101187204664275,0.975,0.1679047695937578,0.14245767867313247,0.02544709092062533,0,0,1.0011925021953534
7,NG,rho,200,0,NA,NA,NA,0.084778520076704,0.09612470455681031,-0.011346184480106311,0,0,1.0011925021953534
7,NG,sigma[1],200,200,-0.016092899634149546,-0.016092899634149546,0.96,0.1009203354219943,0.0974038039280562,0.003516531493938102,0,0,1.0011925021953534
7,NG,sigma[2],200,200,0.0036453015200489827,0.0036453015200489827,0.94,0.1029480418635039,0.09779536211409261,0.00515267974941129,0,0,1.0011925021953534
8,NC,mu[1],200,200,0.012885245838340754,0.012885245838340754,0.915,0.10027093975041476,0.11038487032031814,-0.010113930569903382,0,0,1.0012154463069731
8,NC,mu[2],200,200,0.004017142663117571,0.004017142663117571,0.9299999999999999,0.10024337863071997,0.1057028842239312,-0.0054595055932112335,0,0,1.0012154463069731
8,NC,phi11,200,200,-0.028921705701782065,-0.07230426425445516,0.98,0.11153673357289001,0.09503667091279501,0.016500062660095002,0,0,1.0012154463069731
8,NC,phi12,200,200,-0.0161632359643395,-0.16163235964339498,0.965,0.11112862599695532,0.10499749135986051,0.006131134637094804,0,0,1.0012154463069731
8,NC,phi21,200,200,-0.008966948071243838,-0.08966948071243841,0.975,0.11047572973067618,0.10512100769291023,0.005354722037765949,0,0,1.0012154463069731
8,NC,phi22,200,200,-0.032904917528012834,-0.08226229382003208,0.9450000000000001,0.11049124154067255,0.10428073190110396,0.0062105096395685955,0,0,1.0012154463069731
8,NC,sigma[1],200,200,-0.00334977066090107,-0.00334977066090107,0.9450000000000001,0.06662143487150561,0.06438545275249277,0.0022359821190128387,0,0,1.0012154463069731
8,NC,sigma[2],200,200,-0.003516736095578953,-0.003516736095578953,0.9450000000000001,0.06656972160288688,0.06861453276420744,-0.0020448111613205616,0,0,1.0012154463069731
8,NC,theta,200,200,-0.019118106052420206,-0.009559053026210103,0.94,0.3738355240761267,0.3617398985875829,0.012095625488543815,0,0,1.0012154463069731
8,NG,mu[1],200,200,0.00841421587953972,0.00841421587953972,0.9299999999999999,0.10174239361966879,0.11337728932751508,-0.011634895707846288,0,0,1.0011748672813001
8,NG,mu[2],200,200,-0.0012482445914626357,-0.0012482445914626357,0.9450000000000001,0.10213106081568891,0.10817653363880077,-0.006045472823111853,0,0,1.0011748672813001
8,NG,phi11,200,200,-0.03441755257183819,-0.08604388142959549,0.955,0.12343767673674319,0.10774585434541217,0.015691822391331017,0,0,1.0011748672813001
8,NG,phi12,200,200,-0.01777736068003142,-0.17777360680031412,0.9650000000000001,0.12366875564198623,0.11437677539387747,0.009291980248108761,0,0,1.0011748672813001
8,NG,phi21,200,200,-0.008887701212480755,-0.08887701212480748,0.955,0.12436471947016738,0.11453822464452589,0.00982649482564149,0,0,1.0011748672813001
8,NG,phi22,200,200,-0.04081420702843392,-0.10203551757108478,0.96,0.1237427950535178,0.11485969278298214,0.008883102270535667,0,0,1.0011748672813001
8,NG,rho,200,0,NA,NA,NA,0.056759744734348375,0.06417564127766719,-0.007415896543318812,0,0,1.0011748672813001
8,NG,sigma[1],200,200,-0.005797419542110001,-0.005797419542110001,0.925,0.0711485697059004,0.07055970217813763,5.888675277627708e-4,0,0,1.0011748672813001
8,NG,sigma[2],200,200,-0.0028035424702696665,-0.0028035424702696665,0.92,0.07142973941608101,0.07397731819423724,-0.0025475787781562287,0,0,1.0011748672813001
9,NC,mu[1],200,200,0.006171156243770101,0.006171156243770101,0.92,0.07052769698478858,0.08239041011990693,-0.011862713135118344,0,0,1.0012140574919228
9,NC,mu[2],200,200,0.007742522907698585,0.007742522907698585,0.925,0.07058514107518275,0.07622151634432678,-0.0056363752691440255,0,0,1.0012140574919228
9,NC,phi11,200,200,-0.019110753301717028,-0.047776883254292565,0.98,0.0788618874884834,0.07470362739880035,0.00415826008968305,0,0,1.0012140574919228
9,NC,phi12,200,200,9.758632694703774e-4,0.009758632694703773,0.98,0.07885326411350534,0.0736003176901768,0.005252946423328533,0,0,1.0012140574919228
