condition_id,model,param,mean_rel_bias,coverage_95,mean_post_sd,emp_sd,sd_bias,mean_n_div
5,SG,mu[1],-0.01617982525125703,0.945,0.14358669281470005,0.15398271759455828,-0.010396024779858237,1.26
5,SG,mu[2],-0.020897279129239853,0.94,0.14289727983226083,0.16088231252228663,-0.0179850326900258,1.26
5,SG,omega[1],0.22872059104843387,0.825,0.21635759549374903,0.21677054401072085,-4.129485169718228e-4,1.26
5,SG,omega[2],0.22170013964759627,0.875,0.21603277482223768,0.20557321275269677,0.010459562069540906,1.26
5,SG,phi11,-0.14817553907826572,0.955,0.13092695453513886,0.11568023019965813,0.01524672433548073,1.26
5,SG,phi12,-0.05789926575266388,0.965,0.1312927700155079,0.11495762941353288,0.016335140601975023,1.26
5,SG,phi21,-0.0013969297841425353,0.965,0.13116323675922673,0.12066211445166417,0.01050112230756256,1.26
5,SG,phi22,-0.15663291410254254,0.955,0.13082793792763311,0.12014978974017916,0.010678148187453954,1.26
5,SG,rho,-0.11870667177011739,0.965,0.12489305313563225,0.12583987811382658,-9.4682497819433e-4,1.26
6,NG,mu[1],-0.9584125632971157,0.1,0.34845980274766136,0.2898676988823169,0.05859210386534447,0
6,NG,mu[2],-0.9466762963282381,0.125,0.3458001615220223,0.2853511355168973,0.06044902600512503,0
6,NG,phi11,-0.08251242617692897,0.98,0.13383876782153606,0.1113092434545212,0.022529524367014858,0
6,NG,phi12,0.1381649657954431,0.94,0.13960562497196843,0.14073522474402736,-0.0011295997720589257,0
6,NG,phi21,0.2340257862042377,0.945,0.13765918525434725,0.13168604532327072,0.005973139931076538,0
6,NG,phi22,-0.10430820209136835,0.98,0.13378643903873888,0.10739319654915565,0.026393242489583232,0
6,NG,rho,-0.3657585304554971,0.8,0.1281812959801023,0.14847598849912316,-0.020294692519020857,0
6,NG,sigma[1],0.3493073032329571,0.325,0.13832192331155768,0.3617215738468573,-0.22339965053529964,0
6,NG,sigma[2],0.33412751935498586,0.3,0.13708415851174643,0.34498043202160694,-0.2078962735098605,0
6,SG,delta[1],-0.9912691354405846,0.015,0.024829106257987947,0.03378115585361839,-0.008952049595630444,16.94
6,SG,delta[2],-0.992209899064878,0.01,0.024236913986830134,0.031014810665901654,-0.00677789667907152,16.94
6,SG,mu[1],-1.2363129552783612,0.005,0.19785924763125684,0.27287321688691213,-0.07501396925565529,16.94
6,SG,mu[2],-1.2252102489119725,0,0.19313086378835925,0.2775673663583042,-0.08443650256994495,16.94
6,SG,omega[1],0.7077026369899017,0.105,0.17536417035620022,0.38765922957750343,-0.2122950592213032,16.94
6,SG,omega[2],0.6856989347602767,0.1,0.1720767034176371,0.37372217540530067,-0.20164547198766358,16.94
6,SG,phi11,-0.050089197186909754,1,0.06258543407104225,0.034710073591751274,0.027875360479290977,16.94
6,SG,phi12,-0.040575153717516896,0.995,0.06490915797970412,0.04461778517914246,0.02029137280056166,16.94
6,SG,phi21,-0.032808499295170525,0.995,0.0627487861819956,0.04577142946123289,0.016977356720762712,16.94
6,SG,phi22,-0.05565928280082083,1,0.06520854681966924,0.03557631932520554,0.029632227494463703,16.94
6,SG,rho,-0.28815207060781184,0.81,0.10230935602144837,0.11628830876113093,-0.013978952739682554,16.94
7,NG,mu[1],0.005058506112751484,0.91,0.14980990843961825,0.16830234121314935,-0.018492432773531103,0
7,NG,mu[2],0.013043490107155227,0.94,0.15026711726817396,0.15530724164732232,-0.0050401243791483585,0
7,NG,phi11,-0.20287344662134038,0.945,0.1399572251203996,0.12057913424640092,0.01937809087399868,0
7,NG,phi12,0.02718917662030063,0.955,0.1397849771207325,0.12937616904540983,0.010408808075322684,0
7,NG,phi21,-0.28039692239466735,0.965,0.14139871415909566,0.13418866404150095,0.007210050117594707,0
7,NG,phi22,-0.17804643937524078,0.935,0.13884381433972748,0.13054413395765796,0.008299680382069519,0
7,NG,rho,-0.17288710607327035,0.945,0.12846788261006717,0.11592297679531047,0.012544905814756702,0
7,NG,sigma[1],0.01107041946816083,0.935,0.10618601878300836,0.11647391865434004,-0.010287899871331677,0
7,NG,sigma[2],0.014150759865008642,0.905,0.10620158745753264,0.11854876023946953,-0.012347172781936894,0
7,SG,delta[1],-0.7005316375966917,0.485,0.43961635954400896,0.24695767961043397,0.192658679933575,0.48
7,SG,delta[2],0.6975856554522952,0.475,0.4503629807115585,0.23269814096399427,0.21766483974756423,0.48
7,SG,mu[1],0.006898047199458731,0.91,0.1456776228948103,0.16552329105250055,-0.01984566815769026,0.48
7,SG,mu[2],0.011994314514714659,0.94,0.14684315358228558,0.15290004921331296,-0.006056895631027376,0.48
7,SG,omega[1],0.1667794270944551,0.875,0.19389890919423516,0.19030060449507136,0.003598304699163807,0.48
7,SG,omega[2],0.17400030075101464,0.875,0.20060923416665982,0.1925831224585044,0.008026111708155426,0.48
7,SG,phi11,-0.1868316084495192,0.955,0.13459392578805165,0.11591302250054313,0.01868090328750853,0.48
7,SG,phi12,0.015360517211972834,0.945,0.1336490649102816,0.12484006965742578,0.008808995252855834,0.48
7,SG,phi21,-0.25315194518977036,0.97,0.13654941488499334,0.12830388994216776,0.008245524942825572,0.48
7,SG,phi22,-0.16756536093931684,0.935,0.13460721900549164,0.1269264310614787,0.007680787944012946,0.48
7,SG,rho,-0.16883179984654664,0.94,0.12698884194352228,0.11648415542148692,0.010504686522035359,0.48
8,NG,mu[1],0.0025822032245839876,0.92,0.15062347693782627,0.1688635393225599,-0.018240062384733635,0
8,NG,mu[2],0.001274475038082675,0.925,0.1521322023231964,0.17453162430994384,-0.022399421986747436,0
8,NG,phi11,-0.15415254407339515,0.945,0.13866294899259132,0.12376274449841682,0.014900204494174507,0
8,NG,phi12,-0.23054974718154284,0.96,0.14025545724964575,0.13783368730131557,0.0024217699483301824,0
8,NG,phi21,-0.0731398833840886,0.98,0.14137450994942172,0.12642777330033098,0.014946736649090742,0
8,NG,phi22,-0.2048086728332066,0.945,0.14048236105284528,0.11618417421761672,0.024298186835228566,0
8,NG,rho,-0.17070748168411543,0.955,0.12852474324414467,0.11304995578154402,0.015474787462600656,0
8,NG,sigma[1],0.009575555462324366,0.91,0.10602206881138881,0.11921292440556705,-0.013190855594178236,0
8,NG,sigma[2],0.02126573481270203,0.9,0.10719537857656337,0.1232335242385479,-0.016038145661984526,0
8,SG,delta[1],-0.5342275656550591,0.49,0.43648466908200184,0.27605434221598885,0.160430326866013,2.58
8,SG,delta[2],0.5374527809403231,0.545,0.4409789815247901,0.269402194764072,0.17157678676071808,2.58
8,SG,mu[1],0.004333719658783267,0.915,0.1426021412254379,0.1630762115039365,-0.020474070278498596,2.58
8,SG,mu[2],-0.0015029456282734674,0.915,0.1442095507557256,0.16961620458056842,-0.025406653824842806,2.58
8,SG,omega[1],0.24157884476615482,0.825,0.21845892719971807,0.21700542622076854,0.001453500978949529,2.58
8,SG,omega[2],0.25432691894620824,0.77,0.22263368260050614,0.21560752388456064,0.007026158715945502,2.58
8,SG,phi11,-0.13550361256231813,0.97,0.12762858993160456,0.11379520176044268,0.013833388171161878,2.58
8,SG,phi12,-0.1798394473444695,0.965,0.12837411504650156,0.12477046398247767,0.0036036510640238967,2.58
8,SG,phi21,-0.005237713549389316,0.985,0.12939022602438913,0.1144750121557846,0.014915213868604532,2.58
8,SG,phi22,-0.1836757447579489,0.95,0.13049386702238017,0.10664805223010172,0.023845814792278444,2.58
8,SG,rho,-0.16064413997531876,0.955,0.12570456298519123,0.11516417197620805,0.010540391008983171,2.58
9,NG,mu[1],0.9609497992605808,0.045,0.30540123684061954,0.28940076682013305,0.01600047002048649,0
9,NG,mu[2],-0.9733219804609328,0.045,0.30883527760851714,0.2567994325965337,0.05203584501198344,0
9,NG,phi11,-0.09856275738105288,0.98,0.133169412757514,0.11301304559933815,0.020156367158175856,0
9,NG,phi12,-0.3645374611491119,0.945,0.13715474201305047,0.12830082031757734,0.008853921695473138,0
9,NG,phi21,-0.5254600008198158,0.925,0.14055143331160533,0.14121164811872022,-6.60214807114895e-4,0
9,NG,phi22,-0.14386692609042692,0.985,0.1339501885157101,0.10820982028294641,0.025740368232763697,0
9,NG,rho,-1.6857422020846287,0.055,0.1267325541070687,0.160274727347499,-0.033542173240430295,0
9,NG,sigma[1],0.39982213575369124,0.33,0.14255894722999946,0.3658548751440788,-0.22329592791407932,0
9,NG,sigma[2],0.42405532370835736,0.285,0.14498709620152522,0.36468883991859374,-0.21970174371706852,0
9,SG,delta[1],0.9946554425486352,0,0.01963653532828119,0.004989064470790423,0.014647470857490769,13.745
9,SG,delta[2],-0.9942173232484653,0,0.021495473038370898,0.006326754236911192,0.015168718801459705,13.745
9,SG,mu[1],1.270134044972578,0,0.18087264568581704,0.28580844232648467,-0.10493579664066763,13.745
9,SG,mu[2],-1.2912818100955052,0,0.18361719194239418,0.27402080221782754,-0.09040361027543337,13.745
9,SG,omega[1],0.7625755020853108,0.055,0.1760239771434341,0.3971189927866493,-0.2210950156432152,13.745
9,SG,omega[2],0.7904239405375988,0.045,0.17881182038192348,0.37936229827385065,-0.20055047789192718,13.745
9,SG,phi11,-0.060558923410185296,0.995,0.06356096376936955,0.03428362011594963,0.02927734365341992,13.745
9,SG,phi12,0.02524754307698591,0.99,0.06234104646952364,0.0387126907338605,0.023628355735663138,13.745
9,SG,phi21,0.003077291622359877,0.995,0.06504768049920966,0.04519823286085991,0.019849447638349747,13.745
9,SG,phi22,-0.07254199261680301,1,0.0642405922232977,0.0337434420939382,0.030497150129359496,13.745
9,SG,rho,-1.7210780938800196,0.005,0.1011445647322206,0.11722948163513561,-0.01608491690291501,13.745
10,NG,mu[1],0.00534431713363035,0.925,0.10259326195773778,0.11397215461962075,-0.011378892661882967,0
10,NG,mu[2],0.0035871472155991767,0.955,0.10368060544312338,0.10200280943755997,0.0016777960055634061,0
10,NG,phi11,-0.1110209339766183,0.925,0.09770683212059779,0.10279591958570246,-0.005089087465104669,0
10,NG,phi12,-0.002227159903551978,0.92,0.09766170336051712,0.10187746242269169,-0.0042157590621745705,0
10,NG,phi21,0.019510147489578928,0.95,0.09919917886116675,0.09856983303671775,6.293458244489986e-4,0
10,NG,phi22,-0.12233573545960919,0.93,0.09797461756342221,0.0938173307392075,0.0041572868242147065,0
10,NG,rho,-0.11184430722976361,0.93,0.09133048225090407,0.09212069448457214,-7.902122336680695e-4,0
10,NG,sigma[1],8.579332478726526e-4,0.93,0.07260296622216826,0.0807309893802657,-0.008128023158097436,0
10,NG,sigma[2],0.011882713681563458,0.89,0.07339290402590737,0.0838170612355494,-0.01042415720964203,0
10,SG,delta[1],-0.36741250228762073,0.7,0.3433130772980203,0.28266614806180484,0.06064692923621545,0.41
10,SG,delta[2],-0.2994695752487999,0.795,0.32433616020959616,0.2522143866528309,0.07212177355676525,0.41
10,SG,mu[1],0.004322326221903066,0.92,0.0994494881766254,0.1118704703244717,-0.012420982147846302,0.41
10,SG,mu[2],0.002789420924754846,0.955,0.09985319021542198,0.10055275160182398,-6.995613864019951e-4,0.41
10,SG,omega[1],0.3149705382874101,0.68,0.19076609282800316,0.2115059742740374,-0.020739881446034225,0.41
10,SG,omega[2],0.3636123090225457,0.61,0.19592194775130933,0.2056208467046566,-0.009698898953347274,0.41
10,SG,phi11,-0.09488865300857653,0.95,0.08995619897314674,0.09206484832443614,-0.0021086493512893906,0.41
10,SG,phi12,-0.015145046087080012,0.94,0.08959973901758117,0.08903529121669336,5.644478008878101e-4,0.41
10,SG,phi21,-0.0011950296062194794,0.945,0.08953362935420481,0.09007684180241879,-5.432124482139811e-4,0.41
10,SG,phi22,-0.10525750138437567,0.94,0.08927401106742253,0.08300041373346961,0.006273597333952913,0.41
10,SG,rho,-0.1083455709768476,0.945,0.09021701025736696,0.08893920845934142,0.0012778017980255435,0.41
11,NG,mu[1],-0.004113239660146735,0.96,0.10285971385530618,0.10181122265728276,0.0010484911980234157,0
11,NG,mu[2],0.008201534220692449,0.92,0.10309564328897335,0.11676282235000314,-0.013667179061029794,0
11,NG,phi11,-0.09193203013573324,0.96,0.09769635902742527,0.0909679848222462,0.0067283742051790635,0
11,NG,phi12,-0.09685839663631476,0.96,0.0983157419838938,0.09992118962926137,-0.0016054476453675748,0
11,NG,phi21,0.08312720715318238,0.96,0.098418477851107,0.09411629716652879,0.004302180684578202,0
11,NG,phi22,-0.11869608935795681,0.935,0.09789480424494537,0.09251912438450181,0.005375679860443558,0
11,NG,rho,-0.10790741529612997,0.96,0.09131003671763865,0.08568235568031217,0.005627681037326485,0
11,NG,sigma[1],0.0025056899617073307,0.92,0.07270514071823238,0.0794862785239394,-0.0067811378057070215,0
11,NG,sigma[2],0.003659208253843234,0.9,0.07276172315152714,0.08778031996582193,-0.015018596814294793,0
11,SG,delta[1],-0.09444010731908856,0.84,0.15297931615571744,0.15168143879257934,0.0012978773631381058,1.855
11,SG,delta[2],-0.11477413069313236,0.86,0.16263017287136045,0.19118170588925354,-0.028551533017893094,1.855
11,SG,mu[1],-7.491974019182517e-4,0.96,0.09526534384251839,0.09468046080371824,5.848830388001519e-4,1.855
11,SG,mu[2],0.01000166644836106,0.905,0.09552925711008413,0.10987676460134717,-0.01434750749126304,1.855
11,SG,omega[1],0.4965702862400111,0.275,0.16383764850192553,0.1643042748470663,-4.6662634514077483e-4,1.855
11,SG,omega[2],0.49110123399786565,0.29,0.16436162447010993,0.1905762062633282,-0.026214581793218256,1.855
11,SG,phi11,-0.05489589469753707,0.98,0.07520056147105215,0.06517535259996755,0.010025208871084601,1.855
11,SG,phi12,-0.02454087747362748,0.96,0.07458923497468847,0.07119510002250609,0.0033941349521823816,1.855
11,SG,phi21,0.07586177160761348,0.955,0.07471074795071242,0.07382215192925805,8.885960214543714e-4,1.855
11,SG,phi22,-0.07787395071058927,0.96,0.0757713701902729,0.07094200346165448,0.004829366728618417,1.855
11,SG,rho,-0.10470285265770332,0.965,0.08896058526569506,0.07912048610466542,0.009840099161029639,1.855
12,NG,mu[1],1.032508083032988,0,0.2584059531014757,0.2336955254647536,0.02471042763672207,0
12,NG,mu[2],1.020128213749299,0,0.25881775123110196,0.22697791699727599,0.03183983423382597,0
12,NG,phi11,-0.07463625253302292,0.965,0.09629801642979972,0.08572633295605554,0.010571683473744181,0
12,NG,phi12,-0.021415085329082543,0.97,0.09729710716335294,0.08699998196814436,0.010297125195208576,0
12,NG,phi21,0.08622929942618746,0.96,0.09800637261984795,0.09400064069821235,0.0040057319216356,0
12,NG,phi22,-0.07375248436480523,0.985,0.09572605258534145,0.07817525767661104,0.017550794908730405,0
12,NG,rho,-0.22669125572796298,0.79,0.09188229973004687,0.12319756918083485,-0.03131526945078798,0
12,NG,sigma[1],0.39332506280550855,0.13,0.09998134365439505,0.23362372886143545,-0.13364238520704042,0
12,NG,sigma[2],0.39997956680010444,0.135,0.10043553247560358,0.24410128842774867,-0.1436657559521451,0
12,SG,delta[1],0.9996007586862765,0,6.20924754524375e-4,1.566599405616862e-4,4.6426481396268874e-4,24.935
12,SG,delta[2],0.9995956217578368,0,6.232593924737053e-4,1.5019604176091356e-4,4.7306335071279173e-4,24.935
12,SG,mu[1],1.3806647153304266,0,0.11748013937745151,0.19571148233146712,-0.07823134295401561,24.935
12,SG,mu[2],1.3847312751160201,0,0.11814469718310011,0.21304318685501566,-0.09489848967191555,24.935
12,SG,omega[1],0.7885476906246426,0,0.13011587591872287,0.25629584085581697,-0.1261799649370941,24.935
12,SG,omega[2],0.8000713476204402,0.005,0.13086771716415802,0.27534481952419776,-0.14447710236003974,24.935
12,SG,phi11,-0.02479413831794616,1,0.025830972747677122,0.010376945281039445,0.015454027466637677,24.935
12,SG,phi12,-0.050723846885558706,1,0.024836006237505797,0.010960756712121059,0.013875249525384738,24.935
12,SG,phi21,-0.05244806846221849,1,0.025830235445308866,0.012985738774328029,0.012844496670980837,24.935
12,SG,phi22,-0.018061993717654247,0.995,0.025508349881105806,0.01227840436942021,0.013229945511685597,24.935
12,SG,rho,-0.12414478514807115,0.85,0.06443084107955324,0.07663689464598425,-0.012206053566431008,24.935
13,NG,mu[1],3.7996074165207064e-4,0.935,0.10272392512811448,0.1064503760916444,-0.003726450963529915,0
13,NG,mu[2],0.007631092393204289,0.945,0.10299281690454352,0.1062644105563412,-0.0032715936517976746,0
13,NG,phi11,-0.11141878106741303,0.96,0.09838433799639527,0.09128885631910304,0.007095481677292237,0
13,NG,phi12,-0.06960253700181493,0.98,0.09847664103780523,0.09052177565362671,0.007954865384178528,0
13,NG,phi21,-0.09438864548741328,0.94,0.0990459630402985,0.09488592802800806,0.004160035012290439,0
13,NG,phi22,-0.10402109780392046,0.95,0.09798904672916986,0.08986811314612475,0.008120933583045109,0
13,NG,rho,-0.0882476031336495,0.94,0.09092041841973375,0.09296684975001339,-0.0020464313302796383,0
13,NG,sigma[1],0.0031117331674959127,0.935,0.07278119096705542,0.07556928099780193,-0.0027880900307465095,0
13,NG,sigma[2],0.00450361551048892,0.845,0.07284831125685971,0.09003774577036568,-0.017189434513505963,0
13,SG,delta[1],0.36246695405200574,0.68,0.3510128940669158,0.2719201896715551,0.0790927043953607,0.215
13,SG,delta[2],0.34879322968363835,0.7,0.32858037629988746,0.2910508595164776,0.03752951678340988,0.215
13,SG,mu[1],0.0015003414495919408,0.93,0.0997149880602179,0.1033532142620189,-0.003638226201801001,0.215
13,SG,mu[2],0.007541995885062529,0.94,0.09931905537314298,0.10298975703315202,-0.003670701660009046,0.215
13,SG,omega[1],0.320060478228177,0.67,0.19398393223805174,0.19954787347582004,-0.005563941237768294,0.215
13,SG,omega[2],0.33318839157014535,0.61,0.1879397649196407,0.22928770804395224,-0.04134794312431153,0.215
13,SG,phi11,-0.08959925599987038,0.955,0.09001218983016641,0.08484459442271254,0.005167595407453873,0.215
13,SG,phi12,-0.053544805895463524,0.97,0.08992061429926425,0.08248944374153747,0.007431170557726782,0.215
