model,condition_id,rep_id,status,n_div,max_rhat
EI,2,26,ok,1,1.0046271241071842
EL,2,26,ok,0,1.00083200742802
EI,2,27,ok,0,1.0016331104596858
EL,2,27,ok,0,1.000482317577743
EI,2,28,ok,0,1.0018756128667194
EL,2,28,ok,0,1.0009932539064252
EI,2,29,ok,3,1.0097367739787217
EL,2,29,ok,0,1.001353725284549
EI,2,30,ok,0,1.0072401949586858
EL,2,30,ok,0,1.0014376917155066
EI,2,31,ok,0,1.0041026408732938
EL,2,31,ok,0,1.000542650868848
EI,2,32,ok,2,1.0050020000498348
EL,2,32,ok,0,1.000907390854504
EI,2,33,ok,0,1.0040202141954346
EL,2,33,ok,0,1.0002796245675172
EI,2,34,ok,0,1.0096201792904644
EL,2,34,ok,0,1.0011937123779897
EI,2,35,ok,1,23.735178192360355
EL,2,35,ok,0,1.001183079878006
EI,2,36,ok,7,1.0018346580992445
EL,2,36,ok,0,1.001097335661516
EI,2,37,ok,0,1.0051045538615966
EL,2,37,ok,0,1.0008217640402548
EI,2,38,ok,0,1.0057954757188512
EL,2,38,ok,0,1.0007359935263591
EI,2,39,ok,0,1.005952920782059
EL,2,39,ok,0,1.0005751526009028
EI,2,40,ok,0,1.0077475444843604
EL,2,40,ok,0,1.0019700875740918
EI,2,41,ok,0,1.0048698221484473
EL,2,41,ok,0,1.0010197436112784
EI,2,42,ok,1,1.0103351079564664
EL,2,42,ok,0,1.0010179429237251
EI,2,43,ok,0,1.003953901461979
EL,2,43,ok,0,1.000924068047306
EI,2,44,ok,1,1.0080329016571268
EL,2,44,ok,0,1.0009326930142135
EI,2,45,ok,0,37.24040721553229
EL,2,45,ok,0,1.0139986616880092
EI,2,46,ok,0,15.801398510372689
EL,2,46,ok,0,1.0005045028529227
EI,2,47,ok,0,1.007877718944064
EL,2,47,ok,0,1.0006515419389432
EI,2,48,ok,0,1.0092408699396684
EL,2,48,ok,0,1.0003901058892113
EI,2,49,ok,0,1.0030945428461933
EL,2,49,ok,0,1.001683150097724
EI,2,50,ok,0,15.874749024092196
EL,2,50,ok,0,1.0017927057038374
EI,2,51,ok,0,1.0090507809600278
EL,2,51,ok,0,1.0004987071489442
EI,2,52,ok,0,1.004956640554812
EL,2,52,ok,0,1.0014383336128192
EI,2,53,ok,0,1.003714506224905
EL,2,53,ok,0,1.0010588171712196
EI,2,54,ok,0,1.0044081760618002
EL,2,54,ok,0,1.0004373863010858
EI,2,55,ok,0,1.0100307894374703
EL,2,55,ok,0,1.0012539222700025
EI,2,56,ok,0,1.0102182046006263
EL,2,56,ok,0,1.0003827530685974
EI,2,57,ok,0,1.0045248639403757
EL,2,57,ok,0,1.0006668080310144
EI,2,58,ok,0,1.005623115822172
EL,2,58,ok,0,1.0006860552002856
EI,2,59,ok,0,1.0034635903828892
EL,2,59,ok,0,1.0013728267222508
EI,2,60,ok,0,1.0060847466051708
EL,2,60,ok,0,1.0007020655170444
EI,2,61,ok,0,1.0070830948329144
EL,2,61,ok,0,1.00128576835189
EI,2,62,ok,0,1.0050787818850688
EL,2,62,ok,0,1.0008726919901736
EI,2,63,ok,0,1.00845105402348
EL,2,63,ok,0,1.0009915409637025
EI,2,64,ok,0,1.006615825187444
EL,2,64,ok,0,1.0005922040430562
EI,2,65,ok,1,14.92939458688643
EL,2,65,ok,0,1.0005404101299955
EI,2,66,ok,8,1.0043595073049358
EL,2,66,ok,0,1.0017363955884813
EI,2,67,ok,0,1.007775501778235
EL,2,67,ok,0,1.0003029857015773
EI,2,68,ok,5,1.0009001820467673
EL,2,68,ok,0,1.0000230228344384
EI,2,69,ok,0,1.0042138166917944
EL,2,69,ok,0,1.000750097119498
EI,2,70,ok,0,19.418062097752973
EL,2,70,ok,0,1.0013876525463987
EI,2,71,ok,1,1.0056932195367814
EL,2,71,ok,0,1.0007309550202705
EI,2,72,ok,0,1.0032529597931925
EL,2,72,ok,0,1.000762139220865
EI,2,73,ok,0,1.0089519982367838
EL,2,73,ok,0,1.001913268728068
EI,2,74,ok,0,1.0040098817061198
EL,2,74,ok,0,1.000841222718966
EI,2,75,ok,5,1.0062078297840829
EL,2,75,ok,0,1.0002841389690655
EI,2,76,ok,0,1.0043373041059926
EL,2,76,ok,0,1.003254526715368
EI,2,77,ok,3,1.0086427303576597
EL,2,77,ok,0,1.0002667984718843
EI,2,78,ok,2,1.002551413764214
EL,2,78,ok,0,1.001399879300805
EI,2,79,ok,2,1.0020644800838405
EL,2,79,ok,0,1.0010678287948025
EI,2,80,ok,0,1.0024819513703367
EL,2,80,ok,0,1.0003815214913447
EI,2,81,ok,0,1.4824244961704953
EL,2,81,ok,0,1.0016511764111424
EI,2,82,ok,0,1.550263542440593
EL,2,82,ok,0,1.0005150305880124
EI,2,83,ok,0,1.0120703067651797
EL,2,83,ok,0,1.0001054342985216
EI,2,84,ok,1,1.0058102348525315
EL,2,84,ok,0,1.0005559098514731
EI,2,85,ok,0,1.0011307155929232
EL,2,85,ok,0,1.000289187280411
EI,2,86,ok,0,1.0038336883820365
EL,2,86,ok,0,1.0013972659309849
EI,2,87,ok,0,1.0035570049761975
EL,2,87,ok,0,1.0006850605214324
EI,2,88,ok,0,1.0063000737443912
EL,2,88,ok,0,1.0009076051210577
EI,2,89,ok,197,1.0289988938645362
EL,2,89,ok,0,1.0008670100227317
EI,2,90,ok,3,1.002847426986176
EL,2,90,ok,0,1.000770185369964
EI,2,91,ok,3,1.004756182057205
EL,2,91,ok,0,1.0001545529749727
EI,2,92,ok,3,1.0074862230996262
EL,2,92,ok,0,1.0002728926430478
EI,2,93,ok,0,1.0032513618236272
EL,2,93,ok,0,1.0003756908095924
EI,2,94,ok,0,1.00967041972413
EL,2,94,ok,0,1.001063297061636
EI,2,95,ok,0,22.252250947877833
EL,2,95,ok,0,1.0015579853338663
EI,2,96,ok,0,1.0089300290146772
EL,2,96,ok,0,1.0019499290803713
EI,2,97,ok,0,1.008187516600934
EL,2,97,ok,0,1.0006928809753737
EI,2,98,ok,0,1.0053755621422615
EL,2,98,ok,0,1.0008612437988216
EI,2,99,ok,3,1.0069656853709803
EL,2,99,ok,0,1.0005477211302451
