model,condition_id,rep_id,param,post_mean,post_sd,l95,u95,truth,bias,rel_bias,cover95,n_div,max_rhat,status
EI,2,28,phi11,-0.15544007344618005,0.19296003886183433,-0.5082117377458999,0.25207218280916693,0.55,-0.7054400734461801,-1.282618315356691,0,5,54.09145358046695,ok
EI,2,28,phi12,0.4287358616912953,0.1581853019421464,0.10715061502333766,0.737020339430796,0.1,0.3287358616912953,3.287358616912953,0,5,54.09145358046695,ok
EI,2,28,phi21,0.41449898722406586,0.1909507846504282,-0.014762264764240396,0.742817989890552,0.1,0.3144989872240659,3.1449898722406586,1,5,54.09145358046695,ok
EI,2,28,phi22,-0.41981715197054614,0.16736914277363754,-0.728315882783909,-0.06592480149820266,0.25,-0.6698171519705461,-2.6792686078821846,0,5,54.09145358046695,ok
EI,2,28,rho,0.4736809317403023,0.818049772896136,-0.9610465661966194,0.9652191515903928,0.3,0.1736809317403023,0.578936439134341,1,5,54.09145358046695,ok
EI,2,28,sigma_exp[1],1.0160812887136776,0.17500659629794516,0.7448376249569086,1.4089635746590783,1,0.016081288713677644,0.016081288713677644,1,5,54.09145358046695,ok
EI,2,28,sigma_exp[2],0.977754360415713,0.14268927710886645,0.7351241824662585,1.2844438940477911,1,-0.022245639584287047,-0.022245639584287047,1,5,54.09145358046695,ok
EI,2,29,mu[1],-0.4234546105760451,0.1728655408896776,-0.7570063235804635,-0.07451624823296772,0,-0.4234546105760451,-0.4234546105760451,0,15,45.60836056198982,ok
EI,2,29,mu[2],-0.23873198540966784,0.1599047045660291,-0.5492019044519323,0.07481853609385722,0,-0.23873198540966784,-0.23873198540966784,1,15,45.60836056198982,ok
EI,2,29,phi11,0.1394618039881129,0.22875568915705502,-0.3142506933993321,0.5807178451410707,0.55,-0.4105381960118871,-0.7464330836579766,1,15,45.60836056198982,ok
EI,2,29,phi12,0.1725051454256254,0.20499404234972232,-0.2265645581985057,0.5722337432673896,0.1,0.07250514542562539,0.7250514542562538,1,15,45.60836056198982,ok
EI,2,29,phi21,0.2296048428320699,0.20832956787688836,-0.18751067067385077,0.6225111346991703,0.1,0.12960484283206988,1.2960484283206988,1,15,45.60836056198982,ok
EI,2,29,phi22,-0.1038008986490182,0.24679197377571105,-0.5706565240125158,0.3910676244575102,0.25,-0.3538008986490182,-1.4152035945960728,1,15,45.60836056198982,ok
EI,2,29,rho,0.469125706352746,0.8158993923640641,-0.9613991409335596,0.9640141648608329,0.3,0.16912570635274599,0.5637523545091533,1,15,45.60836056198982,ok
EI,2,29,sigma_exp[1],1.0151938021888316,0.17196217840330452,0.7473176614743547,1.4085738902041418,1,0.015193802188831596,0.015193802188831596,1,15,45.60836056198982,ok
EI,2,29,sigma_exp[2],0.9958457304144962,0.1521666657308461,0.7461996424545005,1.3419838378836813,1,-0.0041542695855038,-0.0041542695855038,1,15,45.60836056198982,ok
EI,2,30,mu[1],0.3792808897334121,0.22388754568950958,-0.058949260825346565,0.8171714120020945,0,0.3792808897334121,0.3792808897334121,1,3,1.0030870044784594,ok
EI,2,30,mu[2],0.32603786664838535,0.2233712966715503,-0.11055541629417522,0.7569031718557104,0,0.32603786664838535,0.32603786664838535,1,3,1.0030870044784594,ok
EI,2,30,phi11,0.31347601527009217,0.0716628366791725,0.17665711060307088,0.4570099658596015,0.55,-0.23652398472990788,-0.4300436085998325,0,3,1.0030870044784594,ok
EI,2,30,phi12,0.867619920525687,0.07666087690514024,0.6986276311578083,0.9830295997073246,0.1,0.7676199205256871,7.676199205256871,0,3,1.0030870044784594,ok
EI,2,30,phi21,0.7674273946720312,0.06475321084047729,0.6380785617672161,0.8937675753335151,0.1,0.6674273946720313,6.674273946720312,0,3,1.0030870044784594,ok
EI,2,30,phi22,-0.3327347884399972,0.07854332852212707,-0.4813933766676488,-0.17028373425359147,0.25,-0.5827347884399972,-2.3309391537599886,0,3,1.0030870044784594,ok
EI,2,30,rho,0.942474392209501,0.017694992307763332,0.8974732756497873,0.9650335401551065,0.3,0.6424743922095011,2.1415813073650036,0,3,1.0030870044784594,ok
EI,2,30,sigma_exp[1],0.8289399413958608,0.0992747940451625,0.6549673788632083,1.0447250804544592,1,-0.1710600586041392,-0.1710600586041392,1,3,1.0030870044784594,ok
EI,2,30,sigma_exp[2],0.8084989780412277,0.0947981248260318,0.6441899228076049,1.0156441821746423,1,-0.19150102195877228,-0.19150102195877228,1,3,1.0030870044784594,ok
EI,2,31,mu[1],0.28544287152529085,0.1755713682858297,-0.06653542010513895,0.6395116868203127,0,0.28544287152529085,0.28544287152529085,1,197,46.007414585789704,ok
EI,2,31,mu[2],0.23362719670071874,0.17872818306432559,-0.08515074104142163,0.6043730312136539,0,0.23362719670071874,0.23362719670071874,1,197,46.007414585789704,ok
EI,2,31,phi11,0.08859354329730007,0.27418443346096466,-0.478077027491894,0.6279900470397793,0.55,-0.4614064567027,-0.8389208303685454,1,197,46.007414585789704,ok
EI,2,31,phi12,0.21400775520935764,0.20408124174222436,-0.1644086941554736,0.6797666446708348,0.1,0.11400775520935763,1.1400775520935762,1,197,46.007414585789704,ok
EI,2,31,phi21,0.19228727418516153,0.19351791293261078,-0.186584649647149,0.5689953176670183,0.1,0.09228727418516153,0.9228727418516153,1,197,46.007414585789704,ok
EI,2,31,phi22,-0.015004585355194857,0.25183875516636334,-0.534036733000764,0.4520261785927872,0.25,-0.26500458535519483,-1.0600183414207793,1,197,46.007414585789704,ok
EI,2,31,rho,-0.4721136672571479,0.815433897164945,-0.9642746100432622,0.960167618031095,0.3,-0.7721136672571478,-2.573712224190493,1,197,46.007414585789704,ok
EI,2,31,sigma_exp[1],1.0790333868907227,0.1885779658696047,0.7189690950716865,1.417925916951132,1,0.0790333868907227,0.0790333868907227,1,197,46.007414585789704,ok
EI,2,31,sigma_exp[2],1.0799839407441356,0.19086783193235818,0.7195825599677967,1.4359029064465987,1,0.07998394074413562,0.07998394074413562,1,197,46.007414585789704,ok
EI,2,32,mu[1],-0.3180488756486276,0.24240106414376464,-0.804367729374827,-0.018170892951664155,0,-0.3180488756486276,-0.3180488756486276,0,208,60.0139100650092,ok
EI,2,32,mu[2],-0.17122040610663566,0.2564888795481611,-0.6680322153060979,0.14766633035984403,0,-0.17122040610663566,-0.17122040610663566,1,208,60.0139100650092,ok
EI,2,32,phi11,0.6196111409560193,0.15633284930042057,0.27206354413136913,0.8773890946057564,0.55,0.06961114095601928,0.12656571082912596,1,208,60.0139100650092,ok
EI,2,32,phi12,0.3298226486220433,0.22343116699053314,-0.15418860567284157,0.645008526538396,0.1,0.2298226486220433,2.298226486220433,1,208,60.0139100650092,ok
EI,2,32,phi21,0.39821858015860834,0.151760453199165,0.09747308453328758,0.7360108509941975,0.1,0.29821858015860836,2.9821858015860836,1,208,60.0139100650092,ok
EI,2,32,phi22,0.19361064949250645,0.2761270924444513,-0.36873977395776775,0.51144929131466,0.25,-0.05638935050749355,-0.2255574020299742,1,208,60.0139100650092,ok
EI,2,32,rho,-0.006446255932198955,0.9466370386888243,-0.9620721691132174,0.9627521049972013,0.3,-0.30644625593219893,-1.0214875197739965,1,208,60.0139100650092,ok
EI,2,32,sigma_exp[1],0.9942564919542908,0.16643119472707246,0.7107305199571342,1.3691369565191087,1,-0.0057435080457092225,-0.0057435080457092225,1,208,60.0139100650092,ok
EI,2,32,sigma_exp[2],1.0300631985884607,0.17792203734559692,0.7180212748275431,1.3536489510196046,1,0.030063198588460738,0.030063198588460738,1,208,60.0139100650092,ok
EI,2,33,mu[1],-0.30297784346315687,0.16128673080768346,-0.6168559789623994,0.01575820367780442,0,-0.30297784346315687,-0.30297784346315687,1,67,54.188347360149734,ok
EI,2,33,mu[2],-0.17252820567373253,0.1562615838382985,-0.4759093070588668,0.1331897629037454,0,-0.17252820567373253,-0.17252820567373253,1,67,54.188347360149734,ok
EI,2,33,phi11,0.14574239687422702,0.2503334483760382,-0.3370272848850396,0.6410551321920571,0.55,-0.404257603125773,-0.7350138238650418,1,67,54.188347360149734,ok
EI,2,33,phi12,0.04147037461653925,0.223192061432373,-0.40075078477126663,0.47224516609708,0.1,-0.05852962538346076,-0.5852962538346076,1,67,54.188347360149734,ok
EI,2,33,phi21,0.06634626077013546,0.21304992786703683,-0.34631638687145566,0.4928507836621361,0.1,-0.033653739229864546,-0.33653739229864543,1,67,54.188347360149734,ok
EI,2,33,phi22,0.02878275977752523,0.2541825569769149,-0.48051345560339404,0.5095478534159699,0.25,-0.22121724022247477,-0.8848689608898991,1,67,54.188347360149734,ok
EI,2,33,rho,-0.0011648964723766128,0.9428205042467701,-0.9638239220988079,0.9637247645134698,0.3,-0.3011648964723766,-1.0038829882412554,1,67,54.188347360149734,ok
EI,2,33,sigma_exp[1],1.0613104811256666,0.1834373222683109,0.7584889818610419,1.4407066291566741,1,0.061310481125666616,0.061310481125666616,1,67,54.188347360149734,ok
EI,2,33,sigma_exp[2],1.0335113763749368,0.16099330195509323,0.7572032182486792,1.3704275944559585,1,0.03351137637493684,0.03351137637493684,1,67,54.188347360149734,ok
EI,2,34,mu[1],0.2014215972304503,0.11793930967157976,-0.020622269130018068,0.4444759132376308,0,0.2014215972304503,0.2014215972304503,1,10,1.0042630289076286,ok
EI,2,34,mu[2],0.11030471576524362,0.1170912569947777,-0.11612768943155588,0.3403438459285481,0,0.11030471576524362,0.11030471576524362,1,10,1.0042630289076286,ok
EI,2,34,phi11,-0.06793820943708016,0.24890932796056822,-0.5412592490815602,0.4324882916372738,0.55,-0.6179382094370802,-1.1235240171583276,0,10,1.0042630289076286,ok
EI,2,34,phi12,0.0896032871557267,0.21355320338241954,-0.3286706675658604,0.5183858564186337,0.1,-0.010396712844273306,-0.10396712844273306,1,10,1.0042630289076286,ok
EI,2,34,phi21,0.11719996355587019,0.20809720348653962,-0.3004000146981997,0.52239223644141,0.1,0.017199963555870182,0.17199963555870182,1,10,1.0042630289076286,ok
EI,2,34,phi22,-0.13129040010232415,0.24889011770764627,-0.6258068744142135,0.35229782270966425,0.25,-0.3812904001023242,-1.5251616004092967,1,10,1.0042630289076286,ok
EI,2,34,rho,0.9387012918692453,0.020917398429591304,0.8860426994635282,0.9645676810749607,0.3,0.6387012918692454,2.129004306230818,0,10,1.0042630289076286,ok
EI,2,34,sigma_exp[1],0.8366940536606148,0.09521424024382504,0.6675528612286912,1.0378791917243764,1,-0.16330594633938522,-0.16330594633938522,1,10,1.0042630289076286,ok
EI,2,34,sigma_exp[2],0.836593682035,0.09507336670294479,0.672599847210405,1.0397135615402102,1,-0.16340631796500005,-0.16340631796500005,1,10,1.0042630289076286,ok
EI,2,35,mu[1],-0.41056765338571366,0.20713537724612754,-0.8180466090116916,-0.01091381075176042,0,-0.41056765338571366,-0.41056765338571366,0,201,47.55639678320799,ok
EI,2,35,mu[2],-0.2901387231360396,0.20866190396306622,-0.6861942260422584,0.1202764017935677,0,-0.2901387231360396,-0.2901387231360396,1,201,47.55639678320799,ok
EI,2,35,phi11,0.6203664306376719,0.16453378038470887,0.28826879449897536,0.9202747611587159,0.55,0.0703664306376719,0.12793896479576708,1,201,47.55639678320799,ok
EI,2,35,phi12,0.1915227597105337,0.23517618703657361,-0.2553300877634761,0.643613445909246,0.1,0.0915227597105337,0.915227597105337,1,201,47.55639678320799,ok
EI,2,35,phi21,0.3552086933187193,0.1772161158446457,0.02382083306833623,0.7195132353296818,0.1,0.2552086933187193,2.552086933187193,1,201,47.55639678320799,ok
EI,2,35,phi22,0.14654182473576058,0.24834046568787765,-0.3580719054660831,0.6170190216346945,0.25,-0.10345817526423942,-0.4138327010569577,1,201,47.55639678320799,ok
EI,2,35,rho,0.4685948769481978,0.8181108529657442,-0.9629621172972381,0.9642647924178765,0.3,0.1685948769481978,0.5619829231606593,1,201,47.55639678320799,ok
EI,2,35,sigma_exp[1],0.944249147976732,0.1724224327890539,0.6947261672740954,1.3513169457791399,1,-0.055750852023268016,-0.055750852023268016,1,201,47.55639678320799,ok
EI,2,35,sigma_exp[2],0.9596771140187113,0.17083456702791233,0.7074759791280164,1.3644733648442102,1,-0.04032288598128875,-0.04032288598128875,1,201,47.55639678320799,ok
EI,2,36,mu[1],0.30052754505442947,0.27057085251176055,-0.0633496616555312,0.8114677143161827,0,0.30052754505442947,0.30052754505442947,1,49,47.716565751058425,ok
EI,2,36,mu[2],0.20276403489774986,0.24855300732402819,-0.10425783733391643,0.6947323739803274,0,0.20276403489774986,0.20276403489774986,1,49,47.716565751058425,ok
EI,2,36,phi11,0.6762945726954621,0.1377817371474991,0.39011647961487916,0.9468429757295806,0.55,0.12629457269546207,0.22962649580993102,1,49,47.716565751058425,ok
EI,2,36,phi12,0.26713792182692303,0.2652002087461577,-0.20609820298920623,0.6010329548377611,0.1,0.16713792182692302,1.6713792182692302,1,49,47.716565751058425,ok
EI,2,36,phi21,0.41255650629062623,0.1528188640926537,0.1253233578384495,0.749771508454746,0.1,0.31255650629062626,3.1255650629062623,0,49,47.716565751058425,ok
EI,2,36,phi22,0.2398419169389141,0.3260466742075216,-0.3553329021029205,0.6672999697318104,0.25,-0.010158083061085899,-0.040632332244343594,1,49,47.716565751058425,ok
EI,2,36,rho,0.4645483583733971,0.8227278654637706,-0.9610838753741647,0.9641323443518331,0.3,0.1645483583733971,0.5484945279113237,1,49,47.716565751058425,ok
EI,2,36,sigma_exp[1],0.889978792595737,0.1532442793654642,0.6583164456178432,1.1367424405307303,1,-0.11002120740426302,-0.11002120740426302,1,49,47.716565751058425,ok
EI,2,36,sigma_exp[2],0.9179454404073661,0.16681653086778817,0.6692668743895237,1.1888649675397147,1,-0.08205455959263386,-0.08205455959263386,1,49,47.716565751058425,ok
EI,2,37,mu[1],-0.4156364426393224,0.21125757102048734,-0.8265261355003974,-0.016372686744709743,0,-0.4156364426393224,-0.4156364426393224,0,236,45.67879946640883,ok
EI,2,37,mu[2],-0.27191733595295303,0.21129346902473653,-0.6817842441486998,0.13887114827988725,0,-0.27191733595295303,-0.27191733595295303,1,236,45.67879946640883,ok
EI,2,37,phi11,0.6059475595450149,0.16152574164435998,0.28148981977338844,0.9096396054286142,0.55,0.05594755954501485,0.10172283553639062,1,236,45.67879946640883,ok
EI,2,37,phi12,0.23484887114403596,0.22554654978485678,-0.20318258261121802,0.6587586688874583,0.1,0.13484887114403596,1.3484887114403594,1,236,45.67879946640883,ok
EI,2,37,phi21,0.40508334055417433,0.17863667317349075,0.07622596195838455,0.7658861180665113,0.1,0.3050833405541743,3.0508334055417428,1,236,45.67879946640883,ok
EI,2,37,phi22,0.10521870468690217,0.2540054006507957,-0.4010343991660167,0.5720406351576586,0.25,-0.14478129531309783,-0.5791251812523913,1,236,45.67879946640883,ok
EI,2,37,rho,0.4684087847759152,0.8177113799711446,-0.9630715643682454,0.964212491317073,0.3,0.1684087847759152,0.5613626159197174,1,236,45.67879946640883,ok
EI,2,37,sigma_exp[1],0.9425199698141554,0.1695618824531056,0.6923637405656028,1.3469722873517007,1,-0.05748003018584458,-0.05748003018584458,1,236,45.67879946640883,ok
EI,2,37,sigma_exp[2],0.9607911141935304,0.16929229155793682,0.7022744625539653,1.3559567565697999,1,-0.03920888580646964,-0.03920888580646964,1,236,45.67879946640883,ok
EI,2,38,mu[1],-0.40789014123655254,0.20273298543995313,-0.8106756256503213,-0.026935776887916808,0,-0.40789014123655254,-0.40789014123655254,0,42,51.4244937797407,ok
EI,2,38,mu[2],-0.25355482509581484,0.18121764116071207,-0.6095812611909774,0.10769005409983612,0,-0.25355482509581484,-0.25355482509581484,1,42,51.4244937797407,ok
EI,2,38,phi11,0.09511316560642873,0.2030798137072693,-0.2839838137075994,0.49983441138503526,0.55,-0.4548868343935713,-0.827066971624675,0,42,51.4244937797407,ok
EI,2,38,phi12,0.45987636884903416,0.17019405980913632,0.12158737427347341,0.7857590622915162,0.1,0.3598763688490342,3.5987636884903416,0,42,51.4244937797407,ok
EI,2,38,phi21,0.34621649079277206,0.19529036558555718,-0.045040388098908125,0.7167520803195927,0.1,0.24621649079277205,2.4621649079277206,1,42,51.4244937797407,ok
EI,2,38,phi22,-0.27119019562229846,0.19584233985933322,-0.6257985427742897,0.12558378402902873,0.25,-0.5211901956222984,-2.0847607824891936,0,42,51.4244937797407,ok
EI,2,38,rho,-0.4720328229617777,0.818332022806522,-0.9649963725660397,0.9614741460835151,0.3,-0.7720328229617777,-2.5734427432059257,1,42,51.4244937797407,ok
EI,2,38,sigma_exp[1],1.1472049769036081,0.1820072144211899,0.7987577642884628,1.5027914069773842,1,0.14720497690360812,0.14720497690360812,1,42,51.4244937797407,ok
EI,2,38,sigma_exp[2],1.0831882907914356,0.15868820713372891,0.781337561927342,1.4055047659563404,1,0.08318829079143564,0.08318829079143564,1,42,51.4244937797407,ok
EI,2,39,mu[1],-0.22283932885133567,0.16037552037779584,-0.5489854552958816,0.08623521642421073,0,-0.22283932885133567,-0.22283932885133567,1,2,46.43698259934619,ok
EI,2,39,mu[2],-0.1000569252435975,0.1477633487808902,-0.40067372656461936,0.18771373438809294,0,-0.1000569252435975,-0.1000569252435975,1,2,46.43698259934619,ok
EI,2,39,phi11,0.03128331010870842,0.24499184413576713,-0.451461790652393,0.5129473345317002,0.55,-0.5187166898912916,-0.9431212543478028,0,2,46.43698259934619,ok
EI,2,39,phi12,0.07551879749585254,0.21490165319843543,-0.35551534800858703,0.49745268521782177,0.1,-0.024481202504147467,-0.24481202504147467,1,2,46.43698259934619,ok
EI,2,39,phi21,0.06789091927819955,0.22129591892280365,-0.3680601969163573,0.509447857346331,0.1,-0.03210908072180045,-0.3210908072180045,1,2,46.43698259934619,ok
EI,2,39,phi22,-0.05529980088587481,0.2541426851191434,-0.5553168173947758,0.440729300792228,0.25,-0.30529980088587483,-1.2211992035434993,1,2,46.43698259934619,ok
EI,2,39,rho,-0.47128238234741443,0.8156453906796064,-0.9642388172156802,0.9606205428055973,0.3,-0.7712823823474144,-2.5709412744913815,1,2,46.43698259934619,ok
EI,2,39,sigma_exp[1],1.1326506103197833,0.17746426541753407,0.7945086916242285,1.4720292279862432,1,0.1326506103197833,0.1326506103197833,1,2,46.43698259934619,ok
EI,2,39,sigma_exp[2],1.0925173639709909,0.16008501683118914,0.7878528882592367,1.4101224033709567,1,0.09251736397099086,0.09251736397099086,1,2,46.43698259934619,ok
EI,2,40,mu[1],0.36940999764166793,0.16702882873664956,0.02294953677488097,0.6903259117884771,0,0.36940999764166793,0.36940999764166793,0,41,53.7630388417066,ok
EI,2,40,mu[2],0.2686930045233095,0.18260642668563273,-0.04947200408601005,0.672574960245292,0,0.2686930045233095,0.2686930045233095,1,41,53.7630388417066,ok
EI,2,40,phi11,-0.06214246727230902,0.25893303946843965,-0.5153601457385613,0.4256084416254445,0.55,-0.612142467272309,-1.112986304131471,0,41,53.7630388417066,ok
EI,2,40,phi12,0.45505120651830244,0.16392701454972652,0.14788182872462466,0.7877804461266816,0.1,0.35505120651830246,3.5505120651830246,0,41,53.7630388417066,ok
EI,2,40,phi21,0.40204867315317205,0.16165429940838683,0.08713422529462761,0.7244311070788906,0.1,0.3020486731531721,3.0204867315317205,1,41,53.7630388417066,ok
EI,2,40,phi22,-0.3174658532678749,0.21798630526189747,-0.6940337475746988,0.12530774362908015,0.25,-0.5674658532678749,-2.2698634130714996,0,41,53.7630388417066,ok
EI,2,40,rho,-0.0010364719486021258,0.9427566444892912,-0.9637294970320115,0.9637460853487297,0.3,-0.3010364719486021,-1.0034549064953404,1,41,53.7630388417066,ok
EI,2,40,sigma_exp[1],0.9922445869582696,0.21248299412381186,0.6745386038213953,1.4135837412356866,1,-0.007755413041730441,-0.007755413041730441,1,41,53.7630388417066,ok
EI,2,40,sigma_exp[2],0.9733699695074566,0.2019566147053769,0.6731889682457822,1.3751054297062038,1,-0.02663003049254342,-0.02663003049254342,1,41,53.7630388417066,ok
EI,2,41,mu[1],-0.025963294567610845,0.1683039175414568,-0.33427902382301306,0.309920387182547,0,-0.025963294567610845,-0.025963294567610845,1,5,50.336895226117406,ok
EI,2,41,mu[2],0.024213174966727823,0.16278665774529225,-0.28237026270492915,0.33795526719281643,0,0.024213174966727823,0.024213174966727823,1,5,50.336895226117406,ok
EI,2,41,phi11,-0.0245485005038918,0.25650526514003047,-0.5384873430781014,0.4748327355997865,0.55,-0.5745485005038918,-1.0446336372798033,0,5,50.336895226117406,ok
EI,2,41,phi12,0.03994336518675948,0.22001486864537298,-0.3858842974565421,0.4677134718895788,0.1,-0.06005663481324053,-0.6005663481324053,1,5,50.336895226117406,ok
EI,2,41,phi21,0.037655939724861046,0.21984020918206182,-0.3827672779055424,0.470473992268074,0.1,-0.06234406027513896,-0.6234406027513896,1,5,50.336895226117406,ok
EI,2,41,phi22,-0.049786318092563286,0.25349005434933175,-0.5428033674218798,0.44930455837684974,0.25,-0.2997863180925633,-1.1991452723702531,1,5,50.336895226117406,ok
EI,2,41,rho,-8.520527111002356e-4,0.941027493501239,-0.9632102681354549,0.9631128367909704,0.3,-0.3008520527111002,-1.0028401757036673,1,5,50.336895226117406,ok
EI,2,41,sigma_exp[1],1.0288502043364167,0.18209484138232415,0.7323176620504364,1.3890612385560885,1,0.028850204336416718,0.028850204336416718,1,5,50.336895226117406,ok
EI,2,41,sigma_exp[2],1.0194475203941515,0.17519853188444015,0.7312416316013615,1.3795592449089122,1,0.01944752039415154,0.01944752039415154,1,5,50.336895226117406,ok
EI,2,42,mu[1],-0.4038661466967905,0.20911241232201508,-0.815427517882516,0.009728420944674044,0,-0.4038661466967905,-0.4038661466967905,1,271,47.490246978109255,ok
EI,2,42,mu[2],-0.2839622024061124,0.20803074905252777,-0.6917431661205469,0.12270944580028414,0,-0.2839622024061124,-0.2839622024061124,1,271,47.490246978109255,ok
EI,2,42,phi11,0.6567257605112249,0.17348734503616353,0.299040655288281,0.9564300018442254,0.55,0.10672576051122484,0.19404683729313607,1,271,47.490246978109255,ok
EI,2,42,phi12,0.13731735141380283,0.2514204178087514,-0.32435715060063053,0.6321979153178384,0.1,0.037317351413802824,0.37317351413802824,1,271,47.490246978109255,ok
EI,2,42,phi21,0.3225379076140293,0.1748330651793635,-0.010841570767062856,0.6808739865954316,0.1,0.22253790761402928,2.2253790761402925,1,271,47.490246978109255,ok
EI,2,42,phi22,0.20152503647416592,0.24751495810876792,-0.304849018167706,0.6646490574842987,0.25,-0.04847496352583408,-0.19389985410333632,1,271,47.490246978109255,ok
EI,2,42,rho,0.4696537300826662,0.8175530540479599,-0.9622116670506625,0.9642354563211344,0.3,0.1696537300826662,0.5655124336088874,1,271,47.490246978109255,ok
EI,2,42,sigma_exp[1],0.9422856892819175,0.17468095135567582,0.6910779408461023,1.3648323841330363,1,-0.05771431071808253,-0.05771431071808253,1,271,47.490246978109255,ok
EI,2,42,sigma_exp[2],0.9601448694485717,0.17115129193925915,0.704167433624377,1.3706520033790912,1,-0.03985513055142831,-0.03985513055142831,1,271,47.490246978109255,ok
EI,2,43,mu[1],-0.3677175695578297,0.21408241680827816,-0.7967520092293526,0.04059933778090042,0,-0.3677175695578297,-0.3677175695578297,1,362,50.663644157759414,ok
EI,2,43,mu[2],-0.24215690569780982,0.20229581647494024,-0.6328861278393956,0.14789487141794486,0,-0.24215690569780982,-0.24215690569780982,1,362,50.663644157759414,ok
EI,2,43,phi11,0.4995159232634278,0.16434193027331956,0.16706474960358067,0.8063789619195428,0.55,-0.050484076736572236,-0.09178923043013133,1,362,50.663644157759414,ok
EI,2,43,phi12,0.32327183345129745,0.19771942012730082,-0.10228945788642185,0.6894122587254936,0.1,0.22327183345129745,2.2327183345129744,1,362,50.663644157759414,ok
EI,2,43,phi21,0.30305802607669735,0.16496411624519472,0.004885649080747665,0.6639101933456036,0.1,0.20305802607669735,2.0305802607669734,1,362,50.663644157759414,ok
EI,2,43,phi22,0.15254580777866814,0.22795398517237195,-0.3306682617068911,0.5647886353341088,0.25,-0.09745419222133186,-0.38981676888532746,1,362,50.663644157759414,ok
EI,2,43,rho,-0.47440242603397886,0.8167693386757842,-0.9649135628743567,0.9611355386951097,0.3,-0.7744024260339788,-2.581341420113263,1,362,50.663644157759414,ok
EI,2,43,sigma_exp[1],1.099030849689394,0.18465092618612147,0.7567606218360291,1.4648246032433796,1,0.09903084968939391,0.09903084968939391,1,362,50.663644157759414,ok
EI,2,43,sigma_exp[2],1.0984230357842049,0.179006908770969,0.7652195573051854,1.4596801648095383,1,0.09842303578420486,0.09842303578420486,1,362,50.663644157759414,ok
EI,2,44,mu[1],-0.30741758578888906,0.1799226655611161,-0.6576516604615424,0.038536443560608445,0,-0.30741758578888906,-0.30741758578888906,1,8,49.070134033008515,ok
EI,2,44,mu[2],-0.19258514161512724,0.1614956819606604,-0.49905762399705145,0.1405907453725265,0,-0.19258514161512724,-0.19258514161512724,1,8,49.070134033008515,ok
EI,2,44,phi11,-0.09412441281302769,0.2216088600884672,-0.5084530781526551,0.3512890783438964,0.55,-0.6441244128130277,-1.1711352960236865,0,8,49.070134033008515,ok
EI,2,44,phi12,0.37897211602121195,0.18390413565522126,0.004976767232947857,0.731777060702736,0.1,0.27897211602121197,2.7897211602121197,1,8,49.070134033008515,ok
EI,2,44,phi21,0.24039382369322426,0.22190919819674904,-0.19968217279551936,0.6524144118171352,0.1,0.14039382369322426,1.4039382369322424,1,8,49.070134033008515,ok
EI,2,44,phi22,-0.41502507864402866,0.1985649436815012,-0.7903802645503918,-0.008334266791457925,0.25,-0.6650250786440286,-2.6601003145761144,0,8,49.070134033008515,ok
EI,2,44,rho,-0.47102742508597845,0.817923760576984,-0.964499652305611,0.9624678405096366,0.3,-0.7710274250859784,-2.5700914169532614,1,8,49.070134033008515,ok
EI,2,44,sigma_exp[1],1.147180405585942,0.1785156931225468,0.7959039439785555,1.4931785742230468,1,0.14718040558594203,0.14718040558594203,1,8,49.070134033008515,ok
EI,2,44,sigma_exp[2],1.0752731554911257,0.14898772943530317,0.7830660496524042,1.3745889265478197,1,0.07527315549112568,0.07527315549112568,1,8,49.070134033008515,ok
EI,2,45,mu[1],0.39773323526380894,0.16197768700955995,0.059406351864334975,0.7042491722159169,0,0.39773323526380894,0.39773323526380894,0,37,41.16845248196881,ok
EI,2,45,mu[2],0.25452714372578294,0.15727636801970152,-0.04911320695604591,0.5762723914622719,0,0.25452714372578294,0.25452714372578294,1,37,41.16845248196881,ok
EI,2,45,phi11,0.16468969509473266,0.2476573331376446,-0.31767741764523016,0.6286471748802205,0.55,-0.3853103049052674,-0.7005641907368497,1,37,41.16845248196881,ok
EI,2,45,phi12,0.18275287248925537,0.21666034835814152,-0.25277328075753447,0.5903423002698621,0.1,0.08275287248925536,0.8275287248925536,1,37,41.16845248196881,ok
EI,2,45,phi21,0.23687532311002016,0.1923496667366133,-0.13732431255198466,0.6150396823006892,0.1,0.13687532311002015,1.3687532311002015,1,37,41.16845248196881,ok
EI,2,45,phi22,-0.04895811506305301,0.2770698965383426,-0.5740090762734176,0.49111476181791835,0.25,-0.29895811506305303,-1.1958324602522121,1,37,41.16845248196881,ok
EI,2,45,rho,0.4673599292198298,0.8151853937997602,-0.9619054106325966,0.9639651820438646,0.3,0.16735992921982978,0.557866430732766,1,37,41.16845248196881,ok
EI,2,45,sigma_exp[1],0.8966559841980773,0.1801711612187737,0.6573652282643424,1.3197923691088753,1,-0.10334401580192265,-0.10334401580192265,1,37,41.16845248196881,ok
EI,2,45,sigma_exp[2],0.9031190559994807,0.18741771681030078,0.656320208554418,1.3446937259775786,1,-0.09688094400051928,-0.09688094400051928,1,37,41.16845248196881,ok
EI,2,46,mu[1],-0.368016526754448,0.1895101218757886,-0.7220650685501163,0.013561002411761775,0,-0.368016526754448,-0.368016526754448,1,2,60.25318132235872,ok
