condition_id,model,param,N_valid,N_truth_avail,mean_bias,mean_rel_bias,coverage_95,mean_post_sd,emp_sd,sd_bias,mean_n_div,prop_div,mean_rhat,N_expected,N_ok,N_missing_fit,N_not_ok,prop_ok,RMSE
7,EL,rho,200,200,-0.47426097666852945,-1.5808699222284317,0.55,0.3642382498943324,0.4557698551494979,-0.09153160525516552,0,0,7.681471538090773,200,200,0,0,1,0.6577610773324778
7,EL,sigma_exp[1],200,200,2.428069895770057,2.428069895770057,0,0.2645636786827005,0.3953012095901421,-0.1307375309074416,0,0,7.681471538090773,200,200,0,0,1,2.4600378991081104
7,EL,sigma_exp[2],200,200,2.2947928422586923,2.2947928422586923,0,0.2605602228418508,0.4060125701523092,-0.14545234731045836,0,0,7.681471538090773,200,200,0,0,1,2.3304335210435445
8,EI,mu[1],200,200,0.11729891986190018,0.11729891986190018,0.83,0.11131668820786177,0.08578553258038438,0.02553115562747739,0.005,0.005,21.518241719880564,200,200,0,0,1,0.14532100399071246
8,EI,mu[2],200,200,-0.19930343922517055,-0.19930343922517055,0.705,0.14513947767167537,0.10590590339528361,0.039233574276391764,0.005,0.005,21.518241719880564,200,200,0,0,1,0.22569430932336862
8,EI,phi11,200,200,-0.017354139568056728,-0.03155298103283043,0.99,0.09068596963841853,0.0674827128776182,0.02320325676080033,0.005,0.005,21.518241719880564,200,200,0,0,1,0.06967842347147825
8,EI,phi12,200,200,-0.009116683845854992,-0.09116683845854992,1,0.12941198472042356,0.07512492547088599,0.05428705924953757,0.005,0.005,21.518241719880564,200,200,0,0,1,0.07567607515821265
8,EI,phi21,200,200,-0.007657258762104652,-0.0765725876210465,1,0.09917679214883962,0.04946515622216103,0.04971163592667859,0.005,0.005,21.518241719880564,200,200,0,0,1,0.050054323407999674
8,EI,phi22,200,200,-0.027883246620929683,-0.11153298648371873,1,0.12145668075847707,0.06458589721548563,0.05687078354299144,0.005,0.005,21.518241719880564,200,200,0,0,1,0.07034780423902982
8,EI,rho,200,200,0.17854672815761832,0.5951557605253943,0.62,0.5243005659916626,0.44254777820152774,0.0817527877901349,0.005,0.005,21.518241719880564,200,200,0,0,1,0.4772079946175452
8,EI,sigma_exp[1],200,200,0.5108330932740786,0.5108330932740786,0.18500000000000003,0.20439348940677382,0.1400009319608009,0.06439255744597291,0.005,0.005,21.518241719880564,200,200,0,0,1,0.5296703787582011
8,EI,sigma_exp[2],200,200,0.5569577061360909,0.5569577061360909,0.09,0.20860378963856446,0.14430091613644008,0.06430287350212438,0.005,0.005,21.518241719880564,200,200,0,0,1,0.5753474088080974
8,EL,mu[1],200,200,0.18175418416888692,0.18175418416888692,0.435,0.09441325744543248,0.06952740694477662,0.024885850500655865,0,0,1.0009094570935544,200,200,0,0,1,0.19459867363207345
