model,condition_id,rep_id,param,post_mean,post_sd,l95,u95,truth,bias,rel_bias,cover95,n_div,max_rhat,status,unit
NG_MLmin,2,15,phi12,0.08642714474216169,0.020421196722408167,0.04727474322491223,0.12720551386783516,0.1,-0.013572855257838315,-0.13572855257838315,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,phi21,0.09821017742906643,0.01998265000624709,0.05806759405532441,0.13738161532410195,0.1,-0.0017898225709335747,-0.017898225709335747,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,phi22,0.39903358050749155,0.020827468565464167,0.35823700817103377,0.4405407414884249,0.4,-9.664194925084746e-4,-0.0024160487312711865,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,rho,0.4793195329003951,0.015187875061132325,0.44922462993524814,0.5082708713205895,0.5,-0.020680467099604916,-0.04136093419920983,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,sigma[1],1.001270201325902,0.013819141855343478,0.9744292701139562,1.0283927446662275,1,0.001270201325902054,0.001270201325902054,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,sigma[2],0.9836852467656777,0.01319334396268984,0.9586206225790717,1.0106224878693617,1,-0.0163147532343223,-0.0163147532343223,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,mu_bar[1],0.034219687044028245,0.05716701997622586,-0.07582098627488827,0.14849341216756543,0,0.034219687044028245,0.034219687044028245,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,mu_bar[2],-0.072154427508974,0.07140715835901122,-0.21222937940647674,0.06713495609801978,0,-0.072154427508974,-0.072154427508974,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,tau_mu[1],0.33601957593032955,0.04592828220008089,0.2552665472216129,0.43588583596349195,0.4,-0.06398042406967047,-0.15995106017417618,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,15,tau_mu[2],0.42777477289003957,0.05621014694882803,0.3312163142373498,0.5509067010378007,0.4,0.027774772890039545,0.06943693222509886,TRUE,0,1.0018842268156107,ok,NA
NG_MLmin,2,16,phi11,0.3993119293648231,0.02079803127349121,0.35828709508122997,0.4406802193162441,0.4,-6.880706351768962e-4,-0.0017201765879422404,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,phi12,0.10735220534733787,0.01973550260728647,0.06802566703069048,0.1464350964910891,0.1,0.007352205347337867,0.07352205347337867,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,phi21,0.09741760502040915,0.02060967649732727,0.05786689536275064,0.13796304569216067,0.1,-0.0025823949795908546,-0.025823949795908546,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,phi22,0.42346485059524125,0.020850950324302255,0.3826992229529293,0.464852117561411,0.4,0.023464850595241227,0.05866212648810307,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,rho,0.4825862701362922,0.014587463241706702,0.45370246231857597,0.5099296160941023,0.5,-0.017413729863707816,-0.03482745972741563,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,sigma[1],0.9864108891289725,0.013383678343402747,0.9598280610833967,1.013450223120238,1,-0.013589110871027543,-0.013589110871027543,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,sigma[2],1.0131458672563487,0.01369718799325927,0.9872643493903474,1.0404896101626744,1,0.013145867256348698,0.013145867256348698,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,mu_bar[1],-0.10610010384382429,0.06983113586330984,-0.24176097500621235,0.033889248052918174,0,-0.10610010384382429,-0.10610010384382429,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,mu_bar[2],0.11590110300543266,0.058483069069397,0.001251317203052585,0.229181973731653,0,0.11590110300543266,0.11590110300543266,FALSE,0,1.0049041079600027,ok,NA
