model,condition_id,rep_id,status,n_div,max_rhat
NG,2,76,ok,NA,1.0017393526102967
SG,2,76,ok,NA,1.0010889578350632
NG,2,77,ok,NA,1.000412904641412
SG,2,77,ok,NA,1.007240799933081
NG,2,78,ok,NA,1.0005116086652042
SG,2,78,ok,NA,1.0043046069885222
NG,2,79,ok,NA,1.0009880962118767
SG,2,79,ok,NA,1.0029421934509055
NG,2,80,ok,NA,1.0012721769560073
SG,2,80,ok,NA,1.010731725510371
NG,2,81,ok,NA,1.000548083208976
SG,2,81,ok,NA,1.008473367388074
NG,2,82,ok,NA,1.0005801459123802
SG,2,82,ok,NA,1.002821296192907
NG,2,83,ok,NA,1.0006775248754625
SG,2,83,ok,NA,1.004195890499378
NG,2,84,ok,NA,1.000719473340415
SG,2,84,ok,NA,1.0047516245481078
NG,2,85,ok,NA,1.000755485652338
SG,2,85,ok,NA,1.029507376414996
NG,2,86,ok,NA,1.000234036371603
SG,2,86,ok,NA,1.0032570524721078
NG,2,87,ok,NA,1.0007864613318114
SG,2,87,ok,NA,1.0009040181358215
NG,2,88,ok,NA,1.0006222346025495
SG,2,88,ok,NA,1.0012697642411217
NG,2,89,ok,NA,1.0010897268505203
SG,2,89,ok,NA,1.0023600056554538
NG,2,90,ok,NA,1.0012884646982887
SG,2,90,ok,NA,1.0012683812622487
NG,2,91,ok,NA,1.0015572761692333
SG,2,91,ok,NA,1.0022278975244512
NG,2,92,ok,NA,1.000839299271177
SG,2,92,ok,NA,1.002182728767046
NG,2,93,ok,NA,1.0004723027424296
SG,2,93,ok,NA,1.0041930310583338
NG,2,94,ok,NA,1.0006370381515093
SG,2,94,ok,NA,1.009450284562384
NG,2,95,ok,NA,1.0014448297426772
SG,2,95,ok,NA,1.003301280169329
NG,2,96,ok,NA,1.0009617095299337
SG,2,96,ok,NA,1.0017818229477768
NG,2,97,ok,NA,1.0012233099029852
SG,2,97,ok,NA,1.0036238382756526
NG,2,98,ok,NA,1.0010953258209796
SG,2,98,ok,NA,1.004686401027833
NG,2,99,ok,NA,1.0006496783883052
SG,2,99,ok,NA,1.0037419061368555
NG,2,100,ok,NA,1.000459793277128
SG,2,100,ok,NA,1.002094936508343
NG,2,101,ok,NA,1.0006341217858583
SG,2,101,ok,NA,1.0027215759212895
NG,2,102,ok,NA,1.0005374996064456
SG,2,102,ok,NA,1.001977170286051
NG,2,103,ok,NA,1.0006356730455386
SG,2,103,ok,NA,1.0019466576982143
NG,2,104,ok,NA,1.0003734689813677
SG,2,104,ok,NA,1.002854283232623
NG,2,105,ok,NA,1.000841362455949
SG,2,105,ok,NA,1.0054722018920093
NG,2,106,ok,NA,1.0007681558154284
SG,2,106,ok,NA,1.0037885795382957
NG,2,107,ok,NA,1.0012605592537642
SG,2,107,ok,NA,1.0038210927348474
NG,2,108,ok,NA,1.0012125845612931
SG,2,108,ok,NA,1.0030086902386535
NG,2,109,ok,NA,1.0011029502985702
SG,2,109,ok,NA,1.0045628362003347
NG,2,110,ok,NA,1.0011128259619086
