condition_id,model,param,N_valid,N_truth_avail,mean_bias,mean_rel_bias,coverage_95,mean_post_sd,emp_sd,sd_bias,mean_n_div,prop_div,mean_rhat,N_expected,N_ok,N_missing_fit,N_not_ok,prop_ok
34,NG,phi12,200,200,-0.023915230282638703,-0.23915230282638703,0.95,0.15264489387457245,0.15119987174462696,0.001445022129945489,NA,NA,1.0010222133505637,200,200,0,0,1
34,NG,phi21,200,200,-7.860198902814456e-4,-0.007860198902814449,0.935,0.14477265139478973,0.14449150244661188,2.8114894817785063e-4,NA,NA,1.0010222133505637,200,200,0,0,1
34,NG,phi22,200,200,-0.08630706402190252,-0.2157676600547563,0.95,0.14773330254330816,0.1335301366305618,0.014203165912746368,NA,NA,1.0010222133505637,200,200,0,0,1
34,NG,rho,200,200,-0.08188708950108103,-0.16377417900216207,0.935,0.11548391628646726,0.09587644903988221,0.019607467246585047,NA,NA,1.0010222133505637,200,200,0,0,1
34,NG,sigma[1],200,200,0.012613254655842367,0.012613254655842367,0.92,0.10515157264417899,0.11314913000963599,-0.007997557365457,NA,NA,1.0010222133505637,200,200,0,0,1
34,NG,sigma[2],200,200,-0.017295060676559844,-0.017295060676559844,0.91,0.1022548674858461,0.11348181020917687,-0.011226942723330774,NA,NA,1.0010222133505637,200,200,0,0,1
34,SG,alpha[1],200,200,-2.4260479895375644,-0.6065119973843911,0.545,2.579703686843114,2.183398285735043,0.39630540110807067,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,alpha[2],200,200,2.917421772695658,0.7293554431739145,0.435,2.087116379037711,1.844475434343395,0.24264094469431607,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,mu[1],200,200,-0.0034082380696513646,-0.0034082380696513646,0.935,0.1461514445737315,0.16293075835963555,-0.016779313785904054,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,mu[2],200,200,-0.006915666684690837,-0.006915666684690837,0.895,0.1432670949439531,0.1818892827187847,-0.03862218777483162,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,omega[1],200,200,-0.38875660433267806,-0.24612574824582126,0.625,0.2023627065263757,0.20253086906647394,-1.6816254009824338e-4,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,omega[2],200,200,-0.45579236138717233,-0.2885667657883639,0.495,0.19037961136112913,0.1725980935723384,0.017781517788790724,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,phi11,200,200,-0.05483425276084685,-0.13708563190211712,0.965,0.14131387791611175,0.1251380379278279,0.01617583998828384,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,phi12,200,200,-0.023018854241223907,-0.23018854241223904,0.96,0.14600629298514808,0.13772394922598433,0.008282343759163757,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,phi21,200,200,0.001966765387943673,0.019667653879436725,0.95,0.14074259369124628,0.13785841128736934,0.002884182403876945,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,phi22,200,200,-0.08351433489684786,-0.20878583724211963,0.95,0.14372734804547063,0.12977344252340678,0.013953905522063853,NA,NA,1.0031782121114041,200,200,0,0,1
34,SG,rho,200,200,-0.07815931351064323,-0.15631862702128646,0.93,0.11408111184095339,0.09737410047065988,0.016707011370293512,NA,NA,1.0031782121114041,200,200,0,0,1
